bill_id,term,session,title,long_title,subjects,commem
HB0547,2023_2024,135,Limit housing tax credits-projects that verify immigration status,To enact section 175.061 of the Revised Code to limit state low-income housing tax credits to projects that verify tenant immigration status.,Housing and Real Property; Immigration; Taxation,0
HB0548,2023_2024,135,Prohibit certain sales types in real property foreclosure sales,"To amend sections 301.28, 2308.02, 2327.01, 2327.02, 2327.04, 2329.01, 2329.151, 2329.152, 2329.17, 2329.18, 2329.211, 2329.26, 2329.261, 2329.28, 2329.312, 2329.34, 2329.39, 2329.52, 5302.01, and 5721.39 and to repeal sections 2329.153, 2329.154, 5302.31, and 5721.372 of the Revised Code to prohibit private selling officers and online auctions in real property foreclosure sales.",Housing and Real Property : Foreclosures; Housing and Real Property; Housing and Real Property : Real Estate Transactions,0
HB0549,2023_2024,135,Authorize county to implement motor fuel quality testing program,To amend section 1327.70 of the Revised Code to authorize a county to implement a motor fuel quality testing program.,Agriculture; Commerce,0
HB0550,2023_2024,135,Require health insurers to cover certain preventive screenings,To enact section 3902.64 of the Revised Code to require health insurers to cover preventive screenings for certain men at high-risk for developing prostate cancer.,Commerce : Insurance,0
HB0551,2023_2024,135,Prohibit firearm possession by persons unlawfully present in U.S.,To amend sections 2923.13 and 2923.14 of the Revised Code to prohibit persons who are unlawfully present in the United States from possessing firearms.,"Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Firearms",0
HB0552,2023_2024,135,Enact the Voter Verification Act,"To amend sections 3501.01, 3503.151, 3503.19, 3503.21, 3505.181, 3505.182, and 3505.183 and to enact section 3503.201 of the Revised Code to enact the Voter Verification Act to require election officials to verify certain information in voter registration records and to require electors to provide corrected information.",Elections,0
HB0553,2023_2024,135,Regulate the provision of earned wage access services,"To amend section 1321.21 and to enact sections 1320.01, 1320.02, 1320.03, 1320.04, 1320.05, 1320.06, 1320.07, 1320.08, 1320.09, and 1320.10 of the Revised Code to regulate the provision of earned wage access services.",Commerce; Occupational Licensing and Regulation,0
HB0554,2023_2024,135,Establish a process for sale of abandoned or derelict aircraft,"To amend sections 1311.71, 1311.72, 1311.73, 1311.75, 1311.76, 1311.77, and 4561.01 and to enact sections 1311.721, 4561.26, and 4561.27 of the Revised Code to establish a process by which an abandoned or derelict aircraft may be sold.",Commerce; Transportation; Transportation : Air and Rail Transport,0
HB0555,2023_2024,135,Prohibit certain public nuisance actions,To amend sections 715.44 and 2307.71 and to enact section 2307.801 of the Revised Code to prohibit certain public nuisance actions.,Commerce; State and Local Government : Local Government,0
HB0556,2023_2024,135,Create criminal liability for teachers for pandering obscenity,To amend sections 2907.32 and 2907.35 of the Revised Code to create criminal liability for certain teachers and librarians for the offense of pandering obscenity.,"Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Education",0
HB0557,2023_2024,135,Regards school directory information and public records,"To amend sections 149.381, 149.43, and 3319.321 of the Revised Code to permit schools to withhold directory information and to remove directory information from the public record definition.",Education; Education : Primary and Secondary Education,0
HB0558,2023_2024,135,Require food service operations to denote certain allergens,To enact section 3717.54 of the Revised Code to require food service operations to denote certain allergens on their menu.,Agriculture; Agriculture : Food Regulation; Health and Human Services : Public Health,0
HB0559,2023_2024,135,Regards workers' comp-emergency workers' psychiatric conditions,"To amend sections 2929.14, 2941.1414, 4123.01, 4123.026, and 4123.46; to enact section 4123.87; and to repeal section 126.65 of the Revised Code concerning workers' compensation coverage for peace officers, firefighters, and emergency medical workers diagnosed with psychiatric conditions arising from employment without an accompanying physical injury.",Employment : Workers' Compensation; State and Local Government : Public Officials and Employees,0
HB0560,2023_2024,135,Regards implicit bias training for licensed educators,"To amend sections 3314.03, 3326.11, and 3328.24 and to enact section 3319.2214 of the Revised Code regarding implicit bias training for licensed educators, to amend the version of section 3314.03 of the Revised Code that is scheduled to take effect January 1, 2025, to continue the changes on and after that effective date, and to make an appropriation.",Education; Education : Primary and Secondary Education; Finance and Appropriations,0
HB0561,2023_2024,135,Prohibit for-profit operators of community schools,"To amend sections 3314.01, 3314.02, 3314.032, and 3314.05 and to enact section 3314.0111 of the Revised Code to prohibit for-profit operators of community schools.",Education; Education : Primary and Secondary Education,0
HB0562,2023_2024,135,Require certain disclosures for well drilling in state parks,To enact section 1509.101 of the Revised Code to require horizontal oil and gas well owners that drill in state parks to disclose the chemical components of the materials used in the drilling operation.,Environment and Natural Resources; Environment and Natural Resources : Oil and Gas,0
HB0563,2023_2024,135,Enact the Future Educators Support Act,"To enact sections 3301.24, 3301.82, 3319.70, 3345.83, and 6301.113 of the Revised Code to enact the Future Educators Support Act regarding financial support for student teachers, teaching as an in-demand job, and school district staffing surveys.",Education; Education : Higher Education; Education : Primary and Secondary Education,0
HB0564,2023_2024,135,Regards individuals unlawfully present; immigration enforcement,"To amend sections 9.63, 4507.08, and 5747.502 and to enact sections 9.631, 9.632, and 2905.321 of the Revised Code to modify the law regarding individuals who are unlawfully present in the United States, to require state and local authorities to cooperate with the federal government in the enforcement of immigration laws, and to sanction those who fail to do so.","Crimes, Corrections, and Law Enforcement; Immigration; State and Local Government; Transportation : Drivers' Licenses",0
HB0565,2023_2024,135,Regards funding through the Ohio pregnancy and parenting program,"To amend sections 3125.18, 5101.35, 5101.80, 5101.801, 5101.804, and 5153.16, to amend, for the purpose of adopting a new section number as indicated in parentheses, section 5101.804 (5101.91) of the Revised Code, and to amend Section 307.135 of H.B. 33 of the 135th General Assembly regarding funding provided through the Ohio pregnancy and parenting program and to amend the versions of sections 5101.35, 5101.80, 5101.801, 5101.804, and 5153.16 and to amend, for the purpose of adopting a new section number as indicated in parentheses, the version of section 5101.804 (5101.91) of the Revised Code that is scheduled to take effect on January 1, 2025, to continue the changes on and after that date.",Health and Human Services; Health and Human Services : Health Care,0
HB0566,2023_2024,135,Regards points on a commercial driver's license; remedial course,To amend section 4510.037 of the Revised Code to shorten the time that points remain on a person's commercial driver's license or permit and to allow such drivers to take the remedial driving course more frequently.,Commerce; Public Safety; Transportation; Transportation : Drivers' Licenses; Transportation : Motor Vehicles; Transportation : Traffic Offenses,0
HB0567,2023_2024,135,Enact the EdChoice Fair Fiscal Responsibility Act,"To amend sections 3310.03, 3310.032, 3310.13, 3310.16, 3310.41, 3310.52, 3313.975, 3313.976, 3313.978, 3317.022, and 3365.07, to repeal sections 3310.035 and 3310.08 of the Revised Code, and to repeal Sections 265.275, 265.277, and 265.571 of H.B. 33 of the 135th General Assembly to enact the EdChoice Fair Fiscal Responsibility Act to revise the operations of the Educational Choice Scholarship Pilot Program.",Education; Education : Primary and Secondary Education,0
HB0568,2023_2024,135,Create the Healthy Soils Task Force,To create the Healthy Soils Task Force.,Agriculture; Environment and Natural Resources,0
HB0569,2023_2024,135,Reinstate the Joint Education Oversight Committee,"To enact sections 103.44, 103.45, 103.46, 103.47, 103.48, 103.49, and 103.50 of the Revised Code and to repeal Section 733.40 of H.B. 166 of the 133rd General Assembly to reinstate the Joint Education Oversight Committee and to make an appropriation.",Education; Education : Higher Education; Education : Primary and Secondary Education; Finance and Appropriations,0
HB0570,2023_2024,135,Provide publicly funded child care to child care staff members,"To amend sections 5104.30 and 5104.34 and to enact section 5104.342 of the Revised Code to provide publicly funded child care benefits to child care staff members, to amend the versions of sections 5104.30 and 5104.34 of the Revised Code that are scheduled to take effect on January 1, 2025, to continue the changes on and after that date, and to make an appropriation.",Health and Human Services : Child Care,0
HB0571,2023_2024,135,"Require schools, colleges include suicide number on student IDs","To amend sections 3314.03, 3326.11, 3328.24, and 3345.37 and to enact sections 3313.473 and 3345.371 of the Revised Code to require schools and higher education institutions to include the national suicide and crisis lifeline telephone number on student identification cards, student planners, and electronic portals, and to amend the version of section 3314.03 of the Revised Code that is scheduled to take effect on January 1, 2025, to continue the change on and after that date.",Education; Education : Higher Education; Education : Primary and Secondary Education,0
