bill_number,term,bill_type,intro_date,primary_sponsor,cosponsors,title,summary,approp_bill,veto,partial_veto,companion,bill_url
HB2123,2023-2024,Bill,2024-01-08,"Orwall, Tina","Reed, Julia; Berry, Liz; Taylor, Jamila; Slatter, Vandana; Simmons, Tarra; Ormsby, Timm; Ramel, Alex; Jacobsen, Cyndy; Fey, Jake; Ryu, Cindy; Street, Chipalo; Bronoske, Dan; Paul, Dave; Berg, April; Timmons, Joe; Fosse, Mary; Tharinger, Steve; Nance, Greg; Doglio, Beth; Reeves, Kristine; Pollet, Gerry; Davis, Lauren; Cortes, Julio",AN ACT Relating to establishing a summer running start for the trades grant program;,Establishing a running start for the trades grant program.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2123
HB2124,2023-2024,Bill,2024-01-08,"Eslick, Carolyn","Senn, Tana; Leavitt, Mari; Chapman, Mike; Reed, Julia; Ramel, Alex; Callan, Lisa; Rule, Alicia; Goodman, Roger; Tharinger, Steve; Wylie, Sharon; Timmons, Joe; Stonier, Monica Jurado; Reeves, Kristine; Kloba, Shelley",AN ACT Relating to supporting and expanding access to child care and early learning programs;,Supporting and expanding access to child care and early learning programs.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2124
SI2124,2023-2024,Initiative,2024-01-08,"Eslick, Carolyn","Senn, Tana; Leavitt, Mari; Chapman, Mike; Reed, Julia; Ramel, Alex; Callan, Lisa; Rule, Alicia; Goodman, Roger; Tharinger, Steve; Wylie, Sharon; Timmons, Joe; Stonier, Monica Jurado; Reeves, Kristine; Kloba, Shelley",AN ACT Relating to supporting and expanding access to child care and early learning programs;,Supporting and expanding access to child care and early learning programs.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2124
HI2124,2023-2024,Initiative,2024-01-08,"Eslick, Carolyn","Senn, Tana; Leavitt, Mari; Chapman, Mike; Reed, Julia; Ramel, Alex; Callan, Lisa; Rule, Alicia; Goodman, Roger; Tharinger, Steve; Wylie, Sharon; Timmons, Joe; Stonier, Monica Jurado; Reeves, Kristine; Kloba, Shelley",AN ACT Relating to supporting and expanding access to child care and early learning programs;,Supporting and expanding access to child care and early learning programs.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2124
HB2125,2023-2024,Bill,2024-01-08,"Ortiz-Self, Lillian","Simmons, Tarra; Reed, Julia; Jacobsen, Cyndy; Fosse, Mary; Nance, Greg; Reeves, Kristine; Pollet, Gerry",AN ACT Relating to the eligibility of state-mandated benefits for contingent faculty at community and technical colleges;,Concerning the eligibility of state-mandated benefits for contingent faculty at community and technical colleges.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2125
HB2126,2023-2024,Bill,2024-01-08,"Low, Sam","Peterson, Strom; Connors, April; Leavitt, Mari; Chapman, Mike; Barkis, Andrew; Reed, Julia; Ormsby, Timm; Graham, Jenny; Gregerson, Mia; Sandlin, Bryan; Tharinger, Steve; Couture, Travis; Kloba, Shelley",AN ACT Relating to creating opportunities for affordable housing by authorizing detached accessory dwelling units in rural areas;,Authorizing accessory dwelling units in rural areas.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2126
HB2127,2023-2024,Bill,2024-01-08,"Schmidt, Suzanne","Berry, Liz; Leavitt, Mari; Reed, Julia; Ormsby, Timm; Graham, Jenny; Pollet, Gerry",AN ACT Relating to increasing incentives to return to work in workers' compensation;,Concerning workers' compensation incentives to return to work.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2127
HB2128,2023-2024,Bill,2024-01-08,"Schmick, Joe","Graham, Jenny; Macri, Nicole; Harris, Paul; Jacobsen, Cyndy; Hutchins, Spencer",AN ACT Relating to the modernization of the certificate of need program;,Modernizing the certificate of need program.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2128
HB2129,2023-2024,Bill,2024-01-08,"Ramel, Alex","Mena, Sharlett; Simmons, Tarra; Reed, Julia; Street, Chipalo; Orwall, Tina; Doglio, Beth; Kloba, Shelley",AN ACT Relating to promoting the development of geothermal energy resources;,Promoting the development of geothermal energy resources.,false,false,false,SB6039,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2129
HB2130,2023-2024,Bill,2024-01-08,"Pollet, Gerry","Couture, Travis; Reed, Julia; Callan, Lisa; Orwall, Tina; Paul, Dave; Caldier, Michelle; Doglio, Beth; Reeves, Kristine; Kloba, Shelley",AN ACT Relating to extending special education services to students with disabilities until the end of the school year in which the student turns 22;,Extending special education services.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2130
HB2131,2023-2024,Bill,2024-01-08,"Ramel, Alex","Slatter, Vandana; Simmons, Tarra; Reed, Julia; Riccelli, Marcus; Doglio, Beth; Hackney, David",AN ACT Relating to promoting the establishment of thermal energy networks;,Promoting the establishment of thermal energy networks.,false,false,false,SB6138,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2131
HB2132,2023-2024,Bill,2024-01-08,"Schmick, Joe","Graham, Jenny; Dent, Tom",AN ACT Relating to reducing training costs for small county offices of coroners or medical examiners;,Reducing training costs for small county offices of coroners or medical examiners.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2132
HB2133,2023-2024,Bill,2024-01-08,"Klicker, Mark","Fey, Jake; Rude, Skyler; Connors, April; Low, Sam; Schmidt, Suzanne; Chambers, Kelly; Sandlin, Bryan; Bronoske, Dan; Leavitt, Mari; Dye, Mary; Barnard, Stephanie; Graham, Jenny; Wylie, Sharon; Timmons, Joe; Couture, Travis",AN ACT Relating to protecting the safety and security of students and maintaining order within public school buses by designating trespassing on a public school bus as a felony offense;,Designating trespassing on a public school bus as a felony offense.,false,false,false,SB5891,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2133
HB2134,2023-2024,Bill,2024-01-08,"Fey, Jake","Timmons, Joe; Paul, Dave; Wylie, Sharon; Reeves, Kristine",AN ACT Relating to transportation funding and appropriations;,Making supplemental transportation appropriations for the 2023-2025 fiscal biennium.,false,false,false,SB5947,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2134
HB2135,2023-2024,Bill,2024-01-08,"Stearns, Chris","Lekanoff, Debra; Reed, Julia; Ormsby, Timm; Street, Chipalo; Orwall, Tina; Doglio, Beth; Reeves, Kristine",AN ACT Relating to including federally recognized tribes as part of the Washington emergency management division emergency worker program;,Including federally recognized tribes as part of the Washington emergency management division emergency worker program.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2135
HB2136,2023-2024,Bill,2024-01-08,"Ormsby, Timm","Schmidt, Suzanne; Doglio, Beth; Farivar, Darya; Berry, Liz; Simmons, Tarra; Reed, Julia; Ramel, Alex; Mena, Sharlett; Goodman, Roger; Berg, April; Fosse, Mary; Reeves, Kristine; Pollet, Gerry; Kloba, Shelley","AN ACT Relating to prevailing wage sanctions, penalties, and debarment;","Concerning prevailing wage sanctions, penalties, and debarment.",false,false,false,SB6111,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2136
HB2137,2023-2024,Bill,2024-01-08,"Berg, April","Orcutt, Ed; Sandlin, Bryan; Doglio, Beth; Dent, Tom; Reeves, Kristine",AN ACT Relating to technical changes to allowable exemptions from charges for tourism promotion area assessments;,Concerning technical changes to allowable exemptions for tourism promotion area assessments.,false,false,false,SB6202,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2137
HB2138,2023-2024,Bill,2024-01-08,"Rule, Alicia","Barkis, Andrew; Senn, Tana; Simmons, Tarra; Ramel, Alex; Paul, Dave; Riccelli, Marcus; Doglio, Beth; Reeves, Kristine",AN ACT Relating to promoting outdoor learning in state parks;,Promoting outdoor learning in state parks.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2138
HB2139,2023-2024,Bill,2024-01-08,"Ramos, Bill","Callan, Lisa; Reeves, Kristine",AN ACT Relating to the rental of self-service storage facilities;,Concerning the rental of self-service storage facilities.,false,false,false,SB6203,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2139
HB2140,2023-2024,Bill,2024-01-08,"Griffey, Dan","Couture, Travis; Jacobsen, Cyndy; Graham, Jenny; Sandlin, Bryan",AN ACT Relating to modifying laws related to adverse possession to protect legal owners of property;,Modifying laws related to adverse possession to protect legal owners of property.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2140
HB2141,2023-2024,Bill,2024-01-08,"Donaghy, Brandy","Low, Sam; Simmons, Tarra; Ormsby, Timm; Barkis, Andrew",AN ACT Relating to promoting affordable housing in unincorporated areas within urban growth areas of large counties;,Promoting affordable housing in unincorporated areas within urban growth areas of large counties.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2141
HB2142,2023-2024,Bill,2024-01-08,"Corry, Chris","Callan, Lisa; Couture, Travis; Reeves, Kristine",AN ACT Relating to creating a reading coaches grant program;,Creating a reading coaches grant program.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2142
HB2143,2023-2024,Bill,2024-01-08,"Ramel, Alex","Hackney, David; Berg, April; Fosse, Mary; Duerr, Davina; Reeves, Kristine",AN ACT Relating to providing information related to the human rights records of nations that export crude oil to Washington;,Providing information related to the human rights records of nations that export crude oil to Washington.,false,false,false,SB6071,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2143
HB2144,2023-2024,Bill,2024-01-08,"Stonier, Monica Jurado","Berry, Liz; Taylor, Jamila; Reed, Julia; Ramel, Alex; Peterson, Strom; Callan, Lisa; Macri, Nicole; Street, Chipalo; Gregerson, Mia; Berg, April; Fosse, Mary; Doglio, Beth; Pollet, Gerry; Kloba, Shelley; Davis, Lauren",AN ACT Relating to providing for a deposit return program for qualifying beverage containers to be implemented by a distributor responsibility organization;,Providing for a deposit return program for qualifying beverage containers to be implemented by a distributor responsibility organization.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2144
HB2145,2023-2024,Bill,2024-01-08,"Simmons, Tarra","Senn, Tana; Callan, Lisa; Reeves, Kristine; Kloba, Shelley",AN ACT Relating to medically necessary treatment of a mental health or substance use disorder;,Concerning medically necessary treatment of a mental health or substance use disorder.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2145
HB2146,2023-2024,Bill,2024-01-08,"Rule, Alicia","Connors, April; Callan, Lisa; Reeves, Kristine; Davis, Lauren",AN ACT Relating to supporting students who are chronically absent and at risk for not graduating high school;,Supporting students who are chronically absent and at risk for not graduating high school.,false,false,false,SB5850,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2146
HB2147,2023-2024,Bill,2024-01-08,"Dent, Tom","Chapman, Mike; Schmick, Joe; Reeves, Kristine",AN ACT Relating to agriculture pest and disease response;,Concerning agriculture pest and disease response.,false,false,false,SB6036,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2147
HB2148,2023-2024,Bill,2024-01-08,"Reeves, Kristine","Timmons, Joe; Doglio, Beth; Callan, Lisa; Pollet, Gerry",AN ACT Relating to a comparable wage analysis of public school staff compensation;,Concerning a comparable wage analysis of public school staff compensation.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2148
HB2149,2023-2024,Bill,2024-01-08,"Reeves, Kristine","Doglio, Beth; Tharinger, Steve; Pollet, Gerry",AN ACT Relating to consumer personal information;,Protecting consumer personal information.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2149
HB2150,2023-2024,Bill,2024-01-08,"Reeves, Kristine","Reed, Julia; Tharinger, Steve",AN ACT Relating to processes regarding the disqualification of candidates who are ineligible for office;,Concerning processes regarding the disqualification of candidates who are ineligible for office.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2150
HB2151,2023-2024,Bill,2024-01-08,"Reeves, Kristine","Chapman, Mike; Kloba, Shelley",AN ACT Relating to reassigning the accreditation of private cannabis testing laboratories from the department of ecology to the department of agriculture;,Reassigning the accreditation of private cannabis testing laboratories from the department of ecology to the department of agriculture.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2151
HB2152,2023-2024,Bill,2024-01-08,"Thai, My-Linh","Mosbrucker, Gina; Reed, Julia; Ormsby, Timm; Taylor, Jamila; Farivar, Darya; Goodman, Roger; Paul, Dave; Fosse, Mary; Davis, Lauren",AN ACT Relating to updating terminology related to criminal insanity and competency to stand trial;,Updating terminology related to criminal insanity and competency to stand trial.,false,false,false,SB6008,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2152
HB2153,2023-2024,Bill,2024-01-08,"Ryu, Cindy","Ormsby, Timm; Cheney, Greg; Reeves, Kristine; Pollet, Gerry; Davis, Lauren",AN ACT Relating to deterring the theft of catalytic converters;,Deterring the theft of catalytic converters.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2153
