bill_id,session,LC_num,status,rev_impact,fiscal_impact,keywords,chapter_num,vetoed,primary_sponsors,cosponsors,by_request,description,summary,bill_url
HB3184,2023R1,3958,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",high school graduation requirements; declaring an emergency,,False,Rep Cramer; Rep Elmer,Rep Mannix; Rep McIntire; Sen Thatcher; Rep Wright,,Removes suspension of requirement of showing proficiency in Essential Learning Skills as condition of earning diploma.,"Removes suspension of requirement of showing proficiency in Essential Learning Skills as condition of earning diploma. Declares emergency, effective on passage.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3184
HB3185,2023R1,3424,In House Committee,No revenue impact,Fiscal impact issued,flood mitigation; prescribing an effective date,,False,Rep Owens; Sen Findley,Rep Hieb,,Appropriates moneys to Oregon Department of Administrative Services for distribution to Harney County for flood mitigation.,Appropriates moneys to Oregon Department of Administrative Services for distribution to Harney County for flood mitigation. Takes effect on 91st day following adjournment sine die.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3185
HB3186,2023R1,2483,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",peer-to-peer car sharing arrangements,,False,,HBL (Committee),(at the request of Turo),Requires insurance coverage for motor vehicles made available as part of peer-to-peer car sharing arrangement.,"Requires insurance coverage for motor vehicles made available as part of peer-to-peer car sharing arrangement. Specifies coverage requirements and apportions responsibility for coverage among car sharing program operator, shared vehicle owner and shared vehicle driver. Requires certain disclosures to shared vehicle owner and shared vehicle driver in car sharing program agreement. Requires shared vehicle owner to address recall notices for defects that affect safety of shared vehicle.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3186
HB3187,2023R1,2170,Chapter Number Assigned,No revenue impact,Has minimal fiscal impact,water right examiners,532,False,Rep Owens; Rep Helm,Rep Hieb,(at the request of Oregon Water Resources Congress),"Makes individuals who possess relevant technical experience and are employed seven or more years by certain types of districts, and certain types of registered professionals, eligible to apply for certification as water right examiners.","Makes individuals who possess relevant technical experience and are employed seven or more years by certain types of districts, and certain types of registered professionals, eligible to apply for certification as water right examiners.<b> Sunsets eligibility for certain individuals to apply for certification on July 1, 2027.</b>",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3187
HB3188,2023R1,3904,Chapter Number Assigned,No revenue impact,Has minimal fiscal impact,highway speeds,337,False,Rep Diehl; Rep Andersen; Rep Cramer,Rep Mannix; Rep Lewis,"(at the request of Dennis Lulay, Colm Willis)","Expands Department of Transportation's authority to allow specified counties, including Marion County, to designate speeds on highways within county's jurisdiction under certain circumstances.","Expands Department of Transportation's authority to allow specified counties, including Marion County, to designate speeds on highways within county's jurisdiction under certain circumstances.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3188
HB3189,2023R1,2456,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",aquatics monitoring; declaring an emergency,,False,Rep Owens,,,Appropriates moneys out of General Fund to State Department of Agriculture for distribution to Grant Soil and Water Conservation District for purposes related to aquatics monitoring.,"Appropriates moneys out of General Fund to State Department of Agriculture for distribution to Grant Soil and Water Conservation District for purposes related to aquatics monitoring. Declares emergency, effective on passage.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3189
HB3190,2023R1,3335,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",restoration efforts in water basins; declaring an emergency,,False,Rep Owens,,,Instructs Grant Soil and Water Conservation District to take specified actions concerning riparian and fish restoration efforts.,"Instructs Grant Soil and Water Conservation District to take specified actions concerning riparian and fish restoration efforts. Appropriates moneys out of General Fund to State Department of Agriculture for distribution to Grant Soil and Water Conservation District for purposes related to riparian and fish restoration efforts. Declares emergency, effective on passage.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3190
HB3191,2023R1,3656,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",housing,,False,Rep Morgan; Sen Meek; Rep Helfrich; Rep Wallan,,(at the request of former Representative Jack Zika),"Allows city to expand its urban growth boundary, or to require Metro to expand its urban growth boundary, in order to include land designated as urban reserve that supports workforce housing and commercial development supportive of workforce housing if certain conditions are met.","Allows city to expand its urban growth boundary, or to require Metro to expand its urban growth boundary, in order to include land designated as urban reserve that supports workforce housing and commercial development supportive of workforce housing if certain conditions are met.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3191
HB3192,2023R1,973,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",exemption of precious metals under corporate activity tax; prescribing an effective date,,False,Rep Reschke; Rep Wright,Rep Smith G; Rep Levy B,,Exempts receipts from sales of precious metals from commercial activity subject to corporate activity tax.,"Exempts receipts from sales of precious metals from commercial activity subject to corporate activity tax. Applies to tax years beginning on or after January 1, 2024. Takes effect on 91st day following adjournment sine die.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3192
HB3193,2023R1,3727,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",prerequisites to performing abortions,,False,Rep Reschke,,,"Prohibits abortion unless health care provider first performs ultrasound on pregnant person, except in case of medical emergency.","Prohibits abortion unless health care provider first performs ultrasound on pregnant person, except in case of medical emergency. Creates civil penalty for violation of ultrasound requirement. Directs authority to deposit penalties assessed into Oregon Student Assistance Fund for purposes of providing scholarships to foster children.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3193
HB3194,2023R1,3724,Chapter Number Assigned,Revenue impact issued,Has minimal fiscal impact,"the definition of ""minor construction"" for purposes of property tax law; and prescribing an effective date",432,False,Rep Reschke,Rep Levy B; Rep Hieb,,"Increases maximum dollar amounts used to determine whether addition of real property improvements constitutes ""minor construction"" for purposes of property tax law.","<i>Changes method of determining</i>] <b>Increases maximum dollar amounts used to determine </b>whether addition of real property improvements constitutes ""minor construction"" for purposes of property tax law. <b>Indexes increased amounts to account for inflation.</b> Takes effect on 91st day following adjournment sine die.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3194
HB3195,2023R1,494,Chapter Number Assigned,No revenue impact,Has minimal fiscal impact,eligibility for financial assistance from the Water Pollution Control Revolving Fund,56,False,Rep Holvey,,(at the request of Department of Environmental Quality),"Modifies definition of ""public agency"" for purposes of eligibility for financial assistance from Water Pollution Control Revolving Fund by removing requirement that agency be authorized to construct water pollution control facilities.","Modifies definition of ""public agency"" for purposes of eligibility for financial assistance from Water Pollution Control Revolving Fund by removing requirement that agency be authorized to construct water pollution control facilities.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3195
HB3196,2023R1,410,In House Committee,No revenue impact,Fiscal impact issued,fees paid by community climate investment entities,,False,Rep Holvey,,(at the request of Department of Environmental Quality),Authorizes Environmental Quality Commission to establish by rule fee to be paid by community climate investment entities.,Authorizes Environmental Quality Commission to establish by rule fee to be paid by community climate investment entities. Establishes Community Climate Investment Oversight Account.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3196
HB3197,2023R1,1637,Chapter Number Assigned,No revenue impact,Has minimal fiscal impact,standards applicable to development of housing; and declaring an emergency,533,False,Rep McLain,Sen Manning Jr,(at the request of Washington County),Limits application of requirement that housing development regulations be clear and objective .,"Limits <b>application of</b> requirement that <b>housing</b> development regulations be clear and objective <i>to development of housing within urban growth boundaries</i>]. Declares emergency, effective on passage.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3197
HB3198,2023R1,2088,Chapter Number Assigned,No revenue impact,Budget report issued,early literacy; and declaring an emergency,534,False,Rep Kropf; Sen Dembrow; Rep Nguyen H; Rep Bowman; Rep Ruiz; Sen Sollman,Rep Evans; Rep Hudson; Rep Levy B; Rep McIntire; Sen Meek; Sen Patterson; Sen Weber; Rep Wright; Rep Fahey; Rep Owens; Rep Reynolds; Rep Lively; Rep Marsh; Rep Elmer; Rep Wallan; Rep Dexter; Rep Andersen; Rep Walters; Rep Gamba; Rep Nelson; Rep Speaker Rayfield; Rep Grayber; Rep Nosse; Rep Hieb; Rep Goodwin; Rep Bynum; Rep Levy E,,Establishes Early Literacy Success Initiative.,"Establishes Early Literacy Success Initiative. Prescribes purposes and requirements under initiative, including establishment of Early Literacy Success School Grants, Birth Through Five Literacy Plan and Early Literacy Success Community Grants. Repeals Oregon Early Reading Program and Early Success Reading Initiative. Establishes Birth Through Five Literacy Fund and Early Literacy Success Community Grant Fund. Declares emergency, effective on passage.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3198
HB3199,2023R1,3943,Chapter Number Assigned,No revenue impact,Has minimal fiscal impact,physical education requirements; and declaring an emergency,433,False,Rep Bowman; Rep McIntire,Rep Evans; Rep Wright; Rep Nguyen H,(at the request of Coalition of Oregon School Administrators),Modifies calculation of required minutes of physical education for middle school students to be based on weekly calculation.,"<i>Requires Department of Education to convene advisory group to review physical education requirements for certain students in grades six through eight.</i>] <i>Directs department to submit findings to interim committees of Legislative Assembly related to education not later than December 31, 2023.</i>] <b>Modifies calculation of required minutes of physical education for middle school students to be based on weekly calculation.</b> Declares emergency, effective <i>on passage</i>] <b>July 1, 2023</b>.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3199
HB3200,2023R1,3745,Chapter Number Assigned,No revenue impact,Has minimal fiscal impact,credit unions,57,False,Rep Nosse,Rep Owens; Rep Morgan; Rep Grayber; Rep Dexter; Sen Sollman; Sen Patterson,,Repeals provision specifying fiscal year end date for credit unions.,"Repeals provision specifying fiscal year end date for credit unions. Removes provision specifying deadline for election of executive officers of credit unions. Authorizes credit union to pay compensation to members of committees established by board or pursuant to bylaws. Authorizes credit union to invest in or lend moneys to entities that provide goods or services associated with routine operations of credit union, if investment or loan is reasonably related to credit union's use of such goods or services<b>, is made in accordance with rules and is approved by Director of Department of Consumer and Business Services</b>.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3200
HB3201,2023R1,1072,Chapter Number Assigned,No revenue impact,Has minimal fiscal impact,broadband; and declaring an emergency,338,False,Rep Marsh; Sen Woods; Rep Owens; Rep Neron; Sen Campos,Rep Nosse; Rep Pham K; Rep Andersen; Rep Bynum; Rep Gamba; Rep McLain; Rep Dexter; Rep Kropf; Rep Smith G; Rep Hudson; Rep Grayber; Sen Manning Jr; Sen Sollman; Rep Hieb,,"Requires Oregon Business Development Department to provide financial assistance to support broadband access, affordability and adoption.","Requires Oregon Business Development Department to provide financial assistance to support broadband access, affordability and adoption. Permits department to establish one or more programs to provide financial assistance. <i>Requires that department, when evaluating proposed projects under program to support broadband service infrastructure, give preference to proposed projects that serve unserved areas or underserved areas.</i>] Requires department to establish by rule, for each program established, certain criteria, requirements and processes. <b>Specifies certain definition, eligibility criteria and process for challenging applications that shall apply to programs Oregon Business Development Department establishes that support broadband service infrastructure using moneys from federal Coronavirus Capital Projects Fund. Specifies certain definitions and eligibility criteria that shall apply to programs Oregon Business Development Department establishes that support broadband service infrastructure using moneys from federal Broadband Equity, Access, and Deployment Program.</b> Makes Broadband Fund permanent. Expands permitted uses of moneys in Broadband Fund. Removes requirements for Oregon Business Development Department to establish by rule certain criteria, requirements and processes for temporary program for providing grants or loans to support projects for planning and development of broadband service infrastructure and digital literacy, inclusion and adoption. Removes requirements for department to give certain preference in making grant or loan award decisions. Requires Oregon Broadband Advisory Council to include in biennial report evaluation of continuing need for temporary program for providing grants or loans to support projects for planning and development of broadband service infrastructure and digital literacy, inclusion and adoption. Declares emergency, effective on passage.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3201
HB3202,2023R1,3327,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",night sky protection,,False,Rep Hudson,Rep Dexter; Rep Mannix,,Requires most outdoor lighting fixtures on public lands or constructed for projects receiving state funds to use certain shielded lighting fixtures.,"Requires most outdoor lighting fixtures on public lands or constructed for projects receiving state funds to use certain shielded lighting fixtures. Requires Department of Transportation to use minimal amounts of lighting on highways. Requires state agencies to remove nonshielded outdoor lighting fixtures by January 1, 2034.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3202
HB3203,2023R1,3972,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",filing of statement of economic interest by school board members; declaring an emergency,,False,Rep McIntire,,,"Limits economic interest filing requirements for district school board members to those serving school districts with 7,500 or more students in average daily membership.","Limits economic interest filing requirements for district school board members to those serving school districts with 7,500 or more students in average daily membership. Declares emergency, effective on passage.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3203
HB3204,2023R1,2245,Chapter Number Assigned,No revenue impact,Has minimal fiscal impact,virtual public charter school enrollment; and declaring an emergency,434,False,Rep McIntire; Rep Cramer,Rep Wright; Rep Stout; Rep Reschke; Rep Hieb; Sen Hayden,,Establishes and modifies timelines related to enrollment of students in virtual public charter schools.,"<i>Modifies timelines and requirements for when school district makes determination whether to give approval for student to enroll in virtual public charter school not sponsored by school district.</i>] <i>Directs Department of Education to collect and compile virtual public charter school enrollment data for purpose of school districts making determinations whether to give approval.</i>] <b>Establishes and modifies timelines related to enrollment of students in virtual public charter schools. Exempts from calculation of virtual public charter school cap certain students who had previously lived in another school district and been enrolled in virtual public charter school when living in that school district.</b> Declares emergency, effective on passage.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3204
HB3205,2023R1,1327,At Presidents Desk Upon Adjournment,No revenue impact,Has minimal fiscal impact,the exemption of certain bonuses from pay equity requirements; declaring an emergency,,False,Rep Bynum; Rep Helfrich; Sen Manning Jr,Rep Boshart Davis; Rep Lively; Rep Pham H; Sen Bonham; Sen Dembrow; Sen Gorsek; Sen Hansell; Sen Meek; Sen Steiner; Sen Woods; Rep Nguyen D; Rep Stout; Rep Reschke; Rep Wallan; Rep Osborne; Rep Diehl; Rep Ruiz; Rep Levy B; Rep Sosa,,"Permits employer to pay employees at different compensation levels pursuant to retention bonus provided that employer does not discriminate in payment of retention bonus, and that retention bonus accounts for entire compensation differential.","<i>Modifies definition of ""compensation,"" for purposes of pay equity requirements, to exclude hiring bonuses and retention bonuses.</i>] <b>Permits employer to pay employees at different compensation levels pursuant to retention bonus provided that employer does not discriminate in payment of retention bonus, and that retention bonus accounts for entire compensation differential.</b> Declares emergency, effective on passage.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3205
HB3206,2023R1,3809,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",voting in district elections; prescribing an effective date,,False,Rep Bowman; Rep Nguyen H; Sen Sollman; Rep Bynum; Rep Neron; Rep Nosse,Rep Gamba; Rep Hartman; Rep Pham K; Sen Campos; Sen Dembrow; Sen Golden; Sen Jama; Sen Woods,,Permits individual who is 16 or 17 years of age and registered to vote to cast ballot in school district elections.,Permits individual who is 16 or 17 years of age and registered to vote to cast ballot in school district elections. Takes effect on 91st day following adjournment sine die.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3206
HB3207,2023R1,411,In House Committee,No revenue impact,Fiscal impact issued,wells that supply ground water for domestic purposes,,False,Rep Helm; Rep Owens,Rep Hartman,(at the request of Department of Environmental Quality),Amends reporting requirements for real estate transaction sampling of domestic wells to require labs conducting tests to submit results to Department of Environmental Quality.,"Amends reporting requirements for real estate transaction sampling of domestic wells to require labs conducting tests to submit results to Department of Environmental Quality. Requires department to make results of tests available to public and provide results of tests to Oregon Health Authority. Authorizes authority to analyze results of tests and conduct ground water contaminant education and outreach. Becomes operative July 1, 2024.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3207
HB3208,2023R1,486,Chapter Number Assigned,No revenue impact,Fiscal impact issued,fees associated with water quality programs administered by the Department of Environmental Quality,258,False,Rep Helm,Rep Gamba,(at the request of Department of Environmental Quality),"Authorizes Environmental Quality Commission to annually adjust, by up to three percent, fees associated with water quality programs administered by Department of Environmental Quality.","Authorizes Environmental Quality Commission to annually adjust, by up to three percent, fees associated with water quality programs administered by Department of Environmental Quality.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3208
HB3209,2023R1,4037,In House Committee,No revenue impact,Fiscal impact issued,the emergency veterans housing program,,False,Rep Evans,,,Establishes emergency veterans housing program within Housing and Community Services Department.,"Establishes emergency veterans housing program within Housing and Community Services Department. Requires department, in coordination with Department of Veterans' Affairs and advisory board, to award grants for project costs of residential housing for persons of lower income who are service-disabled veterans and their families. Appropriates moneys from General Fund for program. Sunsets January 2, 2028.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3209
HB3210,2023R1,3689,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",a strategic housing stipend pilot program,,False,Rep Evans,,,Requires Housing and Community Services Department to develop strategic housing stipend pilot program to provide housing stipends to individuals to move to city where their labor is expected to benefit economic development of city.,"Requires Housing and Community Services Department to develop strategic housing stipend pilot program to provide housing stipends to individuals to move to city where their labor is expected to benefit economic development of city. Establishes advisory board to consult with department on development of program. Requires department to report to interim committee of Legislative Assembly on program on or before September 15, 2026. Appropriates moneys from General Fund to department for program. Sunsets program on January 2, 2029.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3210
HB3211,2023R1,958,Chapter Number Assigned,No revenue impact,Has minimal fiscal impact,water right certificates that authorize the storage of water for municipal use; and declaring an emergency,535,False,Rep Gomberg; Sen Anderson,Rep Javadi; Rep Wright; Sen Smith DB; Sen Weber; Rep Boice,,Authorizes holder of certain water right certificates that authorize storage of water for municipal use to change authorized point of diversion and place of use without losing priority of right under specified circumstances.,"Authorizes holder of <b>certain</b> water right <i>certificate</i>]<b> certificates</b> that <i>authorizes</i>]<b> authorize</b> storage of water for municipal use to change authorized point of diversion and place of use without losing priority of right under specified circumstances. Provides that authorization applies to applications for change filed after effective date of Act and before January 1, 2026. Declares emergency, effective on passage.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3211
HB3212,2023R1,3959,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",use of electric assisted bicycles on public trails; declaring an emergency,,False,Rep Reschke,,,Directs State Parks and Recreation Department to conduct study to determine feasibility of authorizing use of electric assisted bicycles on public trails that allow for use of nonmotorized bicycles.,"Directs State Parks and Recreation Department to conduct study to determine feasibility of authorizing use of electric assisted bicycles on public trails that allow for use of nonmotorized bicycles. Requires department to report results of study to appropriate committee or interim committee no later than October 31, 2023. Sunsets January 2, 2024. Declares emergency, effective on passage.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3212
HB3213,2023R1,185,Chapter Number Assigned,Has minimal revenue impact,Has minimal fiscal impact,testing cosmetics on animals,536,False,Rep Neron; Sen Thatcher; Sen Gorsek,Rep Grayber; Rep Hudson; Rep Nosse; Sen Campos; Sen Patterson; Rep Gomberg; Rep Chaichi; Rep Fahey; Rep Dexter; Rep Gamba; Rep Holvey; Sen Sollman,,Prohibits manufacturer from selling or offering to sell cosmetic developed through use of cosmetic animal test.,"Prohibits manufacturer from selling or offering to sell cosmetic developed through use of cosmetic animal test. Provides certain exemptions. Provides exemption for cosmetic developed through use of cosmetic animal test, or containing ingredient used in cosmetic animal test, before effective date of Act. Allows donation of noncomplying cosmetic to food bank, homeless shelter, hospital, animal shelter, corrections facility or emergency shelter. Allows receiving entity to distribute cosmetic to individual receiving services from entity. Authorizes Attorney General to bring civil action to impose civil penalties or obtain injunction for violations of Act.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3213
HB3214,2023R1,3788,In House Committee,Revenue impact issued,Fiscal impact issued,traveling animal acts,,False,Rep Hudson,Rep Gomberg; Rep Chaichi,,Prohibits person from using specified types of animals in traveling animal act.,"Prohibits person from using specified types of animals in traveling animal act. Provides certain exemptions from prohibition. Punishes by maximum of six months' imprisonment, $2,500 fine, or both. Authorizes court to require person convicted of violation to forfeit animal used in violation.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3214
HB3215,2023R1,558,Chapter Number Assigned,Revenue impact issued,Fiscal impact issued,residential units destroyed by disasters; and declaring an emergency,435,False,Rep Marsh,Rep Gamba; Rep Gomberg; Rep Bowman; Rep Dexter; Rep Andersen; Rep Fahey; Rep Grayber; Rep Sosa; Rep Reynolds; Rep Hudson; Rep Nathanson; Rep Pham H; Rep Kropf; Rep Nelson,(at the request of Housing and Community Services Department),"Authorizes Housing and Community Services Department to support replacement, reconstruction or rehabilitation of residential units damaged or destroyed by disaster and to support recovery of residents of such housing.","Authorizes Housing and Community Services Department to support replacement, reconstruction or rehabilitation of residential units damaged or destroyed by disaster and to support recovery of residents of such housing. Establishes Disaster Housing Recovery Fund. Continuously appropriates moneys in fund to department for specified purposes. Confirms abolition of Wildfire Damage Housing Relief Account. Declares emergency, effective on passage.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3215
HB3216,2023R1,3827,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",redistricting,,False,Rep Holvey; Rep Evans,,,"Directs Department of Corrections to determine last-known address of adults in custody, if address is readily known or available to adult in custody, and submit information to Secretary of State.","Directs Department of Corrections to determine last-known address of adults in custody, if address is readily known or available to adult in custody, and submit information to Secretary of State. Directs secretary to adjust population data reported in federal decennial census to reflect residence status of adults in custody before incarceration. Requires Legislative Assembly or Secretary of State, whichever is applicable, to reapportion state into legislative districts based on adjusted population data. Requires use of adjusted population data to apportion county or municipal boundaries.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3216
HB3217,2023R1,3310,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",environmental justice in land use planning,,False,Rep Tran,,,Requires that statewide land use planning goal relating to citizen involvement incorporate environmental justice practices.,"Requires that statewide land use planning goal relating to citizen involvement incorporate environmental justice practices. Requires Land Conservation and Development Commission to amend goal by June 30, 2025, consistent with requirement. Establishes timelines for compliance with amended goal.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3217
HB3218,2023R1,3811,In House Committee,No revenue impact,Has minimal fiscal impact,remote attestation of wills; prescribing an effective date,,False,Rep Bowman,Rep Evans,(at the request of Kevin Frazier),Authorizes remote attestation of certain wills.,Authorizes remote attestation of certain wills. Takes effect on 91st day following adjournment sine die.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3218
HB3219,2023R1,3750,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",pension benefit plans offered by public bodies,,False,Rep Diehl; Rep Wright; Rep McIntire; Rep Conrad; Sen Linthicum,Rep Cramer; Rep Javadi; Rep Stout; Sen Hansell; Sen Thatcher; Rep Mannix,,Establishes standards for fiduciary of pension benefit plan offered by public body.,Establishes standards for fiduciary of pension benefit plan offered by public body. Limits factors that may be considered in investment of assets of plan.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3219
HB3220,2023R1,1053,Chapter Number Assigned,No revenue impact,Fiscal impact issued,electronics recycling; and prescribing an effective date,259,False,Rep Marsh; Sen Sollman,Rep Wallan; Rep Dexter; Rep McLain,,Modifies provisions of electronics recycling program.,"Modifies provisions of electronics recycling program. Expands definition of covered electronic device. Establishes criteria for electronics producer responsibility programs. Repeals requirement that Department of Environmental Quality establish state contractor program. Repeals requirement that department make certain calculations used in administration of program. Directs Environmental Quality Commission to establish fee calculated to cover costs to department of carrying out program. Establishes that changes to program become operative on <i>July 1, 2025</i>]<b> January 1, 2026</b>. Provides transition provisions. Takes effect on 91st day following adjournment sine die.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3220
HB3221,2023R1,4189,Chapter Number Assigned,Revenue impact issued,Has minimal fiscal impact,the calculation of Local Revenues for the purpose of State School Fund distributions; and declaring an emergency,537,False,Rep Sanchez,,(at the request of Portland Public Schools),Removes federal forest reserve revenues from list of revenues that are considered Local Revenues for purposes of State School Fund distributions to school districts.,"<i>Increases amounts of moneys that are not considered Local Revenues for purposes of State School Fund distributions to school districts.</i>] <b>Removes federal forest reserve revenues from list of revenues that are considered Local Revenues for purposes of State School Fund distributions to school districts.</b> Declares emergency, effective July 1, 2023.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3221
HB3222,2023R1,763,In House Committee,No revenue impact,Fiscal impact issued,water in Harney County; declaring an emergency,,False,Rep Owens; Sen Findley,Rep Andersen; Rep Helm; Rep Gamba,,Appropriates moneys from General Fund to Oregon Department of Administrative Services for distribution to High Desert Partnership for specified purposes.,"Appropriates moneys from General Fund to Oregon Department of Administrative Services for distribution to High Desert Partnership for specified purposes. Declares emergency, effective on passage.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3222
HB3223,2023R1,3906,Chapter Number Assigned,No revenue impact,Fiscal impact issued,dental assistants; and prescribing an effective date,436,False,Rep Pham H; Rep Javadi; Sen Manning Jr; Sen Gelser Blouin,Rep Levy E; Sen Campos,,Allows Oregon Board of Dentistry to require applicant for certification as dental assistant to pass written examination.,"<i>Prohibits Oregon Board of Dentistry from requiring applicant for certification as dental assistant to pass written examination. Requires board to adopt rules to establish alternative pathways to certification.</i>] <b>Allows Oregon Board of Dentistry to require applicant for certification as dental assistant to pass written examination. Specifies requirements for examination. Becomes operative July 1, 2025. Directs board to convene advisory committee to study dental assistant workforce shortage and review dental assistant certification requirements in other states.</b> Takes effect on 91st day following adjournment sine die.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3223
HB3224,2023R1,4006,In House Committee,No revenue impact,Fiscal impact issued,a streetcar system in the City of Salem; declaring an emergency,,False,Rep Andersen; Sen Patterson,Rep Evans; Rep Mannix,,"Requires Cherriots to collaborate with Department of Transportation, Department of Environmental Quality, local community members, economists and business leaders to study feasibility of developing rail streetcar system in City of Salem.","Requires <b>Cherriots to collaborate with Department of Transportation, Department of Environmental Quality, local community members, economists and business leaders </b> <i>Department of Transportation, State Department of Energy and Department of Environmental Quality to collaborate with City of Salem and mass transit agencies</i>] to study feasibility of developing rail streetcar system in City of Salem. Directs <i>agencies</i>]<b> Cherriots</b> to submit findings to interim committees of Legislative Assembly related to transportation not later than January 1, 2025. Sunsets January 2, 2026. <b>Appropriates moneys from General Fund to Oregon Department of Administrative Services for distribution to Cherriots for study.</b> <i>Takes effect on 91st day following adjournment sine die.</i>] <b>Declares emergency, effective on passage.</b>",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3224
HB3225,2023R1,3982,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",state employees affected by COVID-19 vaccine mandates,,False,Rep Reschke,Rep Scharf,,Directs state agencies to offer reinstatement and back pay to employees who were terminated because of COVID-19 vaccine mandates.,Directs state agencies to offer reinstatement and back pay to employees who were terminated because of COVID-19 vaccine mandates.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3225
HB3226,2023R1,3714,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",corporate activity tax liability; prescribing an effective date,,False,Rep Reschke,,,Provides that taxpayer is not required to make estimated corporate activity tax payment for quarter that taxpayer has zero taxable commercial activity.,"Provides that taxpayer is not required to make estimated corporate activity tax payment for quarter that taxpayer has zero taxable commercial activity. Applies to tax years beginning on or after January 1, 2024. Takes effect on 91st day following adjournment sine die.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB3226
