bill_num,term,session,bill_type,companion,primary_sponsors,cosponsors,short_title,attributes,counties,statutes,keywords,bill_url
HB0044,2023_2024,2023-RS,Bill  (=S),SB   137,Alexander; Saine; T. Brown; Stevens,Adams; Ager; Alston; Arp; Autry; A. Baker; Balkcom; Ball; Belk; Biggs; Blackwell; Bradford; G. Brown; K. Brown; Buansi; Budd; Butler; Cairns; Carney; Cervania; Chesser; Clampitt; Clemmons; Cleveland; Cotham; Crawford; Crutchfield; Cunningham; Davis; Elmore; Faircloth; Fontenot; Gill; Goodwin; Greene; K. Hall; Harris; Harrison; Hawkins; Iler; N. Jackson; Jeffers; John; Kidwell; Liu; Loftis; Lofton; Logan; Longest; Lowery; Lucas; Majeed; Morey; Moss; Pickett; Pierce; Pike; Potts; Prather; Price; Pyrtle; Quick; Reeder; Riddell; Ross; Rudow; Carson Smith; Charles Smith; Sossamon; Torbett; von Haefen; Ward; Warren; Wheatley; White; Willingham; Willis; Winslow; Wray; Zenger,Const. Amendment/Repeal Literacy Test.,Public; Text has changed; Affects Constitution,No counties specifically cited,C-VI-4 (Sections),"constitution, nc, discrimination, education, elections, literacy, minorities, public, testing",https://www.ncleg.gov/BillLookUp/2023/H44
HB0045,2023_2024,2023-RS,Bill,,Riddell; Ross,,Address Pandemic Learning Loss/Alamance Co.,Local,ALAMANCE,115C-84.2 (Sections),"boards, calendar, counties, disasters & emergencies, diseases & health disorders, education, education boards, elementary education, kindergarten, local, local government, public health, secondary education, students, alamance county, public health emergency",https://www.ncleg.gov/BillLookUp/2023/H45
HB0046,2023_2024,2023-RS,Bill,,Cleveland; Iler; Hardister; White,Cunningham; Faircloth; Kidwell; Loftis; Majeed; Moss; Quick,Eliminate Tax on Gov't Retirees.,Public,No counties specifically cited,105 (Chapters); 105-153.5 (Sections),"local government, personnel, public, retirement, state employees, tax exemptions, taxation, taxes, individual income, government employees, local government employees",https://www.ncleg.gov/BillLookUp/2023/H46
HB0047,2023_2024,2023-RS,Bill,,Johnson; N. Jackson; Biggs; Ward,Adams; Balkcom; Cleveland; Crutchfield; Goodwin; Iler; Kidwell; Moss; Pike; Riddell; Sossamon; Willis; Zenger,School Protection Act.,Public,No counties specifically cited,"14, 74C (Chapters); 14-269.2, 74C-3 (Sections)","buildings, education, personnel, private schools, public, school buildings & property, security services, weapons",https://www.ncleg.gov/BillLookUp/2023/H47
HB0048,2023_2024,2023-RS,Bill,,Howard; K. Hall; Biggs; Saine,Crutchfield; Johnson; Kidwell; Lucas; Moss; Ward; Warren; Wray,Delay Effective Date of Appraisal Board Rules.,Public; Text has changed; Uncodified,No counties specifically cited,150B-21.3 (Sections),"admin. procedure oversight comm., administrative rules, appraisal board, appraisals, boards, general assembly, licensing & certification, occupations, public, real estate, rules objection filed",https://www.ncleg.gov/BillLookUp/2023/H48
HB0049,2023_2024,2023-RS,Bill,,McNeely; Carson Smith; Chesser; N. Jackson,Adams; Arp; Balkcom; Biggs; Blackwell; Brisson; Brody; Cairns; Clampitt; Cleveland; Crutchfield; Elmore; Faircloth; Goodwin; Humphrey; Johnson; B. Jones; Kidwell; Loftis; Miller; Mills; Moss; Penny; Pike; Pyrtle; Riddell; Setzer; Shepard; Sossamon; Stevens; Strickland; Ward; Wheatley; White; Willis; Zenger,Protect Religious Meeting Places.,Public; Text has changed,No counties specifically cited,"14 (Chapters); 14-269.2, 14-415.11, 14-415.27 (Sections)","buildings, colleges & universities, education, higher education, licenses & permits, public, religion & religious institutions, school buildings & property, weapons, concealed carry",https://www.ncleg.gov/BillLookUp/2023/H49
HB0050,2023_2024,2023-RS,Bill  (=S),SB   40,Chesser; D. Hall; K. Hall; Saine,Adams; Arp; Balkcom; Blackwell; Brody; Cairns; Clampitt; Cleveland; Crutchfield; Elmore; Goodwin; Hastings; Humphrey; Johnson; B. Jones; Kidwell; Loftis; McNeely; Moss; Penny; Pike; Riddell; Setzer; Shepard; Carson Smith; Sossamon; Strickland; Ward; White; Willis; Wray; Zenger,Pistol Purchase Permit Repeal.,Public; Text has changed,No counties specifically cited,"122C, 14 (Chapters); 122C-54, 14-315, 14-402, 14-405, 14-407.1 (Sections)","counties, crimes, domestic violence, law enforcement, licenses & permits, local government, public, sheriffs, weapons, women, family issues",https://www.ncleg.gov/BillLookUp/2023/H50
HB0051,2023_2024,2023-RS,Bill,,N. Jackson; Biggs; Stevens; Loftis,Ager; Autry; Balkcom; Blackwell; Bradford; Brody; Butler; Carney; Clampitt; Davis; Hardister; Harris; Harrison; Hawkins; Humphrey; Johnson; Kidwell; Lucas; McNeely; Moss; Penny; Pike; Potts; Quick; Reeder; Riddell; Ross; Strickland; Torbett; Tyson; White; Willis; Winslow,School Calendar Flex/Multiple Counties.,Local,"GASTON, MOORE, RANDOLPH, SURRY, WILKES","115C-174.12, 115C-84.2 (Sections)","boards, calendar, counties, education, education boards, elementary education, kindergarten, local, local government, municipalities, secondary education, moore county, gaston county, mount airy, surry county, randolph county, asheboro, elkin",https://www.ncleg.gov/BillLookUp/2023/H51
HB0052,2023_2024,2023-RS,Bill,,Howard,,Funds for Davie County Projects.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,No affected General Statutes,"appropriations, budgeting, buildings, construction, correctional institutions, counties, cultural resources, disasters & emergencies, emergency management, emergency medical services, emergency services, health services, information technology, infrastructure, jails, law enforcement, libraries, local government, public, recreation & leisure, stem, sheriffs, sports, telecommunications, davie county, public buildings, emergency equipment",https://www.ncleg.gov/BillLookUp/2023/H52
HB0053,2023_2024,2023-RS,Bill,,Morey; Autry; Logan; Longest,Alston; A. Baker; Ball; Belk; G. Brown; Butler; Carney; Clemmons; Gill; Harris; Harrison; Hawkins; F. Jackson; John; Liu; Lucas; Majeed; Prather; Price; Quick; Charles Smith; von Haefen,Firearm in Unattended Vehicle/Safely Store.,Public,No counties specifically cited,14 (Chapters); 14-269.9 (Sections),"crimes, motor vehicles, public, safety, transportation, weapons",https://www.ncleg.gov/BillLookUp/2023/H53
HB0054,2023_2024,2023-RS,Bill,,Moss,Butler; Crutchfield; Goodwin; Loftis; Ward; White,Make North Carolina Home Act of 2023.,Public,No counties specifically cited,"143 (Chapters); 143-138, 160D (Sections)","building code council, building codes, buildings, commerce, commerce dept., councils, housing, information technology, internet, languages, local government, planning & zoning, property, public, telecommunications, teleservices, electronic government",https://www.ncleg.gov/BillLookUp/2023/H54
HB0055,2023_2024,2023-RS,Bill,,Clampitt; Loftis,Goodwin; Kidwell; Moss; Ross; Sossamon; Ward,Fire Investigation Law Revisions.,Public; Text has changed,No counties specifically cited,"58 (Chapters); 58-79-1, 58-79-10, 58-79-15, 58-79-40, 58-79-5 (Sections)","death & dying, insurance, insurance dept., investigations, law enforcement, public, sbi, insurance commissioner, public safety dept., fire marshall",https://www.ncleg.gov/BillLookUp/2023/H55
HB0056,2023_2024,2023-RS,Bill,,Paré; Bell; Adams; Dahle,Ager; Autry; A. Baker; Belk; Biggs; G. Brown; K. Brown; Butler; Carney; Cervania; Clemmons; Crawford; Crutchfield; Gill; Goodwin; Harrison; Hawkins; Humphrey; F. Jackson; John; Kidwell; Liu; Lofton; Longest; McNeely; Morey; Pierce; Pike; Prather; Quick; Riddell; Shepard; Sossamon; Stevens; Strickland; Ward; White; Wray,Safe Firearm Storage/Sales Tax Exemption.,Public; Text has changed,No counties specifically cited,105 (Chapters); 105-164.13 (Sections),"commerce, public, retailing, safety, safety equipment, storage systems, tax credits, tax exemptions, taxation, taxes, sales & use, weapons",https://www.ncleg.gov/BillLookUp/2023/H56
HB0057,2023_2024,2023-RS,Bill  / SL  - (=S),SB   68,Balkcom,Prather; Ward,Harmony/Love Valley Election Changes.,Local; Text has changed; Roll Call; Uncodified,IREDELL,163-292 (Sections),"budgeting, charters, city councils, counties, elections, fees, funding, local, local government, mayors, membership, motor vehicles, municipalities, public officials, ratified, session laws, title change, henderson county, iredell county, chaptered, hendersonville, parking & parking structures, harmony, love valley",https://www.ncleg.gov/BillLookUp/2023/H57
HB0058,2023_2024,2023-RS,Bill  (=S),SB   74,Alston; Dahle; Gill; Everitt,Ager; Autry; Ball; Belk; G. Brown; K. Brown; Budd; Butler; Carney; Cervania; Clemmons; Cotham; Crawford; Harris; Harrison; Hawkins; John; Liu; Lofton; Logan; Longest; Lucas; Majeed; Morey; Prather; Rudow; Staton-Williams; von Haefen,Parents' and Students' Bill of Rights.,Public,No counties specifically cited,"115C (Chapters); 115C-407.70, 115C-407.75 (Sections)","boards, children with special needs, education, education boards, elementary education, health services, kindergarten, local government, mental health, minors, public, secondary education, students, records, family issues",https://www.ncleg.gov/BillLookUp/2023/H58
HB0059,2023_2024,2023-RS,Bill,,Warren,Crutchfield,Funds for Projects in Rowan County.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,No affected General Statutes,"appropriations, budget & management office, budgeting, buildings, colleges & universities, community colleges, counties, education, emergency services, firefighters & firefighting, funding, grants, higher education, law enforcement, local government, municipalities, parks & recreation areas, public, transportation, transportation dept., catawba county, rowan county, salisbury, public buildings, emergency equipment, east spencer",https://www.ncleg.gov/BillLookUp/2023/H59
HB0060,2023_2024,2023-RS,Bill,,Riddell; Kidwell; Fontenot; Moss,Adams; Ager; Autry; Blackwell; Cervania; Clampitt; Crutchfield; Harris; Harrison; Hawkins; Humphrey; John; Johnson; Lofton; Miller; Morey; Pierce; Ross; Shepard; Ward; White,SUDEP Awareness Week.,Public,No counties specifically cited,"103, 115C (Chapters); 103-17, 115C-375.7 (Sections)","boards, death & dying, diseases & health disorders, education, education boards, elementary education, health education, kindergarten, local government, minors, public, public health, secondary education, named laws",https://www.ncleg.gov/BillLookUp/2023/H60
HB0061,2023_2024,2023-RS,Bill,,Logan; Autry; Harrison; Roberson,Butler; Cervania; Morey; Prather,Abolish Employment At-Will.,Public,No counties specifically cited,95 (Chapters); 95-31.1 (Sections),"contracts, employment, personnel, public",https://www.ncleg.gov/BillLookUp/2023/H61
HB0062,2023_2024,2023-RS,Bill,,Everitt,Ager; Autry; A. Baker; Butler; Crawford; Harris; Harrison; Hawkins; Jeffers; Lofton; Logan; Morey; Prather; Price; Quick; von Haefen,An Act to Do School Calendars Better.,Public,No counties specifically cited,115C (Chapters); 115C-84.2 (Sections),"boards, calendar, education, education boards, education, state board of, elementary education, kindergarten, local government, public, secondary education",https://www.ncleg.gov/BillLookUp/2023/H62
HB0063,2023_2024,2023-RS,Bill,,Cleveland; Moss; Wheatley; Sossamon,Blackwell; Brody; Clampitt; Dixon; Faircloth; N. Jackson; Johnson; McNeely; Miller; Carson Smith; Ward,Verification of Immigration Status - SAVE.,Public,No counties specifically cited,"64A (Chapters); 64A-1, 64A-2, 64A-3, 64A-4 (Sections)","citizenship, courts, employment, fines & penalties, immigration, licensing & certification, occupations, personnel, public, aliens",https://www.ncleg.gov/BillLookUp/2023/H63
HB0064,2023_2024,2023-RS,Bill,,Cleveland; Moss; Kidwell,Loftis; Shepard; Ward,Fee on Wire Transfers.,Public; Roll Call,No counties specifically cited,"105 (Chapters); 105-187.91, 105-187.92, 105-187.93 (Sections)","commerce, fees, financial services, information technology, internet, public, telecommunications, teleservices",https://www.ncleg.gov/BillLookUp/2023/H64
HB0065,2023_2024,2023-RS,Bill,,K. Hall; Lambeth; Zenger,Alston,Funds for Forsyth Agricultural Event Center.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,No affected General Statutes,"agriculture, appropriations, budget & management office, budgeting, construction, counties, public, forsyth county, agricultural centers",https://www.ncleg.gov/BillLookUp/2023/H65
HB0066,2023_2024,2023-RS,Bill  / SL  - (=S),SB   72,Adams; Setzer,Dixon,Boards of Education Elections.,Local; Text has changed,"BUNCOMBE, CATAWBA, POLK","115C-37, 115C-37.1 (Sections)","boards, counties, education, education boards, elections, elementary education, kindergarten, local, local government, membership, municipalities, political parties, public officials, ratified, redistricting, secondary education, session laws, term lengths & limits, title change, buncombe county, catawba county, pamlico county, hickory, polk county, newton, chaptered, conover, vacancies",https://www.ncleg.gov/BillLookUp/2023/H66
HB0067,2023_2024,2023-RS,Bill,,Howard; Setzer; Dixon,Brisson; G. Brown; T. Brown; Cotham; Crutchfield; Faircloth; Hardister; Hawkins; Humphrey; McNeely; Moss; Penny; Pierce; Ross; Sasser; Shepard; Ward; Warren; Wray,Encourage Healthy NC Food in Schools.,Public; Text has changed,No counties specifically cited,"115C, 115D, 116 (Chapters); 115C-12, 115C-218.75, 115C-238.66, 115C-264.5, 115D-20, 116-239.8, 116-43.25 (Sections)","advertising & marketing, agriculture, agriculture dept., boards, colleges & universities, commerce, communications, community colleges, community colleges board, education, education boards, elementary education, foods & beverages, health services, higher education, kindergarten, local government, nutrition, produce, public, public health, reports, retailing, secondary education, vending machines, community college boards",https://www.ncleg.gov/BillLookUp/2023/H67
