bill_id,term,session_year,session,short_title,sponsor,house_sponsors,senate_sponsors,summary,bill_url
SB0379,2022-2023,2022,2022 SESSION,"SB 379 Capital murder; death penalty for willful, deliberate, etc., killing of a law-enforcement officer.",Bill DeSteph (chief patron),,"Bill DeSteph (chief patron); John A. Cosgrove, Jr.; Frank M. Ruff, Jr.","Capital murder; death penalty for the willful, deliberate,  and premeditated killing of a law-enforcement officer. Authorizes  punishment by death for the willful, deliberate, and premeditated killing of a  law-enforcement officer.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB379
SB0380,2022-2023,2022,2022 SESSION,"SB 380 Sales tax; exemption for food purchased for human consumption, etc., definitions.",Ryan T. McDougle (chief patron),,Ryan T. McDougle (chief patron),"Sales tax; exemption for food purchased  for human consumption and essential personal hygiene products. Exempts food  purchased for human consumption and essential personal hygiene products (the  grocery tax) from all state, regional, and local sales taxes. The bill  dedicates state sales tax revenue to provide a supplemental school payment to  counties and cities. For fiscal year 2023, the payment is the county or city's  fiscal year 2022 distribution of revenue from the grocery tax. For fiscal year  2024 and after, the payment is the previous year's payment multiplied by the  county or city's local sales tax index, defined in the bill as the ratio by  which sales tax revenues in a county or city for the current year exceed the  previous year's revenues.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB380
SB0381,2022-2023,2022,2022 SESSION,"SB 381 Income tax, state; exempts military retirement income of a veteran.",Ryan T. McDougle (chief patron),Clinton L. Jenkins,Ryan T. McDougle (chief patron); Bill DeSteph (chief co-patron),"Income tax; military retirement income subtraction. Exempts, beginning with taxable year 2022, up to $40,000  of military retirement income of a veteran who is at least 55 years old and who  was honorably discharged after active duty service in the Armed Forces of the  United States, its reserve components, or the National Guard of Virginia or any  other state.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB381
SB0382,2022-2023,2022,2022 SESSION,SB 382 Virginia Retirement System; increased retirement allowance for certain judges.,Ryan T. McDougle (chief patron),,Ryan T. McDougle (chief patron),"Virginia Retirement System; increased retirement allowance  for certain judges. Increases, for the purposes of determining benefits  provided under the Judicial Retirement System, the retirement multiplier from 1 percent to 1.7 percent. The increase  would apply only to judges appointed on or after July 1, 2022, who are participants in the hybrid  retirement program, and who are at least age  55 at the time of appointment.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB382
SB0383,2022-2023,2022,2022 SESSION,SB 383 Credit life insurance and credit accident and sickness insurance; adjustment of rates.,Ryan T. McDougle (chief patron),,Ryan T. McDougle (chief patron),"Credit life insurance and credit  accident and sickness insurance; adjustment of rates; requirement for hearing.  Removes the requirement that the State Corporation Commission conduct a hearing  prior to determining the actual loss ratio for each form of insurance and adjusting the prima facie rates. Under the bill, after the Commission has determined the actual loss  ratio and prima facie rates, it will provide notice of such ratio and rates and  provide an opportunity for a hearing.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB383
SB0384,2022-2023,2022,2022 SESSION,SB 384 Statewide Learning Management System; established.,Siobhan S. Dunnavant (chief patron),,Siobhan S. Dunnavant (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB384
SB0385,2022-2023,2022,2022 SESSION,"SB 385 License taxes, local; limitation of authority.",Ryan T. McDougle (chief patron),,Ryan T. McDougle (chief patron),Local license taxes; limitation of authority. Prohibits a locality from imposing a license tax on a director of a bank or trust company that is subject to the bank franchise tax. This bill is identical to HB 1084.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB385
SB0386,2022-2023,2022,2022 SESSION,"SB 386 Income tax, corporate; filing status for tax returns of certain affiliated corporations.",Ryan T. McDougle (chief patron),,Ryan T. McDougle (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB386
SB0387,2022-2023,2022,2022 SESSION,"SB 387 Port Royal, Town of; amending charter, reduces town council membership.",Ryan T. McDougle (chief patron),,Ryan T. McDougle (chief patron),"Charter; Town of Port Royal; town council; membership. Reduces the Town of  Port Royal's council membership from seven members  to five members, reduces the number of council  members needed to call a special meeting from four members  to three members, and reduces the number of council  members needed for a quorum from four members to  three members.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB387
SB0388,2022-2023,2022,2022 SESSION,SB 388 Independent policing auditor; county manager plan of government.,Barbara A. Favola (chief patron),,Barbara A. Favola (chief patron); Adam P. Ebbin,,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB388
SB0389,2022-2023,2022,2022 SESSION,SB 389 Support of parents by child; repeal provision.,Adam P. Ebbin (chief patron),,Adam P. Ebbin (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB389
SB0390,2022-2023,2022,2022 SESSION,SB 390 Elections; annual post-election audits.,Mark D. Obenshain (chief patron),,Mark D. Obenshain (chief patron),Elections; conduct of elections; annual post-election audits.  Requires that each local electoral board and general registrar conduct a post-election audit annually of at least one  fifth of all ballot scanner machines in use in the locality such that all  ballot scanner machines in use in the locality are audited at least once every  five years. The bill requires the local electoral board and general registrar  to submit a report on  the results of each audit to the State Board of Elections.  The bill removes the requirement that annual audits be risk-limiting audits.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB390
SB0391,2022-2023,2022,2022 SESSION,SB 391 Cannabis control; retail market.,Adam P. Ebbin (chief patron),,Adam P. Ebbin (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB391
SB0391,2022-2023,2022,2022 SESSION,SB 391 Cannabis control; retail market.,Adam P. Ebbin (chief patron),,Adam P. Ebbin (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB391
SB0392,2022-2023,2022,2022 SESSION,SB 392 Clerk of the court; copies of appointment order to counsel.,Scott A. Surovell (chief patron),,Scott A. Surovell (chief patron),Copies of orders to counsel. Provides that the clerk of  the court shall provide a copy of the appointment order of  a qualified expert to an indigent defendant  or his attorney and to the appointed expert.  The bill also provides that the  chief judge of each juvenile and domestic relations district court may provide  for an alternative means of copying and distributing certain juvenile investigative  reports or evaluations to counsel.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB392
SB0393,2022-2023,2022,2022 SESSION,SB 393 Consumer Data Protection Act; data deletion request.,Adam P. Ebbin (chief patron),,"Adam P. Ebbin (chief patron); Thomas K. Norment, Jr. (incorporated chief co-patron)",,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB393
SB0394,2022-2023,2022,2022 SESSION,"SB 394 Charitable gaming; registration of landlords, Texas Hold'em poker operations.",John J. Bell (chief patron),Paul E. Krizek,John J. Bell (chief patron); Bryce E. Reeves (chief co-patron); Adam P. Ebbin,,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB394
SB0395,2022-2023,2022,2022 SESSION,"SB 395 Roanoke Higher Education Authority; board of trustees, membership.",John S. Edwards (chief patron),Sam Rasoul,John S. Edwards (chief patron),Roanoke Higher Education Authority; board of trustees; membership. Adds the president  of Virginia State University or his designee to the board of trustees of  the Roanoke Higher Education Authority and removes the presidents of Averett  University and Mary Baldwin College or their designees from the board of  trustees.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB395
SB0396,2022-2023,2022,2022 SESSION,"SB 396 Foster care placements; court review, best interests of the child.",John S. Edwards (chief patron),,John S. Edwards (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB396
SB0397,2022-2023,2022,2022 SESSION,SB 397 Health insurance; association health plan for real estate salespersons.,"John A. Cosgrove, Jr. (chief patron)",,"John A. Cosgrove, Jr. (chief patron)","Health insurance; association health plan for real estate salespersons. Provides that a licensed insurer may issue a policy of group accident and sickness insurance to an association of real estate salespersons (association), which association shall be deemed the policyholder, and that such association health plan is not considered to be insurance and is not subject to the existing requirements for insurance if certain requirements are met. The bill requires that (i) all members of the association be eligible for coverage and membership, including employer members with at least one employee that is domiciled in the Commonwealth or self-employed individuals; (ii) membership in the association not be conditioned on any health status–related factor; (iii) the coverage offered through the association be available to all members regardless of any health status–related factor; (iv) the association not make health insurance coverage offered through the association available other than in connection with a member of the association; and (v) premiums for the policy be paid from funds contributed by the association or associations, or by employer members, or by both, or from funds contributed by the covered persons or from both the covered persons and the association, associations, or employer members. The bill also requires the association (a) has at the outset a minimum of 100 members; (b) has been organized and maintained in good faith for purposes other than that of obtaining insurance; (c) has been in active existence for at least five years; and (d) has a constitution and bylaws that provide that the association hold regular meetings not less than annually to further purposes of the members, that the association collects dues or solicits contributions from members, and that the members have voting privileges and representation on the governing board and committees.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB397
