bill_id,term,session,short_title,attributes,keywords,commem
SB0082,2023_2024,2023-RS,Bridgeton - Quorum.,Local,"charters, counties, local, local government, municipalities, public meetings, session laws, craven county, bridgeton",0
SB0083,2023_2024,2023-RS,No High Risk Apps/Gov't Networks & Devices.,Public; Text has changed,"information technology, internet, property, public, telecommunications, telephones, teleservices, property-state government, mobile phones & devices",0
SB0084,2023_2024,2023-RS,26th Senatorial District Local Act-1.,Local,"blank bill, counties, local, rockingham county, guilford county",0
SB0085,2023_2024,2023-RS,Official Fried Apple Pie Festival.,Public,"agriculture, counties, cultural resources, festivals, foods & beverages, municipalities, produce, public, state symbols, alleghany county, sparta",0
SB0086,2023_2024,2023-RS,Asheville Local Option Sales Tax for Transit.,Local; Roll Call,"budgeting, commerce, counties, elections, funding, local, local government, municipalities, public transportation, retailing, taxation, taxes, sales & use, transportation, buncombe county, asheville",0
SB0087,2023_2024,2023-RS,State Emps./No Payroll Dues Deduction.,Public,"corporations, nonprofit, education, employment, local government, occupations, personnel, public, salaries & benefits, state employees, tax deductions, taxation, teachers, government employees, local government employees, ngos",0
SB0088,2023_2024,2023-RS,Various Elections Changes.,Public; Text has changed,"boards, counties, elections, elections boards, elections, state board of, local government, public, public officials, reporting, ballots & ballot issues",0
SB0089,2023_2024,2023-RS,Prohibit Private Money in Elections Admin.,Public,"boards, budgeting, counties, county commissioners, elections, elections boards, elections, state board of, funding, local government, public, public officials",0
SB0090,2023_2024,2023-RS,Schools for the Deaf and Blind Transition.,Public; Text has changed,"administration dept., boards, constitution, nc, constitution, us, disabled persons, education, education administration, education boards, education, state board of, elementary education, insurance, insurance, liability, kindergarten, local government, management, public, public instruction dept., reporting, reports, secondary education, session laws, students, studies, title change, unc, liability, student discipline, policy collaboratory, residential schools",0
SB0091,2023_2024,2023-RS,Amend Rule 4/Acceptance of Service.,Public; Text has changed,"aoc, civil procedure, courts, judicial dept., notification, presented, public, ratified, chaptered, civil actions",0
SB0092,2023_2024,2023-RS,Expand Circuit Breaker Property Tax Benefit.,Public,"property, public, real estate, tax exemptions, taxation, taxes, property",0
SB0093,2023_2024,2023-RS,In-State Tuition Pilot Program.,Public; Requests Study,"boards, colleges & universities, community colleges, community colleges board, education, higher education, interstate cooperation, pilot programs, public, reports, tuition, residency",0
SB0094,2023_2024,2023-RS,Regional Firing Range/Alamance CC.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, colleges & universities, community colleges, community colleges office, counties, education, emergency services, higher education, law enforcement, professional education, public, weapons, alamance county",0
SB0095,2023_2024,2023-RS,Expedite Water/Wastewater Franchise Transfer.,Public; Text has changed,"commerce, commissions, infrastructure, public, utilities, utilities comn., water & sewer systems",0
SB0096,2023_2024,2023-RS,School Calendar Flexibility/Pitt Co.,Local; Uncodified,"boards, calendar, counties, education, education boards, elementary education, kindergarten, local, local government, reporting, secondary education, pitt county",0
SB0097,2023_2024,2023-RS,20th Senatorial District Local Act-1.,Local,"blank bill, counties, local, durham county, chatham county",0
SB0098,2023_2024,2023-RS,Farmville Fire Station Funding.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budget & management office, budgeting, buildings, construction, counties, emergency services, firefighters & firefighting, local government, municipalities, public, pitt county, farmville, public buildings",0
SB0099,2023_2024,2023-RS,Bond Referendum Transparency.,Public; Text has changed; Roll Call,"commissions, elections, local government, local government comn., debt/local government, notification, public, referendum & initiative",0
SB0100,2023_2024,2023-RS,Authorize Haw River State Trail.,Public; Uncodified,"counties, cultural resources, natural & cultural resources dept., lakes & rivers, parks & recreation areas, presented, public, ratified, rockingham county, chatham county, orange county, guilford county, alamance county, jordan lake, chaptered, haw river",0
SB0101,2023_2024,2023-RS,Window Tint/Inspection/Approach of LEO.,Public,"crimes, dmv, emergency services, inspections, law enforcement, law enforcement officers, motor vehicles, personnel, public, safety, transportation, transportation dept., traffic offenses",0
SB0102,2023_2024,2023-RS,Use Tribal ID for Alcohol & Tobacco Purchase.,Public,"agriculture, alcoholic beverages, commerce, id systems, local government, minorities, public, retailing, tobacco, tribes & tribal government, tobacco products, cash crops",0
SB0103,2023_2024,2023-RS,Partisan BoEd. Elections/Henderson.,Local,"boards, counties, education, education boards, elections, elementary education, kindergarten, local, local government, membership, political parties, secondary education, henderson county",0
SB0104,2023_2024,2023-RS,Booking Photograph Privacy Act.,Public,"criminal records, emergency services, law enforcement, photography, privacy, public, public records, records",0
SB0105,2023_2024,2023-RS,19th Senatorial District Local Act-1.,Local,"blank bill, counties, local, cumberland county",0
SB0106,2023_2024,2023-RS,APA Rules Requirements Clarification.,Public,"administrative code, administrative rules, public",0
SB0107,2023_2024,2023-RS,Fines and Forfeitures/Payment to Schools.,Public; Requests Study,"budgeting, capital spending, commissions, courts, education, fines & penalties, funds & accounts, general assembly, legislative research comn., public, reports, studies, civil actions",0
SB0108,2023_2024,2023-RS,Use Tribal ID for Alcohol & Tobacco Purchase.,Public,"alcoholic beverages, commerce, id systems, local government, minorities, public, retailing, tobacco, tribes & tribal government, tobacco products",0
SB0109,2023_2024,2023-RS,Repeal Death Penalty.,Public,"attorney general, bail, capital punishment, council of state, courts, criminal procedure, justice dept., law enforcement, public, public officials, sentencing, surety & fidelity, warrants",0
SB0110,2023_2024,2023-RS,GSC Unif. Community Prop. Disp. at Death Act.,Public,"court clerks, courts, death & dying, estates, marriage & civil unions, property, public, family issues",0
SB0111,2023_2024,2023-RS,Repeat Ordinance Violators/Taxi Ordinances.,Public,"crimes, local government, motor vehicles, public, taxis & shuttles, transportation, local ordinances",0
SB0112,2023_2024,2023-RS,GSC Conveyances Between Spouses.,Public,"death & dying, estates, marriage & civil unions, property, public, real estate, sales & conveyances, family issues",0
SB0113,2023_2024,2023-RS,Bring Back Our Heroes.,Public,"emergency services, employment, law enforcement, law enforcement officers, lgers, local government, personnel, public, retirement, salaries & benefits, state employees, teachers, tsers, government employees, local government employees",0
SB0114,2023_2024,2023-RS,NC REACH Act.,Public,"boards, colleges & universities, community colleges, community colleges board, curriculum, education, higher education, public, reporting, unc, unc board of governors",0
