bill_number,session,chamber,action_date,action,journal_page,action_note,chamber_order
SF3174,2023_RS,Senate,2023-03-30,Introduction and first reading,2806,Intro,1
SF3174,2023_RS,Senate,2023-03-30,Referred to Taxes,,,2
SF3173,2023_RS,Senate,2023-03-30,Introduction and first reading,2806,Intro,1
SF3173,2023_RS,Senate,2023-03-30,Referred to Education Finance,,,2
SF3172,2023_RS,Senate,2023-03-30,Introduction and first reading,2805,Intro,1
SF3172,2023_RS,Senate,2023-03-30,Referred to Taxes,,,2
SF3172,2023_RS,Senate,2023-03-30,See HF1938,,,3
SF3171,2023_RS,Senate,2023-03-30,Introduction and first reading,2805,Intro,1
SF3171,2023_RS,Senate,2023-03-30,Referred to Capital Investment,,,2
SF3170,2023_RS,Senate,2023-03-30,Introduction and first reading,2805,Intro,1
SF3170,2023_RS,Senate,2023-03-30,Referred to Taxes,,,2
SF3169,2023_RS,Senate,2023-03-30,Introduction and first reading,2805,Intro,1
SF3169,2023_RS,Senate,2023-03-30,Referred to State and Local Government and Veterans,,,2
SF3168,2023_RS,Senate,2023-03-30,Introduction and first reading,2805,Intro,1
SF3168,2023_RS,Senate,2023-03-30,Referred to Transportation,,,2
SF3168,2023_RS,Senate,2023-03-30,See HF2887,,,3
SF3167,2023_RS,Senate,2023-03-30,Introduction and first reading,2805,Intro,1
SF3167,2023_RS,Senate,2023-03-30,Referred to Jobs and Economic Development,,,2
SF3167,2023_RS,Senate,2023-03-30,See SF5289,,,3
SF3166,2023_RS,Senate,2023-03-30,Introduction and first reading,2804,Intro,1
SF3166,2023_RS,Senate,2023-03-30,"Referred to Environment, Climate, and Legacy",,,2
SF3166,2023_RS,Senate,2023-03-30,See HF4124,,,3
SF3165,2023_RS,Senate,2023-03-30,Introduction and first reading,2804,Intro,1
SF3165,2023_RS,Senate,2023-03-30,Referred to Health and Human Services,,,2
SF3164,2023_RS,Senate,2023-03-30,Introduction and first reading,2804,Intro,1
SF3164,2023_RS,Senate,2023-03-30,Referred to Jobs and Economic Development,,,2
SF3164,2023_RS,Senate,2024-03-20,Comm report: To pass as amended and re-refer to Taxes,12428a,1,3
SF3163,2023_RS,Senate,2023-03-27,Introduction and first reading,2727,Intro,1
SF3163,2023_RS,Senate,2023-03-27,Referred to Taxes,,,2
SF3162,2023_RS,Senate,2023-03-27,Introduction and first reading,2726,Intro,1
SF3162,2023_RS,Senate,2023-03-27,Referred to State and Local Government and Veterans,,,2
SF3162,2023_RS,Senate,2023-03-27,HF substituted in committee HF3100,,,3
SF3162,2023_RS,Senate,2023-03-27,See HF5040,,,4
SF3161,2023_RS,Senate,2023-03-27,Introduction and first reading,2726,Intro,1
SF3161,2023_RS,Senate,2023-03-27,Referred to Capital Investment,,,2
SF3160,2023_RS,Senate,2023-03-27,Introduction and first reading,2726,Intro,1
SF3160,2023_RS,Senate,2023-03-27,Referred to Health and Human Services,,,2
SF3159,2023_RS,Senate,2023-03-27,Introduction and first reading,2726,Intro,1
SF3159,2023_RS,Senate,2023-03-27,Referred to Housing and Homelessness Prevention,,,2
SF3159,2023_RS,Senate,2023-03-27,See HF2335,,,3
SF3158,2023_RS,Senate,2023-03-27,Introduction and first reading,2726,Intro,1
SF3158,2023_RS,Senate,2023-03-27,Referred to State and Local Government and Veterans,,,2
SF3157,2023_RS,Senate,2023-03-27,Introduction and first reading,2726,Intro,1
SF3157,2023_RS,Senate,2023-03-27,Referred to Transportation,,,2
SF3157,2023_RS,Senate,2023-04-11,Comm report: To pass as amended and re-refer to Taxes,3918a,1,3
SF3157,2023_RS,Senate,2023-04-14,Comm report: To pass as amended and re-refer to Finance,4973a,2,4
SF3157,2023_RS,Senate,2023-04-14,HF substituted in committee HF2887,,,5
SF3156,2023_RS,Senate,2023-03-27,Introduction and first reading,2726,Intro,1
SF3156,2023_RS,Senate,2023-03-27,Referred to Jobs and Economic Development,,,2
SF3156,2023_RS,Senate,2023-03-30,Author added Dibble,2813,,3
SF3156,2023_RS,Senate,2023-03-30,See SF3035,,,4
SF3155,2023_RS,Senate,2023-03-27,Introduction and first reading,2725,Intro,1
SF3155,2023_RS,Senate,2023-03-27,Referred to Capital Investment,,,2
SF3154,2023_RS,Senate,2023-03-27,Introduction and first reading,2725,Intro,1
SF3154,2023_RS,Senate,2023-03-27,Referred to Capital Investment,,,2
SF3153,2023_RS,Senate,2023-03-27,Introduction and first reading,2725,Intro,1
SF3153,2023_RS,Senate,2023-03-27,Referred to Health and Human Services,,,2
SF3152,2023_RS,Senate,2023-03-27,Introduction and first reading,2725,Intro,1
SF3152,2023_RS,Senate,2023-03-27,Referred to Jobs and Economic Development,,,2
SF3151,2023_RS,Senate,2023-03-27,Introduction and first reading,2725,Intro,1
SF3151,2023_RS,Senate,2023-03-27,Referred to State and Local Government and Veterans,,,2
SF3151,2023_RS,Senate,2023-03-27,See HF2887,,,3
SF3150,2023_RS,Senate,2023-03-27,Introduction and first reading,2725,Intro,1
SF3150,2023_RS,Senate,2023-03-27,Referred to Capital Investment,,,2
SF3149,2023_RS,Senate,2023-03-27,Introduction and first reading,2724,Intro,1
SF3149,2023_RS,Senate,2023-03-27,Referred to Capital Investment,,,2
SF3148,2023_RS,Senate,2023-03-27,Introduction and first reading,2724,Intro,1
SF3148,2023_RS,Senate,2023-03-27,Referred to Capital Investment,,,2
SF3147,2023_RS,Senate,2023-03-27,Introduction and first reading,2724,Intro,1
SF3147,2023_RS,Senate,2023-03-27,Referred to Housing and Homelessness Prevention,,,2
SF3146,2023_RS,Senate,2023-03-27,Introduction and first reading,2724,Intro,1
SF3146,2023_RS,Senate,2023-03-27,Referred to Capital Investment,,,2
SF3145,2023_RS,Senate,2023-03-27,Introduction and first reading,2724,Intro,1
SF3145,2023_RS,Senate,2023-03-27,Referred to Capital Investment,,,2
SF3144,2023_RS,Senate,2023-03-27,Introduction and first reading,2724,Intro,1
SF3144,2023_RS,Senate,2023-03-27,Referred to Capital Investment,,,2
SF3144,2023_RS,Senate,2023-03-27,See HF670,,,3
SF3143,2023_RS,Senate,2023-03-27,Introduction and first reading,2724,Intro,1
SF3143,2023_RS,Senate,2023-03-27,Referred to Taxes,,,2
SF3143,2023_RS,Senate,2023-03-27,See HF1938,,,3
SF3142,2023_RS,Senate,2023-03-27,Introduction and first reading,2723,Intro,1
SF3142,2023_RS,Senate,2023-03-27,Referred to Judiciary and Public Safety,,,2
SF3141,2023_RS,Senate,2023-03-27,Introduction and first reading,2723,Intro,1
SF3141,2023_RS,Senate,2023-03-27,"Referred to Energy, Utilities, Environment, and Climate",,,2
SF3141,2023_RS,Senate,2023-03-27,See HF2310,,,3
SF3140,2023_RS,Senate,2023-03-27,Introduction and first reading,2723,Intro,1
SF3140,2023_RS,Senate,2023-03-27,Referred to Health and Human Services,,,2
SF3139,2023_RS,Senate,2023-03-27,Introduction and first reading,2723,Intro,1
SF3139,2023_RS,Senate,2023-03-27,Referred to Capital Investment,,,2
SF3139,2023_RS,Senate,2023-04-03,Author added Xiong,3006,,3
SF3139,2023_RS,Senate,2024-02-26,Author added Gustafson,11823,,4
SF3138,2023_RS,Senate,2023-03-27,Introduction and first reading,2723,Intro,1
SF3138,2023_RS,Senate,2023-03-27,Referred to Health and Human Services,,,2
SF3138,2023_RS,Senate,2023-03-27,See SF2995,,,3
SF3137,2023_RS,Senate,2023-03-27,Introduction and first reading,2723,Intro,1
SF3137,2023_RS,Senate,2023-03-27,Referred to Judiciary and Public Safety,,,2
SF3136,2023_RS,Senate,2023-03-27,Introduction and first reading,2722,Intro,1
SF3136,2023_RS,Senate,2023-03-27,Referred to Transportation,,,2
SF3135,2023_RS,Senate,2023-03-27,Introduction and first reading,2722,Intro,1
SF3135,2023_RS,Senate,2023-03-27,"Referred to Environment, Climate, and Legacy",,,2
SF3135,2023_RS,Senate,2023-03-27,See HF2310,,,3
SF3134,2023_RS,Senate,2023-03-27,Introduction and first reading,2722,Intro,1
SF3134,2023_RS,Senate,2023-03-27,Referred to Health and Human Services,,,2
SF3134,2023_RS,Senate,2024-03-18,Comm report: To pass as amended and re-refer to Judiciary and Public Safety,12397a,1,3
SF3134,2023_RS,Senate,2024-03-21,Comm report: To pass as amended and re-refer to Health and Human Services,12510a,2,4
SF3134,2023_RS,Senate,2024-03-21,See HF5247,,,5
SF3133,2023_RS,Senate,2023-03-27,Introduction and first reading,2722,Intro,1
SF3133,2023_RS,Senate,2023-03-27,Referred to Health and Human Services,,,2
SF3133,2023_RS,Senate,2023-03-30,Author added McEwen,2813,,3
SF3132,2023_RS,Senate,2023-03-23,Introduction and first reading,2273,Intro,1
SF3132,2023_RS,Senate,2023-03-23,"Referred to Environment, Climate, and Legacy",,,2
SF3131,2023_RS,Senate,2023-03-23,Introduction and first reading,2273,Intro,1
SF3131,2023_RS,Senate,2023-03-23,"Referred to Agriculture, Broadband, and Rural Development",,,2
SF3130,2023_RS,Senate,2023-03-23,Introduction and first reading,2273,Intro,1
SF3130,2023_RS,Senate,2023-03-23,Referred to Education Finance,,,2
SF3130,2023_RS,Senate,2023-04-03,Author added Rarick,3006,,3
SF3129,2023_RS,Senate,2023-03-23,Introduction and first reading,2273,Intro,1
SF3129,2023_RS,Senate,2023-03-23,Referred to Taxes,,,2
SF3128,2023_RS,Senate,2023-03-23,Introduction and first reading,2272,Intro,1
SF3128,2023_RS,Senate,2023-03-23,Referred to Human Services,,,2
SF3127,2023_RS,Senate,2023-03-23,Introduction and first reading,2272,Intro,1
SF3127,2023_RS,Senate,2023-03-23,Referred to Taxes,,,2
SF3126,2023_RS,Senate,2023-03-23,Introduction and first reading,2272,Intro,1
SF3126,2023_RS,Senate,2023-03-23,Referred to Jobs and Economic Development,,,2
SF3126,2023_RS,Senate,2023-03-23,See SF3035,,,3
SF3125,2023_RS,Senate,2023-03-23,Introduction and first reading,2272,Intro,1
SF3125,2023_RS,Senate,2023-03-23,Referred to Labor,,,2
SF3124,2023_RS,Senate,2023-03-23,Introduction and first reading,2272,Intro,1
SF3124,2023_RS,Senate,2023-03-23,Referred to Human Services,,,2
SF3124,2023_RS,Senate,2023-04-12,Withdrawn and re-referred to Health and Human Services,4780,,3
SF3123,2023_RS,Senate,2023-03-23,Introduction and first reading,2272,Intro,1
SF3123,2023_RS,Senate,2023-03-23,Referred to Human Services,,,2
SF3123,2023_RS,Senate,2024-04-04,Withdrawn and re-referred to Health and Human Services,13383,,3
SF3122,2023_RS,Senate,2023-03-23,Introduction and first reading,2271,Intro,1
SF3122,2023_RS,Senate,2023-03-23,Referred to Jobs and Economic Development,,,2
SF3122,2023_RS,Senate,2023-03-23,See SF3035,,,3
SF3121,2023_RS,Senate,2023-03-23,Introduction and first reading,2271,Intro,1
SF3121,2023_RS,Senate,2023-03-23,Referred to Commerce and Consumer Protection,,,2
SF3121,2023_RS,Senate,2023-03-23,See SF2744,,,3
SF3120,2023_RS,Senate,2023-03-23,Introduction and first reading,2271,Intro,1
SF3120,2023_RS,Senate,2023-03-23,"Referred to Energy, Utilities, Environment, and Climate",,,2
SF3120,2023_RS,Senate,2023-05-16,Author added Rasmusson,8157,,3
SF3120,2023_RS,Senate,2024-02-26,Comm report: To pass as amended and re-refer to Finance,11728a,1,4
SF3120,2023_RS,Senate,2024-02-26,Author added Gruenhagen,11823,,5
SF3120,2023_RS,Senate,2024-04-02,Author added Dornink,13339,,6
SF3119,2023_RS,Senate,2023-03-23,Introduction and first reading,2271,Intro,1
SF3119,2023_RS,Senate,2023-03-23,Referred to Housing and Homelessness Prevention,,,2
SF3119,2023_RS,Senate,2023-03-23,See HF2335,,,3
SF3118,2023_RS,Senate,2023-03-23,Introduction and first reading,2271,Intro,1
SF3118,2023_RS,Senate,2023-03-23,Referred to Capital Investment,,,2
SF3117,2023_RS,Senate,2023-03-23,Introduction and first reading,2271,Intro,1
SF3117,2023_RS,Senate,2023-03-23,Referred to Taxes,,,2
SF3117,2023_RS,Senate,2023-03-23,See HF1938,,,3
SF3116,2023_RS,Senate,2023-03-23,Introduction and first reading,2271,Intro,1
SF3116,2023_RS,Senate,2023-03-23,"Referred to Environment, Climate, and Legacy",,,2
SF3115,2023_RS,Senate,2023-03-23,Introduction and first reading,2270,Intro,1
SF3115,2023_RS,Senate,2023-03-23,Referred to Capital Investment,,,2
SF3114,2023_RS,Senate,2023-03-23,Introduction and first reading,2270,Intro,1
SF3114,2023_RS,Senate,2023-03-23,Referred to Capital Investment,,,2
SF3113,2023_RS,Senate,2023-03-23,Introduction and first reading,2270,Intro,1
SF3113,2023_RS,Senate,2023-03-23,Referred to Capital Investment,,,2
SF3112,2023_RS,Senate,2023-03-23,Introduction and first reading,2270,Intro,1
SF3112,2023_RS,Senate,2023-03-23,Referred to Capital Investment,,,2
SF3111,2023_RS,Senate,2023-03-23,Introduction and first reading,2270,Intro,1
SF3111,2023_RS,Senate,2023-03-23,Referred to Judiciary and Public Safety,,,2
SF3110,2023_RS,Senate,2023-03-23,Introduction and first reading,2270,Intro,1
SF3110,2023_RS,Senate,2023-03-23,Referred to Elections,,,2
SF3109,2023_RS,Senate,2023-03-23,Introduction and first reading,2269,Intro,1
SF3109,2023_RS,Senate,2023-03-23,Referred to Capital Investment,,,2
SF3108,2023_RS,Senate,2023-03-23,Introduction and first reading,2269,Intro,1
SF3108,2023_RS,Senate,2023-03-23,Referred to Capital Investment,,,2
SF3107,2023_RS,Senate,2023-03-23,Introduction and first reading,2269,Intro,1
SF3107,2023_RS,Senate,2023-03-23,Referred to Capital Investment,,,2
SF3107,2023_RS,Senate,2023-03-23,See HF670,,,3
SF3106,2023_RS,Senate,2023-03-23,Introduction and first reading,2269,Intro,1
SF3106,2023_RS,Senate,2023-03-23,"Referred to Environment, Climate, and Legacy",,,2
SF3105,2023_RS,Senate,2023-03-23,Introduction and first reading,2269,Intro,1
SF3105,2023_RS,Senate,2023-03-23,Referred to State and Local Government and Veterans,,,2
SF3105,2023_RS,Senate,2023-03-23,See HF1937,,,3
SF3104,2023_RS,Senate,2023-03-23,Introduction and first reading,2269,Intro,1
SF3104,2023_RS,Senate,2023-03-23,Referred to Judiciary and Public Safety,,,2
SF3103,2023_RS,Senate,2023-03-23,Introduction and first reading,2268,Intro,1
SF3103,2023_RS,Senate,2023-03-23,Referred to State and Local Government and Veterans,,,2
SF3102,2023_RS,Senate,2023-03-22,Introduction and first reading,2211,Intro,1
SF3102,2023_RS,Senate,2023-03-22,Referred to Capital Investment,,,2
SF3101,2023_RS,Senate,2023-03-22,Introduction and first reading,2211,Intro,1
SF3101,2023_RS,Senate,2023-03-22,Referred to State and Local Government and Veterans,,,2
SF3100,2023_RS,Senate,2023-03-22,Introduction and first reading,2211,Intro,1
SF3100,2023_RS,Senate,2023-03-22,Referred to State and Local Government and Veterans,,,2
SF3100,2023_RS,Senate,2023-03-22,See HF1830,,,3
SF3099,2023_RS,Senate,2023-03-22,Introduction and first reading,2211,Intro,1
SF3099,2023_RS,Senate,2023-03-22,Referred to State and Local Government and Veterans,,,2
SF3099,2023_RS,Senate,2023-03-22,See HF1830,,,3
SF3098,2023_RS,Senate,2023-03-22,Introduction and first reading,2211,Intro,1
SF3098,2023_RS,Senate,2023-03-22,Referred to State and Local Government and Veterans,,,2
SF3097,2023_RS,Senate,2023-03-22,Introduction and first reading,2210,Intro,1
SF3097,2023_RS,Senate,2023-03-22,Referred to Higher Education,,,2
SF3097,2023_RS,Senate,2023-03-22,See HF2073,,,3
SF3096,2023_RS,Senate,2023-03-22,Introduction and first reading,2210,Intro,1
SF3096,2023_RS,Senate,2023-03-22,Referred to Jobs and Economic Development,,,2
SF3095,2023_RS,Senate,2023-03-22,Introduction and first reading,2210,Intro,1
SF3095,2023_RS,Senate,2023-03-22,Referred to Capital Investment,,,2
SF3094,2023_RS,Senate,2023-03-22,Introduction and first reading,2210,Intro,1
SF3094,2023_RS,Senate,2023-03-22,Referred to Transportation,,,2
SF3094,2023_RS,Senate,2024-02-20,Comm report: To pass as amended and re-refer to Finance,11665a,1,3
SF3094,2023_RS,Senate,2024-03-14,Comm report: To pass as amended,12205a,2,4
SF3094,2023_RS,Senate,2024-03-14,Second reading,12263,,5
SF3094,2023_RS,Senate,2024-03-14,Referred to Rules and Administration for comparison with HF3071,,,6
SF3094,2023_RS,Senate,2024-04-09,"Rule 45-amend, subst. General Orders HF3071, SF indefinitely postponed",13569a,,7
SF3093,2023_RS,Senate,2023-03-22,Introduction and first reading,2210,Intro,1
SF3093,2023_RS,Senate,2023-03-22,Referred to Capital Investment,,,2
SF3092,2023_RS,Senate,2023-03-22,Introduction and first reading,2210,Intro,1
SF3092,2023_RS,Senate,2023-03-22,Referred to Capital Investment,,,2
SF3091,2023_RS,Senate,2023-03-22,Introduction and first reading,2209,Intro,1
SF3091,2023_RS,Senate,2023-03-22,Referred to Capital Investment,,,2
SF3090,2023_RS,Senate,2023-03-22,Introduction and first reading,2209,Intro,1
SF3090,2023_RS,Senate,2023-03-22,Referred to Capital Investment,,,2
SF3089,2023_RS,Senate,2023-03-22,Introduction and first reading,2209,Intro,1
SF3089,2023_RS,Senate,2023-03-22,Referred to State and Local Government and Veterans,,,2
SF3088,2023_RS,Senate,2023-03-22,Introduction and first reading,2209,Intro,1
SF3088,2023_RS,Senate,2023-03-22,Referred to Health and Human Services,,,2
SF3087,2023_RS,Senate,2023-03-22,Introduction and first reading,2209,Intro,1
SF3087,2023_RS,Senate,2023-03-22,Referred to Transportation,,,2
SF3086,2023_RS,Senate,2023-03-22,Introduction and first reading,2209,Intro,1
SF3086,2023_RS,Senate,2023-03-22,Referred to State and Local Government and Veterans,,,2
SF3085,2023_RS,Senate,2023-03-22,Introduction and first reading,2208,Intro,1
SF3085,2023_RS,Senate,2023-03-22,Referred to Transportation,,,2
SF3084,2023_RS,Senate,2023-03-22,Introduction and first reading,2208,Intro,1
SF3084,2023_RS,Senate,2023-03-22,Referred to Transportation,,,2
SF3083,2023_RS,Senate,2023-03-22,Introduction and first reading,2208,Intro,1
SF3083,2023_RS,Senate,2023-03-22,Referred to Jobs and Economic Development,,,2
SF3083,2023_RS,Senate,2023-03-22,See SF3035,,,3
SF3082,2023_RS,Senate,2023-03-22,Introduction and first reading,2208,Intro,1
SF3082,2023_RS,Senate,2023-03-22,Referred to Jobs and Economic Development,,,2
SF3082,2023_RS,Senate,2023-04-20,Author added Mohamed,5714,,3
SF3082,2023_RS,Senate,2023-04-26,Author added Fateh,6083,,4
SF3082,2023_RS,Senate,2023-04-26,See SF3035,,,5
SF3081,2023_RS,Senate,2023-03-22,Introduction and first reading,2208,Intro,1
SF3081,2023_RS,Senate,2023-03-22,"Referred to Environment, Climate, and Legacy",,,2
SF3081,2023_RS,Senate,2023-03-22,See HF1999,,,3
SF3080,2023_RS,Senate,2023-03-22,Introduction and first reading,2208,Intro,1
SF3080,2023_RS,Senate,2023-03-22,Referred to Housing and Homelessness Prevention,,,2
SF3080,2023_RS,Senate,2024-02-15,Withdrawn and re-referred to State and Local Government and Veterans,11620,,3
SF3080,2023_RS,Senate,2024-03-04,Withdrawn and re-referred to Housing and Homelessness Prevention,11923,,4
SF3079,2023_RS,Senate,2023-03-22,Introduction and first reading,2207,Intro,1
SF3079,2023_RS,Senate,2023-03-22,Referred to Capital Investment,,,2
SF3078,2023_RS,Senate,2023-03-22,Introduction and first reading,2207,Intro,1
SF3078,2023_RS,Senate,2023-03-22,Referred to State and Local Government and Veterans,,,2
SF3077,2023_RS,Senate,2023-03-22,Introduction and first reading,2207,Intro,1
SF3077,2023_RS,Senate,2023-03-22,Referred to State and Local Government and Veterans,,,2
SF3076,2023_RS,Senate,2023-03-22,Introduction and first reading,2207,Intro,1
SF3076,2023_RS,Senate,2023-03-22,Referred to Capital Investment,,,2
SF3075,2023_RS,Senate,2023-03-22,Introduction and first reading,2207,Intro,1
