bill_number,session_year,session_type,primary_sponsor,cosponsors,summary,subjects,companion,bill_url
SB0550,2023,RS,Maynard,Taylor; Smith; Phillips; Stuart; Karnes; Rucker; Stover; Clements; Woodrum; Roberts; Martin; Azinger; Chapman; Hunt; Grady,"Requiring state entities, local entities and law enforcement agencies to enforce immigration laws",Counties; Municipalities,HB3127,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=550&year=2023&sessiontype=RS&btype=bill
SB0551,2023,RS,Tarr,,Creating Medicaid state plan amendment,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=551&year=2023&sessiontype=RS&btype=bill
SB0552,2023,RS,Rucker,Taylor; Karnes; Phillips; Grady; Smith; Maynard; Martin; Azinger; Woodrum; Roberts; Deeds; Oliverio; Swope; Stuart; Tarr; Barrett; Hunt; Chapman; Queen; Stover,Relating to abortion,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=552&year=2023&sessiontype=RS&btype=bill
SB0553,2023,RS,Swope,,Allowing for evaluation of prequalified bidders to be based on best value,Finance and Administration,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=553&year=2023&sessiontype=RS&btype=bill
SB0554,2023,RS,Weld,,Exempting purchases made by Auditor and WV Enterprise Resource Planning Board from certain provisions of WV code,Finance and Administration,HB3262,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=554&year=2023&sessiontype=RS&btype=bill
SB0555,2023,RS,Weld,Rucker; Hamilton; Deeds; Woodrum; Stuart,Prohibiting banks and payment networks from tracking firearm-related data and outlining penalties,Banking and Finance,HB3252,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=555&year=2023&sessiontype=RS&btype=bill
SB0556,2023,RS,Weld,Deeds,Allowing sheriffs to collect additional funds for performing certain tasks,Municipalities; Taxation,HB3249,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=556&year=2023&sessiontype=RS&btype=bill
SB0557,2023,RS,Maroney,,Providing that pharmacy may decline to dispense prescription drug where reimbursement is less than pharmacy's cost,Insurance,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=557&year=2023&sessiontype=RS&btype=bill
SB0558,2023,RS,Weld,Woelfel; Woodrum,Prohibiting law-enforcement agencies from posting booking photographs of certain criminal defendants on social media,Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=558&year=2023&sessiontype=RS&btype=bill
SB0559,2023,RS,Trump,Deeds; Maynard; Woodrum,Relating to spousal privilege,Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=559&year=2023&sessiontype=RS&btype=bill
SB0560,2023,RS,Trump,Queen,Limiting recovery on claims for abuse to secure financial solvency of public and private school system,Education (K12); Finance and Administration; Insurance,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=560&year=2023&sessiontype=RS&btype=bill
SB0561,2023,RS,Jeffries,Woelfel,Relating to administration of WV Drinking Water Treatment Revolving Fund Act,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=561&year=2023&sessiontype=RS&btype=bill
SB0562,2023,RS,Jeffries,Barrett; Oliverio; Weld; Plymale; Clements; Maroney,Relating to operation of private trust companies in WV,Corporations,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=562&year=2023&sessiontype=RS&btype=bill
SB0563,2023,RS,Trump,Hamilton; Rucker; Deeds; Phillips; Woodrum,Providing whistleblower protections to healthcare workers who report unsafe patient care,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=563&year=2023&sessiontype=RS&btype=bill
SB0564,2023,RS,Tarr,Phillips,Allowing PSC to authorize recovery of certain costs by utilities through issuance of consumer rate relief bonds,Public Service Commission,HB3308,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=564&year=2023&sessiontype=RS&btype=bill
SB0565,2023,RS,Hunt,Azinger; Barrett; Chapman; Clements; Deeds; Hamilton; Jeffries; Karnes; Maroney; Martin; Maynard; Oliverio; Phillips; Queen; Roberts; Rucker; Smith; Stover; Stuart; Taylor; Woodrum; Swope; Grady; Plymale,Firearm Industry Non-Discriminations Act,Human Services,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=565&year=2023&sessiontype=RS&btype=bill
SB0566,2023,RS,Maroney,Rucker; Caputo; Woelfel; Woodrum,Extending termination date of WV Advisory Council on Rare Diseases,Boards and Commissions,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=566&year=2023&sessiontype=RS&btype=bill
SB0567,2023,RS,Stuart,,Defining and amending terms related to participating public employer,Retirement,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=567&year=2023&sessiontype=RS&btype=bill
SB0568,2023,RS,Trump,Deeds; Hunt; Rucker; Stover; Stuart; Taylor; Woelfel,Relating to Dangerousness Assessment Advisory Board,Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=568&year=2023&sessiontype=RS&btype=bill
SB0569,2023,RS,Weld,Plymale; Woelfel; Hunt; Woodrum,Rehabilitation of Blighted Properties Tax Credit Act,Taxation,HB3209,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=569&year=2023&sessiontype=RS&btype=bill
SB0570,2023,RS,Stover,Hamilton; Deeds; Woodrum; Nelson,Relating to Natural Resources Police Officer Retirement,Retirement,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=570&year=2023&sessiontype=RS&btype=bill
SB0571,2023,RS,Barrett,Woelfel; Maroney,Regulating fantasy gaming competitions and sports wagering through independent evaluations,Legal Gaming,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=571&year=2023&sessiontype=RS&btype=bill
SB0572,2023,RS,Maynard,Deeds; Stover; Trump; Maroney; Stuart,Reforming cause of action for public nuisance,"Actions, Suits and Liens",,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=572&year=2023&sessiontype=RS&btype=bill
SB0573,2023,RS,Maroney,,Relating to child support guidelines and Support Enforcement Commission,Domestic Relations,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=573&year=2023&sessiontype=RS&btype=bill
SB0574,2023,RS,Smith,Karnes; Rucker; Taylor; Phillips,Establishing residency requirements for candidates seeking nomination to US Congress,Elections,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=574&year=2023&sessiontype=RS&btype=bill
SB0575,2023,RS,Weld,,"Expiring funds to unappropriated surplus balance in State Fund, General Revenue",Appropriations,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=575&year=2023&sessiontype=RS&btype=bill
SB0576,2023,RS,Weld,Oliverio; Stuart; Taylor; Plymale; Smith; Jeffries; Queen,Creating Securities Restitution Assistance Fund for victims of securities violations,Banking and Finance; Finance and Administration,"HB3250
SB639",http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=576&year=2023&sessiontype=RS&btype=bill
SB0577,2023,RS,Maroney,Woelfel; Rucker; Deeds; Grady; Hamilton; Queen; Clements; Oliverio; Woodrum; Jeffries; Chapman; Barrett; Roberts; Hunt; Taylor,Reducing copay cap on insulin and devices and permitting purchase of testing equipment without prescription,Insurance,HB2430,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=577&year=2023&sessiontype=RS&btype=bill
SB0578,2023,RS,Grady,Woelfel; Plymale; Caputo; Jeffries; Oliverio,Hunger-Free Campus Act,Education (Higher),HB3024,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=578&year=2023&sessiontype=RS&btype=bill
SB0579,2023,RS,Tarr,Swope,Providing payment to vendors who provided services to state,Claims,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=579&year=2023&sessiontype=RS&btype=bill
SB0580,2023,RS,Weld,,Authorizing election for special levy renewal,Elections,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=580&year=2023&sessiontype=RS&btype=bill
SB0581,2023,RS,Hamilton,Plymale; Deeds,Amending provisions of 2023 Farm Bill,Agriculture; Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=581&year=2023&sessiontype=RS&btype=bill
SB0582,2023,RS,Trump,Weld; Nelson; Jeffries,Amending provisions of WV Public Employees Retirement Act,Retirement,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=582&year=2023&sessiontype=RS&btype=bill
SB0583,2023,RS,Woodrum,,Reducing rates for legal advertising,Professions and Occupations,HB3082,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=583&year=2023&sessiontype=RS&btype=bill
SB0584,2023,RS,Taylor,Grady; Hunt; Karnes; Martin; Maynard; Phillips; Roberts; Rucker; Smith; Stuart; Tarr; Woodrum,Removing rape and incest exception to obtain abortion in WV,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=584&year=2023&sessiontype=RS&btype=bill
SB0585,2023,RS,Hamilton,Jeffries,Prohibiting county commissions from adopting any authorization that exceeds state law regarding agricultural operations,Boards and Commissions; Counties; Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=585&year=2023&sessiontype=RS&btype=bill
SB0586,2023,RS,Swope,,Requiring spending units to submit software procurement requests to Enterprise Resource Planning Board,Finance and Administration,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=586&year=2023&sessiontype=RS&btype=bill
SB0587,2023,RS,Chapman,Karnes,WV Volunteer State Defense Guard Act,Public Safety,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=587&year=2023&sessiontype=RS&btype=bill
SB0588,2023,RS,Takubo,Smith; Stover; Weld; Woelfel; Deeds; Clements; Maroney,Increasing tax credit for employers providing child care for employees,Taxation,HB3399,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=588&year=2023&sessiontype=RS&btype=bill
SB0589,2023,RS,Rucker,Roberts,"Relating to nonpublic kindergarten, elementary, and secondary school education",Education (K12),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=589&year=2023&sessiontype=RS&btype=bill
SB0590,2023,RS,Nelson,Plymale; Barrett; Roberts; Deeds; Woelfel; Queen,Emergency Medical Services Retirement System Act,Retirement,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=590&year=2023&sessiontype=RS&btype=bill
SB0591,2023,RS,Swope,Rucker; Trump; Roberts,Allowing counties and municipalities to jointly undertake development projects,Economic Development; Municipalities,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=591&year=2023&sessiontype=RS&btype=bill
SB0592,2023,RS,Takubo,Smith; Weld; Trump; Plymale; Deeds; Maroney; Woelfel,Providing tax credit to corporations for existing employer-provided child care facilities,Taxation,HB3403,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=592&year=2023&sessiontype=RS&btype=bill
SB0593,2023,RS,Barrett,Rucker; Maroney,Mandating cost of living salary adjustment policy for state employees,State Personnel,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=593&year=2023&sessiontype=RS&btype=bill
SB0594,2023,RS,Takubo,Maroney; Nelson,Specifying fairness in cost sharing calculations for certain high deductible health plans,Insurance,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=594&year=2023&sessiontype=RS&btype=bill
SB0595,2023,RS,Tarr,Martin; Woodrum; Smith,"Relating to real property, tax, and registration requirements associated with carbon offset agreements",Economic Development; Real and Personal Property,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=595&year=2023&sessiontype=RS&btype=bill
SB0596,2023,RS,Barrett,Tarr; Plymale,Modifying payment for housing and maintenance of inmates,Corrections,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=596&year=2023&sessiontype=RS&btype=bill
SB0597,2023,RS,Woodrum,Roberts,Allowing Workforce WV to hire classified service exempt employees,Unemployment Compensation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=597&year=2023&sessiontype=RS&btype=bill
SB0598,2023,RS,Stuart,,Increasing availability of prescription nonopioid medications,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=598&year=2023&sessiontype=RS&btype=bill
SB0599,2023,RS,Rucker,Roberts; Smith; Taylor; Deeds; Maynard,Requiring moment of silence at beginning of each school day,Education (K12),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=599&year=2023&sessiontype=RS&btype=bill
SB0600,2023,RS,Phillips,Rucker; Taylor,Specifying requirements for shareholder voting by WV Investment Management Board and Board of Treasury Investments,Finance and Administration,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=600&year=2023&sessiontype=RS&btype=bill
SB0601,2023,RS,Rucker,Deeds; Roberts; Taylor,Providing that WV Secondary School Activities Commission promulgate legislative rules,Education (K12),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=601&year=2023&sessiontype=RS&btype=bill
SB0602,2023,RS,Grady,Tarr; Trump; Swope; Nelson,Enabling WVSU and Bluefield State University to offer associate degrees,Education (Higher),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=602&year=2023&sessiontype=RS&btype=bill
SB0603,2023,RS,Taylor,Rucker,Authorizing WVSSAC to promulgate legislative rules,Education (K12),HB3543,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=603&year=2023&sessiontype=RS&btype=bill
SB0604,2023,RS,Woodrum,Deeds,Authorizing DHS to establish Office of Inspector General,Public Safety,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=604&year=2023&sessiontype=RS&btype=bill
SB0605,2023,RS,Maroney,Takubo,Requiring state medical examiner to enter into contracts with procurement organization,Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=605&year=2023&sessiontype=RS&btype=bill
SB0606,2023,RS,Rucker,Deeds; Roberts; Maynard; Woodrum,"Exempting ad valorem property tax on property used for divine worship, educational, and charitable purposes",Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=606&year=2023&sessiontype=RS&btype=bill
SB0607,2023,RS,Oliverio,Clements; Caputo; Jeffries; Maroney,Authorizing counties to increase special district excise tax,Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=607&year=2023&sessiontype=RS&btype=bill
SB0608,2023,RS,Trump,Deeds,Correcting list of items which are considered deadly weapons,Public Safety,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=608&year=2023&sessiontype=RS&btype=bill
SB0609,2023,RS,Smith,Azinger; Boley; Phillips; Swope; Taylor,Obtaining approval for decommissioning or deconstructing of existing power plant,Energy,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=609&year=2023&sessiontype=RS&btype=bill
SB0610,2023,RS,Takubo,Maroney; Martin,Affordable Medicaid Buy-in Program,Insurance,HB3274,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=610&year=2023&sessiontype=RS&btype=bill
SB0611,2023,RS,Smith,,Applying penalties for nonpayment of royalties under terms of oil and natural gas leases,Finance and Administration,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=611&year=2023&sessiontype=RS&btype=bill
SB0612,2023,RS,Barrett,Rucker,Eliminating certain centers from certificate of need review,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=612&year=2023&sessiontype=RS&btype=bill
SB0613,2023,RS,Maroney,,Relating generally to certificates of need,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=613&year=2023&sessiontype=RS&btype=bill
SB0614,2023,RS,Tarr,Woelfel; Deeds,Extending jurisdiction of School Safety Unit,Education (K12); Public Safety,HB3369,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=614&year=2023&sessiontype=RS&btype=bill
SB0615,2023,RS,Taylor,Martin; Rucker,Prohibiting mandates for vaccines,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=615&year=2023&sessiontype=RS&btype=bill
SB0616,2023,RS,Weld,Deeds,WV Veterans' Home Loan Mortgage Program of 2023,Estates and Trusts; Military and Veterans; Real and Personal Property,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=616&year=2023&sessiontype=RS&btype=bill
SB0617,2023,RS,Barrett,,Relating to Intellectual and Development Disabilities Waiver Program Workforce Study,Human Services,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=617&year=2023&sessiontype=RS&btype=bill
