bill_number,session,primary_sponsor,cosponsors,status,chapter_num,shortTitle,title,bill_url
SF0040,2023-RS,Senator Case,"Representative Zwonitzer, Dn; Senator Boner; Senator Nethercott",enrolled,CH0060,Federal political action committees-reports.,AN ACT relating to campaign practices; specifying that federal political action committees are not required to file contribution and expenditure reports if the contributions and expenditures of the committee are exclusively related to federal candidates or issues; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0040
SF0041,2023-RS,Revenue,,enrolled,CH0043,Skill based amusement games-authorized locations.,AN ACT relating to gaming; limiting where skill based amusement games can be located; allowing previously authorized skill based amusement games to continue operating as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0041
SF0042,2023-RS,Revenue,,enrolled,CH0176,Taxation of cigars.,"AN ACT relating to tobacco taxes; providing that the tax on a cigar, snuff and other tobacco products are due following the sale of the cigar; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0042
SF0043,2023-RS,Senator Case,"Representative Larsen, L",enrolled,CH0072,EMS districts.,AN ACT relating to improvement and service districts; providing an alternative proceeding to form a district to provide emergency medical services by resolution of a board of county commissioners; specifying the appointment of the board of directors of the district; specifying taxation requirements; requiring the board of directors for an emergency medical services district to attempt to collect for services rendered as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0043
SF0044,2023-RS,Sel Sch Fac,,inactive,,School facilities-major maintenance.,AN ACT relating to the expenditure of major maintenance funds on K-12 buildings and facilities; modifying the definition of major maintenance; authorizing the expenditure of major maintenance funds to improve the functionality of school buildings and facilities to deliver required educational programs as specified; authorizing the expenditure of major maintenance funds for reconfiguration as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0044
SF0045,2023-RS,Sel Sch Fac,,inactive,,School facilities-building acquisition.,"AN ACT relating to school building and facility projects; requiring the school facilities commission, the state construction department, the department of administration and information and the state building commission to assist Natrona County school district number one in acquisition of a facility located in Casper, Wyoming for the delivery of the required educational program as specified; exempting the sale of a property from the requirement for fair market value; requiring reporting; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0045
SF0046,2023-RS,Education,,inactive,,Community college funding-inflation adjustment.,AN ACT relating to community college funding; authorizing an exception budget request by the community college commission for an external cost adjustment to account for inflation as specified; requiring reporting; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0046
SF0047,2023-RS,Education,,inactive,,Education-repeal of immunity for corporal discipline.,"AN ACT related to K-12 education; repealing a statutory provision providing civil and criminal immunity for teachers, principals and superintendents in the exercise of reasonable corporal discipline of a student authorized by school district board of trustee policy; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0047
SF0048,2023-RS,Education,,inactive,,Education-suspension and expulsion model policies.,"AN ACT relating to education; requiring the state superintendent to develop model rules and policies for student discipline, including suspension and expulsion of students; requiring reporting; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0048
SF0049,2023-RS,Education,,inactive,,Safe school and climate act amendments.,AN ACT relating to the safe school and climate act; clarifying application of the act; modifying requirements; making conforming amendments; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0049
SF0050,2023-RS,Education,,inactive,,Charter school amendments.,AN ACT relating to charter schools; authorizing charter schools as local education agencies to receive and apply for federal and state grants; modifying charter school application requirements; modifying charter school funding; modifying reporting requirements; making conforming amendments; repealing provisions; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0050
SF0051,2023-RS,Education,,inactive,,School finance-regional cost adjustment.,AN ACT relating to school finance; modifying the Wyoming cost-of-living index as used in the regional cost adjustment within the education resource block grant model as specified; providing a sunset date; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0051
SF0052,2023-RS,Education,,enrolled,CH0111,School finance-special education funding.,AN ACT relating to school finance; modifying the distribution of funds for K-12 public school special education services; repealing a provision; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0052
SF0053,2023-RS,Transportation,,enrolled,CH0129,Wyoming national guard medical insurance premiums.,AN ACT relating to defense forces and affairs; specifying that a Wyoming national guard member serving in state active duty may be reimbursed as specified for medical insurance premiums; providing an appropriation; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0053
SF0054,2023-RS,Judiciary,,inactive,,Judges-housing allowance.,AN ACT relating to courts; authorizing the award of housing assistance to judges and justices as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0054
SF0055,2023-RS,Senator Nethercott,Representative Oakley; Representative Olsen; Representative Stith; Representative Washut; Senator Landen; Senator Schuler,enrolled,CH0058,Chancery court vacancies-extension amendment.,AN ACT relating to courts; amending requirements for filling chancery court vacancies; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0055
SF0056,2023-RS,Judiciary,,enrolled,CH0112,Prohibiting travel across private land for hunting purposes.,AN ACT relating to game and fish; expanding the prohibition for entering private property without permission for hunting purposes to also prohibit traveling through the private property; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0056
