bill_number,session,primary_sponsor,cosponsors,status,chapter_num,shortTitle,title,bill_url
SF0094,2024-RS,Senator Hutchings,Representative Styvar; Representative Ward; Senator French; Senator Ide,inactive,,An act regarding compelled speech and state employers.,AN ACT relating to the administration of government; prohibiting the state and its political subdivisions from compelling speech as specified; authorizing a civil remedy; providing an exception to the Wyoming governmental claims act; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0094
SF0095,2024-RS,Senator Hicks,Representative Allred; Representative Andrew; Representative Burkhart; Representative Neiman; Representative Stith; Senator Brennan; Senator Driskill; Senator Steinmetz,inactive,,Teacher tenure.,"AN ACT relating to education; removing continuing contract status from the Wyoming teacher employment law as specified; modifying hearing requirements for teacher suspension, dismissal and termination; providing definitions; repealing provisions accordingly; specifying applicability; specifying legislative intent; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0095
SF0096,2024-RS,Senator Rothfuss,Representative Andrew; Representative Singh; Representative Western; Representative Yin; Senator Ellis; Senator Furphy; Senator Nethercott,enrolled,CH0080,Trusts and bank assets in bankruptcy-clarification.,"AN ACT relating to banks, banking and finance; specifying when certain accounts shall not be deemed assets or liabilities of financial institutions for purposes of receivership, conservatorship or bankruptcy; amending requirements for banks providing custodial or fiduciary services for digital assets; providing definitions; making conforming amendments; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0096
SF0097,2024-RS,Senator Hutchings,"Representative Haroldson; Representative Harshman; Representative Knapp; Representative Olsen; Representative Ottman; Representative Singh; Representative Smith; Representative Strock; Senator Biteman; Senator Boner; Senator French; Senator Laursen, D",inactive,,Prohibition on distribution of unsolicited ballot forms.,AN ACT relating to elections; prohibiting a person from distributing unsolicited absentee ballot application forms to any qualified elector as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0097
SF0098,2024-RS,Senator Bouchard,"Representative Andrew; Representative Davis; Representative Heiner; Representative Hornok; Representative Jennings; Representative Knapp; Representative Locke; Representative Niemiec; Representative Ottman; Representative Pendergraft; Representative Penn; Representative Rodriguez-Williams; Representative Slagle; Representative Strock; Representative Styvar; Representative Trujillo; Representative Winter; Senator Biteman; Senator Boner; Senator Brennan; Senator Dockstader; Senator French; Senator Hicks; Senator Hutchings; Senator Ide; Senator Kinskey; Senator Kolb; Senator Laursen, D; Senator McKeown; Senator Steinmetz",inactive,,Statute of limitations-medical procedures on minors.,AN ACT relating to civil procedure; extending the statute of limitations for causes of action for gender transition services performed on minors; providing definitions; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0098
SF0099,2024-RS,Senator Bouchard,"Representative Andrew; Representative Davis; Representative Heiner; Representative Hornok; Representative Jennings; Representative Knapp; Representative Locke; Representative Neiman; Representative Niemiec; Representative Ottman; Representative Pendergraft; Representative Penn; Representative Rodriguez-Williams; Representative Slagle; Representative Strock; Representative Styvar; Representative Trujillo; Representative Winter; Senator Biteman; Senator Boner; Senator Brennan; Senator Dockstader; Senator French; Senator Hicks; Senator Hutchings; Senator Ide; Senator Kinskey; Senator Kolb; Senator Laursen, D; Senator McKeown; Senator Salazar; Senator Steinmetz",enrolled,CH0113,Children gender change prohibition.,AN ACT relating to public health and safety; prohibiting physicians from performing procedures for children related to gender transitioning and gender reassignment; providing an exception; providing that gender transitioning and reassignment procedures are grounds for suspension or revocation of a physician's or health care provider's license; providing definitions; specifying applicability; requiring rulemaking; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0099
SF0100,2024-RS,Senator Hutchings,"Representative Banks; Representative Penn; Representative Strock; Representative Trujillo; Senator Baldwin; Senator Barlow; Senator Biteman; Senator Bouchard; Senator Cooper; Senator Dockstader; Senator Driskill; Senator Furphy; Senator Kinskey; Senator Laursen, D; Senator McKeown; Senator Nethercott; Senator Pappas; Senator Rothfuss; Senator Scott; Senator Steinmetz",enrolled,CH0073,Prompt payment of insurance claims.,AN ACT relating to the insurance code; providing regulations for payment of claims from insurers or the insurer's intermediary to pharmacies; providing definitions; requiring rulemaking; providing applicability; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0100
SF0101,2024-RS,Senator Steinmetz,Representative Angelos; Representative Bear; Representative Haroldson; Representative Jennings; Representative Knapp; Representative Neiman; Representative Ottman; Representative Penn; Representative Rodriguez-Williams; Representative Singh; Representative Slagle; Representative Smith; Representative Strock; Representative Tarver; Representative Ward; Senator Biteman; Senator Bouchard; Senator French; Senator Hicks; Senator Hutchings; Senator Ide; Senator Kinskey; Senator McKeown,inactive,,Low-carbon energy standards-repeal.,AN ACT relating to public utilities; repealing low-carbon energy standard requirements; repealing conflicting provisions; making conforming amendments; specifying applicability; requiring reimbursement to customers for recovered rates from public utilities as specified; requiring rulemaking; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0101
SF0102,2024-RS,Senator Steinmetz,Representative Allemand; Representative Banks; Representative Bear; Representative Crago; Representative Haroldson; Representative Jennings; Representative Knapp; Representative Lawley; Representative Neiman; Representative Ottman; Representative Rodriguez-Williams; Representative Singh; Representative Slagle; Representative Smith; Representative Tarver; Representative Trujillo; Representative Ward; Senator Biteman; Senator Bouchard; Senator Brennan; Senator Dockstader; Senator Hutchings; Senator Kinskey; Senator McKeown; Senator Pappas; Senator Salazar,inactive,,Foreign property ownership-critical infrastructure.,"AN ACT relating to property, conveyances and security transactions; prohibiting foreign ownership of real property near critical infrastructure and military installations as specified; authorizing actions for divestiture; requiring specified parties to register property ownership with the secretary of state; specifying penalties; amending the duties of the Wyoming office of homeland security; amending the duties of county clerks; requiring the inclusion of notices of foreign ownership prohibitions and reporting requirements in assessment schedules and tax statements; providing definitions; requiring rulemaking; authorizing positions; providing an appropriation; and providing for effective dates.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0102
SF0103,2024-RS,Senator Salazar,Representative Banks; Representative Bear; Representative Neiman; Representative Oakley; Representative Olsen; Representative Ottman; Representative Sommers; Representative Western; Senator Barlow; Senator Biteman; Senator Driskill; Senator Ide; Senator Kolb; Senator McKeown; Senator Rothfuss; Senator Steinmetz,enrolled,,Wyoming PRIME Act.,AN ACT relating to marketing homemade goods; providing for the sale of homemade meat products as specified; providing a delayed effective date pending certification by the governor based on federal action; providing a definition; authorizing rulemaking; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0103
SF0104,2024-RS,Senator Boner,Representative Chadwick; Representative Conrad; Representative Heiner; Representative Knapp; Representative Lawley; Representative Slagle; Representative Strock; Representative Western; Senator Cooper; Senator Dockstader; Senator Jones; Senator Steinmetz,inactive,,Wind and solar facilities-state lands amendments.,AN ACT relating to permitting and industrial siting of solar and wind energy facilities; amending the definition of affected landowner to include leaseholders of state lands; authorizing affected grazing and agricultural leaseholders to consent before permitting by boards of county commissioners for facilities constructed on state lands; providing notice to leaseholders of state lands; authorizing leaseholders of state lands to be parties to an industrial siting council permit proceeding; providing definitions; making conforming amendments; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0104
SF0105,2024-RS,"Senator Laursen, D",Representative Bear; Representative Haroldson; Representative Heiner; Representative Knapp; Representative Locke; Representative Rodriguez-Williams; Representative Slagle; Representative Ward; Senator Biteman; Senator Bouchard; Senator French; Senator Ide; Senator Salazar; Senator Steinmetz,enrolled,CH0115,Wyoming Second Amendment Financial Privacy Act.,AN ACT relating to the administration of government; prohibiting disclosure or use of protected information relating to firearms and ammunition sales as specified; providing exceptions; providing requirements for disclosure; authorizing civil actions; providing definitions; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0105
SF0106,2024-RS,"Senator Laursen, D",Representative Allemand; Representative Bear; Representative Hornok; Representative Knapp; Representative Locke; Representative Pendergraft; Representative Rodriguez-Williams; Representative Slagle; Representative Styvar; Representative Ward; Representative Winter; Senator Boner; Senator Bouchard; Senator Driskill; Senator French; Senator Hutchings; Senator Ide; Senator Kolb; Senator McKeown; Senator Salazar,inactive,,Wyoming state guard-amendments.,AN ACT relating to the Wyoming state guard; removing federal involvement in the Wyoming state guard; allowing the governor to organize and maintain the Wyoming state guard; specifying the source of payment for service in the state guard; making conforming amendments; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0106
SF0107,2024-RS,Senator Landen,"Representative Brown; Representative Chadwick; Representative Davis; Representative Oakley; Representative Zwonitzer, Dn; Senator Baldwin; Senator Boner; Senator Ellis; Senator Pappas; Senator Schuler",inactive,,E-cigarette and vapor material directory.,AN ACT relating to taxation and revenue; requiring manufacturers of electronic cigarettes and vapor material to file certifications as specified; creating a product directory; prohibiting the sale of electronic cigarettes and vapor material that are not included in the product directory; providing penalties; making conforming amendments; requiring rulemaking; requiring reports; making an appropriation; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0107
