bill_number,session,title,status,primary_sponsors,intro_date,effective_date,chapter_num,companion,summary
S-4065,2022_2023,DCPP-require to consult with Division of Developmental Disabilities,SHH,"Burgess, Renee C.",2023-11-27,,,A-5168,Requires DCPP to consult with Division of Developmental Disabilities following finding of child abuse or neglect to create services plan for person with developmental disability under certain circumstances.
S-4066,2022_2023,Board of Review in the Division of Employment Security-concerns addl members,SLA,"Cryan, Joseph P.",2023-11-27,,,A-5700,Permits temporary appointment of additional members to the Board of Review in the Division of Employment Security.
S-4067,2022_2023,Minimum wage and overtime-requires payment to minors; codifies cert exemptions,SLA,"Cryan, Joseph P.",2023-11-27,,,A-5690,Requires payment of minimum wage to minors; requires payment of overtime to minors in certain circumstances; codifies certain exemptions to overtime payment requirements.
S-4068,2022_2023,Primary & mental health care services-requires Medicaid reimbursement rates,SHH,"Ruiz, M. Teresa; Vitale, Joseph F.",2023-11-27,,,,Requires Medicaid reimbursement rates for certain primary and mental health care services match reimbursement rates under Medicare.
S-4069,2022_2023,Mental Health Diversion Program-amends criteria of eligibility,SJU,"Ruiz, M. Teresa; Turner, Shirley K.; Lagana, Joseph A.",2023-11-27,,,A-5737,Amends criteria of eligibility for Mental Health Diversion Program.
S-4071,2022_2023,Legislative internship program-establishes; makes appropriation,SSG,"Schepisi, Holly T.",2023-11-27,,,,Establishes legislative internship program; makes appropriation.
S-4072,2022_2023,SJTA-provides respresentation of Burlington County,STR,"Cruz-Perez, Nilsa I.; Singleton, Troy",2023-11-27,,,A-2265,Provides for representation of Burlington County on SJTA.
S-4073,2022_2023,"Motor vehicles, new-require to be equipped with amplitude modulation radio",SCM,"Beach, James",2023-11-27,,,A-5437,Requires that new motor vehicles be equipped with amplitude modulation radio.
S-4074,2022_2023,"Local contracting, cert-determine/utilize cost-saving practices, goods & svcs",SCU,"Beach, James",2023-11-27,,,A-5687,"Requires boards of education, municipalities, counties, and certain other local contracting units to determine and utilize cost-saving practices when procuring goods and services."
S-4075,2022_2023,"Economic & Community devel-prov EDA oversight & control, cert circumstances",SEG,"Testa, Michael L.",2023-11-27,,,,"Provides for EDA oversight and control over certain local economic development, community development, and housing programs if corruption is suspected following criminal charge or conviction of local official."
S-4076,2022_2023,SHBP and SEHBP-requires study and implementation of reference-based pricing,SHH,"Vitale, Joseph F.",2023-06-30,,,,Requires study and implementation of reference-based pricing for SHBP and SEHBP.
S-4077,2022_2023,Veteran's benefits & services-requires employers to post information,SMV,"Gopal, Vin",2023-11-27,,,A-5694,Requires employers to post information concerning veterans' benefits and services.
S-4078,2022_2023,Passenger automobiles-permit to be registered for more than one year,SBA,"O'Scanlon, Declan J.",2023-11-27,,,,Permits certain passenger automobiles to be registered for more than one year.
S-4079,2022_2023,"Pet Purchase Protection Act-prohibit sale, cats, dogs or rabbits by pet shops",SEG,"Stack, Brian P.",2023-11-27,,,,"Prohibits sale of cats, dogs, or rabbits by pet shops; repeals ""Pet Purchase Protection Act."""
S-4080,2022_2023,"School election, annual-move to November; submit proposals, addl budget spending",2RS,"Beach, James; Turner, Shirley K.",2023-11-27,,,A-2218,Authorizes school district that moves its annual school election to November to submit separate proposals for additional spending for budget year and subsequent budget year. 
S-4081,2022_2023,"Board of county commissioners-allow to hold annual meeting, cert addl locatioins",APP,"Beach, James; Diegnan, Patrick J.; Atkins, Reginald W.",2023-11-27,2024-01-08,226.0,A-5891,Allows board of county commissioners to hold annual meeting at certain additional locations other than the Superior Court.
S-4082,2022_2023,"Public Employees' Retirement System-extend provisions, cert circumstances",SUB,"Scutari, Nicholas P.; Bucco, Anthony M.",2023-11-27,,,A-5208,"Extends provisions of P.L.2021, c.498 in certain circumstances."
S-4083,2022_2023,"Residential rental habitability database-estab & prov certain penalties, leases",SBA,"Stack, Brian P.",2023-11-27,,,A-5756,Requires establishment of residential rental habitability database and provides certain penalties and causes of action concerning residential leases.
S-4084,2022_2023,Temporary registration certifications and license plates-concerns,APP,"Ruiz, M. Teresa; Cruz-Perez, Nilsa I.; Moriarty, Paul D.",2023-11-27,2024-01-16,285.0,A-5851,Concerns temporary registration certificates and license plates.
S-4085,2022_2023,"Bus operators, private-participate in NJT bus lease program receive State funds",ATR,"Ruiz, M. Teresa; Corrado, Kristin M.",2023-11-27,,,A-5811,Requires private bus operators to provide notice and hold public meetings for certain service changes.*
S-4086,2022_2023,Paratransit service-modifies definition under various sections of law,2RS,"Diegnan, Patrick J.",2023-11-27,,,A-5797,"Modifies definition of ""paratransit service"" under various sections of law."
S-4087,2022_2023,Office of New Americans-establish in Department of Human Services,SSG,"Ruiz, M. Teresa",2023-11-27,,,A-5824,Establishes Office of New Americans in Department of Human Services.
S-4088,2022_2023,"Elected or appointed official-prov forfeiture of pension, convicted of any crime",SSG,"O'Scanlon, Declan J.; Corrado, Kristin M.",2023-11-30,,,A-5866,Provides full forfeiture of pension of elected or appointed official convicted of any crime touching office.
S-4089,2022_2023,Drinking water-require owners of certain buildings test for Legionella bacteria,SHH,"Greenstein, Linda R.",2023-11-30,,,A-5706,Requires owners of certain buildings to test drinking water for Legionella bacteria.
S-4090,2022_2023,Public community water systems-perform certain tests for Legionella bacteria,SHH,"Greenstein, Linda R.",2023-11-30,,,A-5705,Requires owners or operators of public community water systems to perform certain tests for Legionella bacteria.
S-4091,2022_2023,"Toddlers & cert children, deaf or hard of hearing-estab programs, address needs",SHH,"Greenstein, Linda R.; Ruiz, M. Teresa",2023-11-30,,,A-5561,Establishes programs to address needs of toddlers and certain children who are deaf or hard of hearing.
S-4092,2022_2023,Temporary guardianship-revises procedures,SJU,"Bucco, Anthony M.",2023-11-30,,,,Revises procedures for temporary guardianship.
S-4093,2022_2023,Volunteer firefighters-concerns recruitment and retention; appropriates $2M,SLP,"Bucco, Anthony M.",2023-11-30,,,A-5905,Concerns recruitment and retention of volunteer firefighters; appropriates $2 million.
S-4094,2022_2023,Body Armor Replacement Fund-expands eligibility,SLP,"Bucco, Anthony M.; Steinhardt, Douglas J.",2023-11-30,,,A-5010,"Expands ""Body Armor Replacement Fund"" eligibility."
S-4095,2022_2023,"Domestic violence, victims-estab protections, abusive & controlling litigation",SJU,"Bucco, Anthony M.",2023-11-30,,,,Establishes protections from abusive and controlling litigation for victims of domestic violence.
S-4096,2022_2023,Child support-provide for lien against life insurance proceeds,SCM,"Bucco, Anthony M.",2023-11-30,,,,Provides for establishment of child support lien against life insurance proceeds; requires insurers perform child support judgment search.
S-4097,2022_2023,"Environmental infrastructure projects-amend list eligible, receive loans FY 2024",SUB,"Zwicker, Andrew; Gopal, Vin",2023-11-27,,,A-5809,Amends lists of projects eligible to receive loans for environmental infrastructure projects from NJ Infrastructure Bank for FY 2024.
S-4098,2022_2023,"Environmental infrastructure projects-amend list for long-term funding, FY2020",SUB,"Greenstein, Linda R.; Stanfield, Jean",2023-11-27,,,A-5810,Amends lists of environmental infrastructure projects approved for long-term funding by DEP under FY 2024 environmental infrastructure funding program.
S-4099,2022_2023,"Medical information of children-proh reporting without consent, parent/guardian",SHH,"Bucco, Anthony M.",2023-11-30,,,,Prohibits reporting medical information of children without consent of parent or legal guardian.
S-4100,2022_2023,"Pension/retirement income exculsion-expand eligibility, incomes exceeding $150K",SBA,"Bucco, Anthony M.",2023-11-30,,,,"Expands eligibility for pension and retirement income tax exclusion to taxpayers with incomes exceeding $150,000, and increases amount of exclusion that qualifying taxpayers may claim."
S-4101,2022_2023,"Expenditures-req Gov to file annual report disclosing, funds prov as allowance",SSG,"O'Scanlon, Declan J.",2023-11-30,,,,Requires Governor to file annual report disclosing expenditures made from funds provided as allowance.
S-4102,2022_2023,Chiropratic medicine-establish option for students nearing completion of program,SCM,"Polistina, Vincent J.",2023-11-30,,,,Establishes option for students nearing completion of program in chiropractic medicine to participate in preceptorship provided by State-licensed chiropractor.
S-4103,2022_2023,"Food products, containing red dye 3-prohibit sale distribution & manufacture",SCM,"Codey, Richard J.",2023-11-30,,,,"Prohibits sale, distribution, and manufacture of food products containing red dye 3;  imposes certain penalties."
S-4104,2022_2023,Transportation projects-require surety take certain actions after assuming,STR,"Zwicker, Andrew",2023-11-30,,,,Requires surety to take certain actions after assuming responsibility for completion of transportation project.
S-4105,2022_2023,On-demand micro transit pilot program-req NJT establish guidelines w/in State,STR,"Zwicker, Andrew",2023-11-30,,,A-5801,Requires NJT to establish guidelines for on-demand micro transit pilot programs operating within State.
S-4106,2022_2023,Rutgers Institute of Management & Labor-reaffirms continuation;$750K,SLA,"Zwicker, Andrew",2023-11-30,,,A-1883,"Reaffirms continuation of Rutgers Institute of Management and Labor Relations, appropriates $750,000."
S-4107,2022_2023,Businesses associated with Azerbaijan-prohibit government dealings,SSG,"Zwicker, Andrew",2023-11-30,,,,Prohibits government dealings with businesses associated with Azerbaijan.
S-4108,2022_2023,Tourette Syndrome-make suppl approp for pediatric clinical svcs;$250K,SHH,"Zwicker, Andrew",2023-11-30,,,,"Makes $250,000 supplemental appropriation to New Jersey Center for Tourette Syndrome and Associated Disorders for pediatric clinical services at Tourette Syndrome Clinic of Rutgers University."
S-4109,2022_2023,Mosquito control activities-establish pilot program for certain municipalities,SEN,"Polistina, Vincent J.",2023-11-30,,,A-5788,Requires establishment of pilot program for mosquito control activities by State Mosquito Control Commission for certain municipalities.
S-4110,2022_2023,Comm. on Human Trafficking-post public awareness signage in addl establishments,SBA,"Testa, Michael L.; Burgess, Renee C.",2023-11-30,,,A-1705; Acs-00cs,Requires Commission on Human Trafficking to post public awareness signage in additional establishments.
S-4111,2022_2023,Health insurance claims-prohibits downcoding,SCM,"Bramnick, Jon M.",2023-11-30,,,A-5682,Prohibits downcoding in health insurance claims.
S-4112,2022_2023,Israel Evacuation Reimbursement Fund-establish; appropriates $2M,SSG,"Singer, Robert W.",2023-11-30,,,A-5819,Establishes Israel Evacuation Reimbursement Fund; appropriates $2 million.
S-4113,2022_2023,"Homesteads, hunting activities-establish pilot program, provide tax credits",SEN,"Durr, Edward; Smith, Bob",2023-11-30,,,A-5861,Establishes pilot program in Division of Taxation to provide income tax credits for the opening of certain homesteads to hunting activities in areas with high number of wildlife incidents.
S-4114,2022_2023,"Public-provate partnership agreements-increase maximum lease, 30 to 40 yrs",2RS,"Connors, Christopher J.; Singleton, Troy",2023-11-30,,,,Increases maximum lease in certain public-private partnership agreements from 30 to 40 years.
S-4115,2022_2023,Civil Air Patrol Fund-establish; appropriate $100K,SMV,"Testa, Michael L.; Singleton, Troy",2023-11-30,,,,"Establishes Civil Air Patrol Fund to be supported by annual appropriations of $100,000;  appropriates $100,000."
S-4116,2022_2023,"Hypodermic needle or syringe, undeclared possession-establish penalty",SLP,"Schepisi, Holly T.",2023-11-30,,,,Establishes penalty for certain undeclared possession of hypodermic needle or syringe.
S-4117,2022_2023,"Mortgage payment relief & foreclosure protection-establish, cert homeowners",2RS,"Singleton, Troy; Zwicker, Andrew",2023-11-30,,,A-5736,Establishes mortgage payment relief and foreclosure protection for certain homeowners impacted by the remnants of Hurricane Ida.
S-4118,2022_2023,Sewerage authority-prohibits imposing connection fee in certain circumstances,SCU,"Singleton, Troy",2023-11-30,,,A-1232,Prohibits sewerage authority from imposing connection fee in certain circumstances.
S-4119,2022_2023,"Health care facilities, certain-develop certain doula policies and procedures",APP,"Ruiz, M. Teresa; Pou, Nellie; Speight, Shanique",2023-11-30,2024-01-16,286.0,A-5739,Requires certain health care facilities to develop certain doula policies and procedures.
S-4120,2022_2023,Patient referrals-removes exemption from law regulating,SHH,"Codey, Richard J.",2023-11-30,,,A-5790,Removes exemption from law regulating patient referrals.
S-4121,2022_2023,Early childhood mental health-disseminate guidelines to certain professionals,2RS,"Madden, Fred H.",2023-11-30,,,A-5240,Requires DCF to publish and disseminate information on early childhood mental health to certain professionals.
S-4122,2022_2023,Euthanasia of animals-authorize to tranfer ownership rather than euthanizing,SEG,"Singer, Robert W.",2023-11-30,,,,"Authorizes veterinarians to transfer ownership of animals rather than euthanizing them, under certain circumstances."
S-4123,2022_2023,Body worn cameras-requires campus police officers wear,SLP,"Singer, Robert W.",2023-11-30,,,,Requires campus police officers to wear body worn cameras.
S-4124,2022_2023,Tourist Development Comm-modifies advertising disbursement outside municipality,SSG,"Singer, Robert W.",2023-11-30,,,,Modifies municipal Tourist Development Commission advertising disbursement requirement for advertising outside municipality.
S-4125,2022_2023,Database of novice teachers-requires DOE establish and host job fairs,SED,"Gopal, Vin",2023-11-30,,,A-5741,Requires DOE to establish database of novice teachers and host job fairs.
S-4126,2022_2023,Academic credit-require instit. of higher ed. provide for certain examinations,SHI,"Gopal, Vin",2023-11-30,,,A-5777,Requires public institution of higher education to provide academic credit for certain examinations.
S-4127,2022_2023,Telemedicine & telehealth-revises reimbursement payments for providers,SUB,"Gopal, Vin; Pou, Nellie",2023-11-30,,,A-5757,Extends certain pay parity regarding telemedicine and telehealth for one year.*
S-4128,2022_2023,Adult medical day care Medicaid-increase per diem rate; suppl approp $3.6M,SBA,"Gopal, Vin; O'Scanlon, Declan J.",2023-11-30,,,A-5831,Supplemental appropriation of $3.6 million to DHS to increase adult medical day care Medicaid per diem rate from $89.55 to $93.10.
S-4129,2022_2023,"TPAF-extend membership, 7 yrs after discontinuance & 25 yrs for those laid off",SSG,"Gopal, Vin",2023-11-30,,,A-5740,Extends membership in TPAF to seven years after discontinuance of service and to 25 years for those who were laid off or had 10 or more years of continuous service upon voluntary termination.
S-4130,2022_2023,"Township of South Orange Village-change name & titles, cert municipal officials",APP,"Codey, Richard J.; Jasey, Mila M.; Tucker, Cleopatra G.",2023-11-30,2024-01-16,287.0,A-5849,"Special legislation to change name of ""Township of South Orange Village"" to ""South Orange Village""; changes titles of certain municipal officials; permits nonpartisan municipal elections to be moved to November; permits stipend for governing body members."
S-4131,2022_2023,"School facilities project-authorize educational svcs commission, apply for grant",SED,"Smith, Bob",2023-11-30,,,,Authorizes educational services commissions to apply for grant for State share of school facilities projects.
S-4132,2022_2023,Low-speed bicycles & scooters-require to be registered w/ MVC and insured,SBA,"Scutari, Nicholas P.; Gopal, Vin",2023-11-30,,,,Requires low-speed electric bicycles and low-speed electric scooters to be registered with MVC and to be insured.
S-4133,2022_2023,Automobile insurance policies-provide uninsured & underinsured motorist coverage,SCM,"Scutari, Nicholas P.",2023-11-30,,,,Requires automobile insurance policies to provide uninsured and underinsured motorist coverage equal to policy liability limits of insured motorists.
S-4134,2022_2023,Regional rehabilitation & reentry center-authorize to develop and operate,SUB,"Beach, James; Turner, Shirley K.",2023-11-30,,,A-5835,Authorizes regional authority to develop and operate regional rehabilitation and reentry center.
S-4135,2022_2023,Historical preservation projects-approp to Historic Trust for grants;$15.564M,SUB,"Beach, James; Turner, Shirley K.",2023-11-30,,,A-5808,"Appropriates $15,564,293 from constitutionally dedicated CBT revenues to NJ Historic Trust for grants for certain historic preservation projects and associated administrative expenses."
S-4136,2022_2023,Inmate workforce skills training-appoint development officer to administer,SBA,"Cruz-Perez, Nilsa I.",2023-11-30,,,A-1355,"Requires Commissioner of Corrections to appoint career technical education employee to administer, enhance, and supplement inmate workforce skills training programming.*"
S-4137,2022_2023,Environmental sustainability plan-require institutions of higher education adopt,SHI,"Smith, Bob; Beach, James",2023-11-30,,,,Requires institutions of higher education to adopt environmental sustainability plan.
S-4138,2022_2023,"Capital & park development projects-approp, recreation & conservation;$58M",SUB,"Johnson, Gordon M.; Schepisi, Holly T.",2023-11-30,,,A-5807,Appropriates $58 million from constitutionally dedicated CBT revenues for recreation and conservation purposes to DEP for State capital and park development projects.
S-4139,2022_2023,"Pretrial Services-recommend pre-trail detention, certain repeat offenders",SJU,"Sarlo, Paul A.; Gopal, Vin",2023-11-30,,,,Requires Pretrial Services to recommend pretrial detention of certain repeat offenders.
S-4140,2022_2023,Pre-trial release-concerns provision of services to defendants,SJU,"Stack, Brian P.",2023-11-30,,,,Concerns provision of services to defendants on pretrial release.
S-4141,2022_2023,"Revocation of pretrial release-clarifies procedures, certain defendants",SJU,"Gopal, Vin; Stack, Brian P.",2023-11-30,,,,Clarifies procedures for revocation of pretrial release for certain defendants.
S-4142,2022_2023,"Property tax lien holder-revises process, foreclose right to redeem tax lien",SCU,"Stack, Brian P.",2023-11-30,,,,Revises process for property tax lien holder to foreclose right to redeem a property tax lien; allows property owner to protect remaining equity.
S-4143,2022_2023,,,OPEN,,,,,
S-4144,2022_2023,Bias intimidation-expands protection to include political affiliation or belief,SJU,"Cryan, Joseph P.",2023-11-30,,,,Expands protection against bias intimidation to include political affiliation or belief.
S-4145,2022_2023,E-ZPass-establish and maintain user-friendly online payment process,STR,"Cryan, Joseph P.",2023-11-30,,,,Requires NJ E-ZPass to establish and maintain user-friendly online payment process.
S-4146,2022_2023,Army & Air National Guard-certify financial counselors prior to advising members,SMV,"Cryan, Joseph P.",2023-11-30,,,,Requires Department of Military and Veterans Affairs to certify financial counselors prior to advising members of New Jersey Army and Air National Guard.
S-4147,2022_2023,Veterans Chamber of Commerce-makes FY2024 suppl approp to DCA;$2M,SMV,"Cryan, Joseph P.",2023-11-30,,,A-5754,Makes FY 2024 supplemental appropriation of $2 million to DCA for NJ State Veterans Chamber of Commerce for operational costs.
S-4148,2022_2023,"Contracts, State-proh enter into, limits ability to install & run cert software",SBA,"Johnson, Gordon M.",2023-11-30,,,A-4690,Prohibits State agency from entering into certain State contracts that limits ability of State agency to install or run certain software.
S-4149,2022_2023,Commercial vehicles registered in State-req. to be equipped w/underride prot sys,STR,"Cryan, Joseph P.",2023-11-30,,,A-3205,Requires certain commercial motor vehicles registered in State to be equipped with underride protection systems and requires Chief Administrator of MVC to establish underride public awareness campaign.
S-4150,2022_2023,Lottery tickets-prohibits internet sale by Lottery Commission,SSG,"Cryan, Joseph P.",2023-11-30,,,A-5892,Prohibits internet sale of lottery tickets by State Lottery Commission.
S-4151,2022_2023,"Public defender fees, inability to pay-municipal court provide applicant notice",SJU,"Turner, Shirley K.",2023-11-30,,,A-0662,Requires notice to be provided by municipal court to applicant for public defender of fee and process to waive fee for inability to pay.
S-4152,2022_2023,"Capitol Joint Management Comm-make suppl approp, Capital Park Complex;$10M",SSG,"Turner, Shirley K.",2023-11-30,,,A-5850,Makes FY 2024 supplemental appropriation of $10 million to State Capitol Joint Management Commission for State Capitol Park Complex.
S-4153,2022_2023,MOM Project oral health three-year pilot program-establishes;$4.150M,SHH,"Turner, Shirley K.; Burgess, Renee C.",2023-11-30,,,A-3931,"Establishes MOM Project oral health three-year pilot program in DOH; appropriates $4,150,000. "
S-4154,2022_2023,Farm pesticide collection and disposal program-establish,SEN,"Turner, Shirley K.",2023-11-30,,,,Establishes farm pesticide collection and disposal program.
S-4155,2022_2023,Roadways surrounding State capital complex-requires maintenance,STR,"Turner, Shirley K.",2023-11-30,,,A-5775,Requires maintenance of roadways surrounding State capitol complex.
S-4156,2022_2023,"Hypodermic syringes & needles-provide 2-1-1 phone system, safe disposal location",SUB,"Singleton, Troy; Pou, Nellie",2023-11-30,,,A-4337,Requires Department of Health to provide information to Statewide 2-1-1 telephone system regarding the location of safe disposal sites for hypodermic syringes and needles and prescription drugs.
S-4157,2022_2023,"Military service-req instit of higher ed readmit student, enrollment interrupted",SHI,"Singleton, Troy; Corrado, Kristin M.",2023-11-30,,,,Requires public institution of higher education to readmit student whose enrollment was interrupted due to military service.
S-4158,2022_2023,Eagleton Science and Politics Fellowship Program-codifies; makes approp.,SSG,"Smith, Bob; Zwicker, Andrew",2023-11-30,,,,Codifies Eagleton Science and Politics Fellowship Program at Eagleton Institute of Politics; makes appropriations.
S-4159,2022_2023,"Pretrial release-permit voluntary participation in treatment, cert circumstances",SJU,"Sarlo, Paul A.; Stack, Brian P.",2023-11-30,,,,Permits voluntary participation in treatment as condition of pretrial release under certain circumstances.
S-4160,2022_2023,Sheriff's officer position-eliminates age requirement to transfer,SSG,"Lagana, Joseph A.",2023-11-30,,,A-5742,Eliminates age requirement to transfer to sheriff's officer position.
S-4161,2022_2023,"Affordable housing projects, cert-exempts sale of materials from sales & use tax",SCU,"Lagana, Joseph A.; Diegnan, Patrick J.",2023-11-30,,,A-5604,"Exempts receipts from sales of materials, supplies, and services for certain affordable housing projects from sales and use tax."
S-4162,2022_2023,Real property & improvements-authorize to sell as surplus in City of Jersey City,SSG,"Diegnan, Patrick J.",2023-11-30,,,A-5798,Authorizes State Treasurer to sell as surplus certain real property and improvements in City of Jersey City in Hudson County.
S-4163,2022_2023,Bridge Rehab & Improvement & Rr Right-of-way Preserv Bond Act-approp funds,2RS,"Diegnan, Patrick J.; Johnson, Gordon M.",2023-11-30,,,A-5800,"Appropriates unexpended funds from ""New Jersey Bridge Rehabilitation and Improvement and Railroad Right-of-way Preservation Bond Act of 1989."""
S-4164,2022_2023,Prosecutors Part of PERS-permit service credit for judicial clerk service,SSG,"Stack, Brian P.",2023-11-30,,,A-5855,Permits service credit in Prosecutors Part of PERS for judicial clerk service.
S-4165,2022_2023,"Blue Acres projects/Green Acres Prog-approp, land & conservation purposes;$48M",SUB,"Greenstein, Linda R.; Oroho, Steven V.",2023-11-30,,,A-5806,"Appropriates $48 million from constitutionally dedicated CBT revenues to DEP for State acquisition of lands for recreation and conservation purposes, including Blue Acres projects, and Green Acres Program administrative costs."
S-4166,2022_2023,"County Option Hospital Fee Program-amends definition, participating county",SUB,"Cruz-Perez, Nilsa I.; Madden, Fred H.",2023-11-30,,,A-5748,"Amends definition of ""participating county"" under County Option Hospital Fee Program."
S-4167,2022_2023,Disabled veteran owned businesses-require NJTA & SJTA waive E-ZPass tolls,STR,"Cruz-Perez, Nilsa I.",2023-11-30,,,,Requires NJTA and SJTA to waive E-ZPass tolls for disabled veteran owned businesses.
S-4168,2022_2023,Pretrial detention-concerns consideration of factors by court at hearing,SJU,"Cruz-Perez, Nilsa I.",2023-11-30,,,A-5513,Concerns consideration of factors by court at hearing for pretrial detention or violation of condition of pretrial release.
S-4169,2022_2023,Elder abuse in domestic settings-clarifies,SJU,"Stack, Brian P.",2023-11-30,,,A-2280,"Clarifies that ""Prevention of Domestic Violence Act of 1991"" covers elder abuse in domestic settings."
S-4170,2022_2023,Santiago/Ramos/Liu Police Prot. Act-law enforcement vehicles have tinted windows,SLP,"Stack, Brian P.",2023-11-30,,,,"""Santiago/Ramos/Liu Protection Act"" requires certain law enforcement vehicles to have tinted windows."
S-4171,2022_2023,"Operators, underground facilities-remove street marking, completion of cert work",SEG,"Stack, Brian P.",2023-11-30,,,,Requires operators of underground facilities to remove street markings after completion of certain work.
S-4172,2022_2023,Home improvement contractors-limit entering contract w/ full indemnification,SCM,"Stack, Brian P.",2023-11-30,,,,Limits home improvement contractor from entering into contract with full indemnification provision.
S-4173,2022_2023,Local school board elections-permit 16 and 17-year-olds to vote,SSG,"Stack, Brian P.",2023-11-30,,,,Permits 16 and 17-year-olds to vote in elections for local school board.
S-4174,2022_2023,Early intervention program services-restricts certain billing practices,SHH,"Stack, Brian P.",2023-11-30,,,,Restricts certain billing practices for early intervention program services.
S-4175,2022_2023,"Aspire Program, NJ-revises various requirements",2RS,"Pou, Nellie",2023-11-30,,,A-5833,Revises various requirements of New Jersey Aspire Program and establishes Redevelopment Project Bridge Financing Program.
S-4176,2022_2023,"Farmland preservation purposes-approp, CBT revenues & Preserv Fund;$1.723M",2RS,"Cruz-Perez, Nilsa I.; Turner, Shirley K.",2023-12-04,,,,"Appropriates $1.723 million from constitutionally dedicated CBT revenues and ""2009 Farmland Preservation Fund"" to State Agriculture Development Committee for grants to certain nonprofit organizations for farmland preservation purposes."
S-4177,2022_2023,Farmland preservation purposes-appropriate CBT revenues;$128.241M,2RS,"Cruz-Perez, Nilsa I.; Turner, Shirley K.",2023-12-04,,,,Appropriates $128.241 million from constitutionally dedicated CBT revenues to State Agriculture Development Committee for farmland preservation purposes.
S-4178,2022_2023,"Farmland preservation purposes-approp, CBT revenues & Preserv Fund;$500K",2RS,"Cruz-Perez, Nilsa I.; Turner, Shirley K.",2023-12-04,,,,"Appropriates $500,000 from constitutionally dedicated CBT revenues and ""2009 Farmland Preservation Fund"" to State Agriculture Development Committee for municipal planning incentive grants for farmland preservation purposes."
S-4179,2022_2023,Managed Long Term Services & Supports-maintain private duty nursing hours,SHH,"Bucco, Anthony M.",2023-12-04,,,,Provides for certain pediatric NJ FamilyCare beneficiaries to maintain private duty nursing hours when transitioning to Managed Long Term Services and Supports; codifies and expands appeals provisions for private duty nursing services.
S-4180,2022_2023,"Training Clinicians, Support Adults w/ Autism Workforce Devel Program;$500K",2RS,"Diegnan, Patrick J.; Corrado, Kristin M.",2023-12-04,,,A-5746,"Establishes Training Clinicians to Support Adults with Autism Workforce Development Program in Rutgers Center for Adult Autism Services; appropriates $500,000."
S-4181,2022_2023,Remote Methadone Dosing Pilot Program-establish; appropriates $225K,SHH,"Pou, Nellie",2023-12-04,,,A-5500,"Establishes ""Remote Methadone Dosing Pilot Program;"" appropriates $225,000."
S-4183,2022_2023,"Hotel/multiple dwelling-notice requirements & restrictions, hazardous conditions",SUB,"Scutari, Nicholas P.; Singleton, Troy",2023-12-04,,,A-5755,Enhances notice requirements and occupancy restrictions for hotels and multiple dwellings following determination of potentially hazardous condition.
S-4184,2022_2023,Alimony-req court consider cert domestic violence convictions when considering,SJU,"Madden, Fred H.",2023-12-04,,,A-2668,Requires court to consider certain domestic violence convictions when considering alimony award; permits alimony modification based on certain subsequent domestic violence convictions.
S-4185,2022_2023,"Volunteer first responders, cert-exemp from coverage, unemployment comp law",SLA,"Johnson, Gordon M.",2023-12-04,,,A-5860,"Exempts certain volunteer first responders from coverage under ""unemployment compensation law""; excludes from gross income amounts received for certain volunteer emergency services."
S-4186,2022_2023,"Stormwater impact-req to evaluate cumulative impact, applications w/ warehouses",SEN,"Greenstein, Linda R.",2023-12-04,,,A-5770,Requires DEP to evaluate cumulative impact of stormwater when reviewing applications associated with warehouse and other high-density development projects.
S-4187,2022_2023,"Real property & improvements, certain-sell as surplus, Twp. of Hillsborough",SSG,"Zwicker, Andrew",2023-12-04,,,A-5862,Authorizes State Treasurer to sell as surplus certain real property and improvements in Township of Hillsborough in Somerset County.
S-4188,2022_2023,"Farmers, organic-establishes one-time tax credits",SEG,"Zwicker, Andrew",2023-12-04,,,A-4216,Establishes one-time tax credits for certain organic farmers.
S-4189,2022_2023,"Affordable housing-extend preference, certain allied South Korean veterans",SMV,"Johnson, Gordon M.",2023-12-04,,,,Extends affordable housing preference to certain allied South Korean veterans.
S-4190,2022_2023,"Housing, construction/rehabilitation-changes earliest date, credits w/o controls",SCU,"Johnson, Gordon M.",2023-12-04,,,A-5859,Changes earliest date of construction or rehabilitation of housing granted credits without controls.
S-4191,2022_2023,"Alcoholic beverages, certain-permits sale at convenience stores",SLP,"Johnson, Gordon M.",2023-12-04,,,,Permits sale of certain alcoholic beverages at convenience stores.
S-4192,2022_2023,Broadband telecommunication service-concerns wireless community service,SEG,"Diegnan, Patrick J.",2023-12-04,,,A-5858,Removes requirement that local units may only provide broadband telecommunication service via wireless community service.
S-4193,2022_2023,"Special care nursing facilities-estab rate, neurologically impaired adult unit",2RA,"Sarlo, Paul A.; O'Scanlon, Declan J.",2023-12-04,,,A-5832,"Establishes minimum base NJ FamilyCare per diem reimbursement rate of $1,100 for special care nursing facility with neurologically impaired young adult unit."
S-4194,2022_2023,Disabled veteran assistance dogs-req organizations training to register w/ DMVA,SHH,"Testa, Michael L.; Madden, Fred H.",2023-12-04,,,A-5184,Requires organizations training disabled veteran assistance dogs to register with Division of Consumer Affairs and provide disabled veteran assistance dogs with vests or harnesses.
S-4195,2022_2023,Motor vehicle rental companies-provide 24-hour drop off or return service,SCM,"Steinhardt, Douglas J.; Bramnick, Jon M.",2023-12-04,,,,Requires motor vehicle rental companies provide 24-hour drop off or return service.
