bill_id,session,title,summary,commem
S1505,193rd,"An Act relative to fire safety education in schools and colleges
SECTION 1. Chapter 15A of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by adding the following section:- â€śSection 46 ... (a) For the purposes of this ...","By Mr. DiDomenico, a petition (accompanied by bill, Senate, No. 1505) of Sal N. DiDomenico, Michael J. Barrett and Jacob R. Oliveira for legislation relative to fire safety education in schools and colleges.  Public Safety and Homeland Security.",0
H1506,193rd,"An Act relative to child custody when either parent is on active military duty
(b) If a party with sole or joint physical custody or parenting time receives temporary duty, deployment, or mobilization orders from the military that requires the party to move a ...","By Representative Garry of Dracut, a petition (accompanied by bill, House, No. 1506) of Colleen M. Garry relative to child custody when parents are on active military duty.  The Judiciary.",0
S1506,193rd,"An Act relative to successful transition and re-entry to tomorrow for incarcerated persons
Chapter 127 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by inserting the end thereof the following new section:-
Section 170 ...","By Mr. DiDomenico, a petition (accompanied by bill, Senate, No. 1506) of Sal N. DiDomenico, Jason M. Lewis, Patricia D. Jehlen, Paul R. Feeney and others for legislation relative to successful transition and re-entry to tomorrow for incarcerated persons.  Public Safety and Homeland Security.",0
S1507,193rd,"An Act relative to public safety around hospitals with air emergency helipads
Notwithstanding any general or special law or rule or regulation to the contrary, non-emergency aircraft flight training maneuvers are prohibited within a 2 nautical mile radius ...","By Mr. Eldridge, a petition (accompanied by bill, Senate, No. 1507) of James B. Eldridge for legislation relative to public safety around hospitals with air emergency helipads.  Public Safety and Homeland Security.",0
H1507,193rd,"An Act requiring blood testing for a surviving drivers
SECTION 1. Section 24 of chapter 90 of the General Laws, as appearing in the 2014 Official Edition, is hereby amended by inserting after the word â€śliquorâ€ť, in lines 537 and 538 ...","By Representative Garry of Dracut, a petition (accompanied by bill, House, No. 1507) of Colleen M. Garry for legislation to require blood testing for survivors of motor vehicle accidents or collisions resulting in personal injury or death.  The Judiciary.",0
H1508,193rd,"An Act known as  ""Drug Test Consent Bill"" aka ""Christina's Law""
SECTION 1.  Section 24 of chapter 90 of the General Laws, as appearing in the 2014 Official Edition, is hereby amended by striking out in lines 1 to 11, inclusive, the words ...","By Representative Garry of Dracut, a petition (accompanied by bill, House, No. 1508) of Colleen M. Garry relative to the penalty for operating a motor vehicle under the influence of alcohol or drugs.  The Judiciary.",0
S1508,193rd,"An Act to strengthen gun control
SECTION 1. Section 121 of chapter 140 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by inserting after the definition of â€śweaponâ€ť the following ...","By Mr. Eldridge, a petition (accompanied by bill, Senate, No. 1508) of James B. Eldridge, James Arciero and Sal N. DiDomenico for legislation to strengthen gun control.  Public Safety and Homeland Security.",0
H1509,193rd,"An Act to protect victims of rape and children conceived during the commission of said offense
SECTION 1. Chapter 209 of the General Laws, as so appearing, is hereby amended by adding the following section:-
Section 39 ... Notwithstanding the provisions of section 38, a married ...","By Representative Garry of Dracut, a petition (accompanied by bill, House, No. 1509) of Colleen M. Garry relative to victims of rape and children conceived during the commission of said offense.  The Judiciary.",0
S1509,193rd,"An Act relative to 3D printed guns and ghost guns
Section 1. Section 121 of Chapter 140 of the General Laws, is hereby amended by inserting after the word â€śdetectorsâ€ť in line 77, â€�â€śframeâ€ť, the part of a handgun, or variants ...","By Mr. Eldridge, a petition (accompanied by bill, Senate, No. 1509) of James B. Eldridge, Michael J. Barrett, John F. Keenan, Patricia D. Jehlen and others for legislation relative to 3D printed guns and ghost guns.  Public Safety and Homeland Security.",0
H1510,193rd,"An Act relative to prohibit  sex offenders from entering on to public or private school property for any reason
Chapter 265 of the M.G.L. shall be amended by adding the following at the end thereof:

Section 59 ... A sex offender, as defined by section 178C of chapter 6, shall not be allowed ...","By Representative Garry of Dracut, a petition (accompanied by bill, House, No. 1510) of Colleen M. Garry, Marcus S. Vaughn and Carol A. Doherty relative to prohibiting sex offenders from entering public or private school property for any reason.  The Judiciary.",0
S1510,193rd,"An Act to protect the civil rights and safety of all Massachusetts residents
SECTION 1. This act shall be known and may be cited as the â€śSafe Communities Actâ€ť
SECTION 2. Chapter 147 of the General Laws is hereby amended by inserting after section 62 the ...","By Mr. Eldridge, a petition (accompanied by bill, Senate, No. 1510) of James B. Eldridge, Liz Miranda, Ruth B. Balser, Joanne M. Comerford and other members of the General Court for legislation to protect the civil rights and safety of all Massachusetts residents.  Public Safety and Homeland Security.",0
H1511,193rd,"An Act relative to court approved parent education program
SECTION 1.  Chapter 209C of the General Laws, as appearing in the 2014 Official Edition, is hereby amended by adding the following:-

Section 25 ...","By Representative Garry of Dracut, a petition (accompanied by bill, House, No. 1511) of Colleen M. Garry, Marcus S. Vaughn and Kelly W. Pease relative to a court approved parent education program in certain probate proceedings.  The Judiciary.",0
S1511,193rd,"An Act to provide criminal justice reform protections to all prisoners in segregated confinement
SECTION 1. Section 1 of chapter 127 of the General Laws, as appearing in the 2018 Official Edition, is hereby amended by inserting after the definition of â€śVictimâ€ť the following 6 ...","By Mr. Eldridge, a petition (accompanied by bill, Senate, No. 1511) of James B. Eldridge, Liz Miranda, Michael J. Barrett, Vanna Howard and others for legislation to provide criminal justice reform protections to all prisoners in segregated confinement.  Public Safety and Homeland Security.",0
H1512,193rd,"An Act relative to annoying telephone calls
SECTION 1.  Chapter 269 of the General Laws is hereby amended by inserting after section 14B the following section:-

Section 14C ... Whoever allows his telephone to be used by ...","By Representative Garry of Dracut, a petition (accompanied by bill, House, No. 1512) of Colleen M. Garry relative to the penalty for persons making annoying and abusive telephone calls.  The Judiciary.",0
S1512,193rd,"An Act ensuring the safety of our communities and citizens
SECTION 1. Chapter 30 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by adding the following section:-
Section 66 ... (b) In the event that any ...","By Mr. Fattman, a petition (accompanied by bill, Senate, No. 1512) of Ryan C. Fattman for legislation to ensure the safety of our communities and citizens.  Public Safety and Homeland Security.",0
H1513,193rd,"An Act relative to manslaughter by protest
Section 1. Chapter 265 of the General Laws shall be amended in section 13 by adding after the word â€śmanslaughterâ€ť in the first sentence, the following language:-
 â€śor ...","By Representative Garry of Dracut, a petition (accompanied by bill, House, No. 1513) of Colleen M. Garry, Steven S. Howitt and Marcus S. Vaughn relative to manslaughter caused by reckless disregard of life while protesting or blocking highways or roadway access.  The Judiciary.",0
S1513,193rd,"An Act prohibiting the confiscation of lawfully owned firearms during a state of emergency
Chapter 140 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by inserting after section 129D the following section:-
Section 129E ...","By Mr. Fattman, a petition (accompanied by bill, Senate, No. 1513) of Ryan C. Fattman for legislation to prohibit the confiscation of lawfully owned firearms during a state of emergency.  Public Safety and Homeland Security.",0
