bill_number,session,primary_sponsor,status,summary,bill_url
LB0672,2023_2024,"Hansen, B.",Indefinitely postponed,Appropriate funds to the Department of Environment and Energy,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50818
LB0673,2023_2024,"Hansen, B.",Indefinitely postponed,Provide grants to schools that adopt a policy to provide emergency response mapping data to law enforcement agencies and provide powers and duties for the State Department of Education and State Board of Education,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50434
LB0674,2023_2024,Jacobson,Indefinitely postponed,Change provisions relating to digital asset depositories,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=49956
LB0675,2023_2024,Day,Indefinitely postponed,Change provisions relating to elections and identification documents,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50194
LB0676,2023_2024,Day,Indefinitely postponed,Create the Nebraska Diaper Distribution Grant program,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50727
LB0677,2023_2024,Day,Indefinitely postponed,Create the Nebraska Knowing is Doing Something pilot program,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50783
LB0678,2023_2024,Day,Indefinitely postponed,Change provisions and definitions of the Nebraska Fair Employment Practice Act relating to disability,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50409
LB0679,2023_2024,Day,Indefinitely postponed,"Create the Holocaust and Genocide Education Training Grant Program and provide duties for the State Department of Education, State Board of Education, and Commissioner of Education",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50305
LB0680,2023_2024,Day,Indefinitely postponed,Change provisions of the Parkinson’s Disease Registry Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50541
LB0681,2023_2024,Clements,Indefinitely postponed,Change provisions relating to a fund and provide for transfers under the Tax Equity and Educational Opportunities Support Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50670
LB0682,2023_2024,Vargas,Indefinitely postponed,Appropriate funds to the Department of Economic Development,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50803
LB0683,2023_2024,Transportation and Telecommunications Committee,Passed,"Change provisions relating to the County Bridge Match Program, the Highway Cash Fund, the Nebraska Telecommunications Universal Service Fund, the Roads Operations Cash Fund, the Nebraska Broadband Bridge Act, the One-Call Notification System Act, and the Small Wireless Facilities Deployment Act, adopt the Rural Communications Sustainability Act, and create the Nebraska Broadband Office and the Underground Excavation Safety Committee",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50596
LBA0683,2023_2024,Moser,Passed,Appropriation Bill,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=53153
LB0684,2023_2024,Briese,Indefinitely postponed,Provide for a review of services provided by state agencies,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50308
LBA0684,2023_2024,Briese,Indefinitely postponed,Appropriation Bill,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=51936
LB0685,2023_2024,Lowe,Passed,Provide requirements for sale of certain alcoholic beverages and change provisions relating to the Mechanical Amusement Device Tax Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50492
LB0686,2023_2024,Walz,Passed,Name the Cities of the First Class Firefighters Retirement Act and change provisions relating to firefighters employed by a city of the first class,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=49827
LB0687,2023_2024,"Cavanaugh, M.",Indefinitely postponed,Create the Nebraska Integrated Juvenile Data Governing Body and the Nebraska Integrated Juvenile Data and Information System,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50020
LB0688,2023_2024,Erdman,Indefinitely postponed,State intent to appropriate funds to the Department of Motor Vehicles,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50820
LB0689,2023_2024,Linehan,Indefinitely postponed,Change provisions relating to an income tax credit for community college taxes paid,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50184
LB0690,2023_2024,Linehan,Indefinitely postponed,"Change provisions relating to powers and duties of the State Department of Education, State Board of Education, and Commissioner of Education",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50663
LB0691,2023_2024,Linehan,Indefinitely postponed,Require the city or owner of a fixed rail or streetcar system to pay project-related costs for utilities,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50719
LB0692,2023_2024,Linehan,Indefinitely postponed,Adopt the Good Life Transformational Projects Act and change the sales tax rate,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50821
LB0693,2023_2024,Linehan,Indefinitely postponed,Require an authority under the Community Development Law to pay project-related costs for utility work for a fixed rail or streetcar system,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50720
LB0694,2023_2024,Linehan,Indefinitely postponed,Provide for a sales and use tax exemption for certain machinery and equipment related to broadband communications services,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50672
LB0695,2023_2024,Linehan,Indefinitely postponed,Provide a property tax exemption,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50678
LB0696,2023_2024,Conrad,Indefinitely postponed,Provide for legislative oversight of the settlement funds administered by the Attorney General,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50827
LB0697,2023_2024,Conrad,Indefinitely postponed,Change the Nebraska Job Creation and Mainstreet Revitalization Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50408
LB0698,2023_2024,Murman,Indefinitely postponed,Change provisions relating to residency for enrollment in a public college or university,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50703
LB0699,2023_2024,Murman,Indefinitely postponed,Change the valuation of certain real property for purposes of taxes levied by school districts,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50439
LB0700,2023_2024,Murman,Indefinitely postponed,Remove redundant language relating to the community college system,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50838
LB0701,2023_2024,Murman,Indefinitely postponed,Change legislative intent provisions under the Tax Equity and Educational Opportunities Support Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50837
LB0702,2023_2024,Murman,Indefinitely postponed,Change provisions relating to educational service units,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50839
LB0703,2023_2024,Murman,Indefinitely postponed,Change provisions relating to the University of Nebraska,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50840
LB0704,2023_2024,Murman,Indefinitely postponed,Provide for distribution of certain account balances upon death under the achieving a better life experience program,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50080
LB0705,2023_2024,Murman,Passed,"Provide, change, transfer, and eliminate provisions relating to education",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50370
LBA0705,2023_2024,Murman,Passed,Appropriation Bill,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54035
LB0706,2023_2024,Moser,Indefinitely postponed,Authorize the issuance of highway bonds under the Nebraska Highway Bond Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50848
LB0707,2023_2024,Dungan,Indefinitely postponed,Provide for grants to cities of the primary class from the Affordable Housing Trust Fund,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50634
LB0708,2023_2024,Arch,Indefinitely postponed,"Require the Office of Probation Administration, the State Court Administrator, the State Department of Education, and the Department of Health and Human Services to enter into a memorandum of understanding for the sharing of data regarding data relevant to students who are under the jurisdiction of the juvenile court",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50463
LB0709,2023_2024,Wishart,Indefinitely postponed,Create the Convention and Event Center Capital Construction Program,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50542
LB0710,2023_2024,Dungan,Indefinitely postponed,Change provisions of the Credit Union Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50346
LB0711,2023_2024,Armendariz,Indefinitely postponed,Change provisions of the Nebraska Uniform Trust Code,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50515
LB0712,2023_2024,Hardin,Indefinitely postponed,Create the Ground Based Strategic Deterrent Deployment Fund,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50585
LB0713,2023_2024,"Cavanaugh, J.",Indefinitely postponed,Provide a correctional forecasting tool for the Committee on Justice Reinvestment Oversight,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50681
LB0714,2023_2024,"Cavanaugh, J.",Indefinitely postponed,Change provisions of the Nebraska Affordable Housing Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50826
LB0715,2023_2024,"Cavanaugh, J.",Indefinitely postponed,Require the Governor to apply for emergency rental assistance under the federal American Rescue Plan Act of 2021,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50694
LB0716,2023_2024,"Cavanaugh, J.",Passed,"Change provisions relating to the National Electrical Code and licensure, registration, and state inspection fees under the State Electrical Act",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50146
LB0717,2023_2024,"Cavanaugh, J.",Indefinitely postponed,Provide for criminal prosecutions of persons under fourteen years of age for murder in the first or second degree and change jurisdiction under the Nebraska Juvenile Code,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50231
LB0718,2023_2024,Dover,Indefinitely postponed,Appropriate funds to the Nebraska Arts Council,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50825
LB0719,2023_2024,Dover,Indefinitely postponed,Appropriate funds to the Department of Economic Development,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50824
LB0720,2023_2024,Dover,Indefinitely postponed,Change provisions relating to child support liens,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50732
LB0721,2023_2024,Ballard,Indefinitely postponed,Appropriate funds to the Department of Transportation for the East Beltway project in Lancaster County,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50570
LB0722,2023_2024,Bostelman,Indefinitely postponed,Provide authority for the Public Service Commission regarding construction of broadband or other telecommunications infrastructure,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50630
LB0723,2023_2024,Bostelman,Indefinitely postponed,Adopt the Public Water and Natural Resources Project Contracting Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50788
LB0724,2023_2024,Vargas,Indefinitely postponed,Eliminate certain basic skill and content test requirements for eligibility for teaching certificates,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50411
LB0725,2023_2024,Dungan,Indefinitely postponed,Change provisions relating to electric companies and electric cooperative corporations,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50708
