bill_number,session,bill_type,primary_sponsor,sponsors,title,summary
S0345,2023-2024,Resolution,Senator Kimpson,Kimpson; Matthews; Stephens,Lavel Davis Jr.,"A RESOLUTION TO EXPRESS PROFOUND SORROW UPON THE PASSING OF LAVEL ""TYLER"" NORMAN DAVIS, JR. AND TO EXTEND THE DEEPEST SYMPATHY TO HIS FAMILY AND MANY FRIENDS."
S0370,2023-2024,Concurrent Resolution,Senator Kimpson,Kimpson; Matthews,"Abraham âAbeï¿½ Jenkins, Jr. Road Naming","A CONCURRENT RESOLUTION TO REQUEST THAT THE DEPARTMENT OF TRANSPORTATION NAME THE INTERSECTION OF S-91 (RIVER ROAD) AND FT. TRENHOLM ROAD IN CHARLESTON COUNTY ""ABRAHAM JENKINS, JR. INTERSECTION"" AND ERECT APPROPRIATE MARKERS OR SIGNS AT THIS LOCATION CONTAINING THE DESIGNATION."
S0453,2023-2024,Resolution,Senator Kimpson,Kimpson,Amelia Moore Taylor 100th Birthday,A SENATE RESOLUTION TO CONGRATULATE AMELIA MOORE-TAYLOR ON THE OCCASION OF HER ONE HUNDREDTH BIRTHDAY AND TO WISH HER A JOYOUS BIRTHDAY CELEBRATION AND MUCH HAPPINESS IN THE DAYS AHEAD.
S0495,2023-2024,Concurrent Resolution,Senator Kimpson,Kimpson,Annette and James Smalls Road Naming,"A CONCURRENT RESOLUTION TO REQUEST THAT THE DEPARTMENT OF TRANSPORTATION NAME S-81 (SYCAMORE AVENUE) FROM S-6 (MAGNOLIA ROAD) TO S-522 (5TH AVENUE) IN CHARLESTON COUNTY ""ANNETTE AND JAMES SMALLS ROAD"" AND ERECT APPROPRIATE MARKERS OR SIGNS AT THIS LOCATION CONTAINING THE DESIGNATION."
S0560,2023-2024,General Bill,Senator Kimpson,Kimpson,Golf Carts,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 56-2-105, RELATING TO GOLF CART PERMIT AND THE OPERATION OF A GOLF CART, SO AS TO AMEND THE HIGHWAYS AND STREETS ON WHICH THE OPERATION OF PERMITTED GOLF CARTS IS LEGAL TO THOSE WITH SPEED LIMITS LOWER THAN TWENTY-FIVE MILES PER HOUR; TO REQUIRE SEAT BELTS AND APPROPRIATE CHILD RESTRAINTS ON GOLF CARTS AND TO IMPOSE FINES FOR VIOLATION OF THE SECTION."
S0696,2023-2024,Resolution,Senator Kimpson,Kimpson,George Sink,A SENATE RESOLUTION TO RECOGNIZE GEORGE SINK FOR HIS MANY YEARS OF DEDICATED SERVICE TO THE PEOPLE AND THE STATE OF SOUTH CAROLINA.
S0701,2023-2024,Resolution,Senator Kimpson,Kimpson,Alcohol Responsibility Month,"A SENATE RESOLUTION TO RECOGNIZE APRIL 2023 AS ""ALCOHOL RESPONSIBILITY MONTH"" IN SOUTH CAROLINA."
S0775,2023-2024,Concurrent Resolution,Senator Kimpson,Kimpson,Christine Jackson Road Naming,"A CONCURRENT RESOLUTION TO REQUEST THAT THE DEPARTMENT OF TRANSPORTATION NAME S-1022 (WASHINGTON STREET) FROM L-4349 (LAURENS STREET) NORTH TO THE END OF STATE MAINTENANCE IN CHARLESTON COUNTY ""CHRISTINE JACKSON ROAD"" AND ERECT APPROPRIATE MARKERS OR SIGNS AT THIS LOCATION CONTAINING THE DESIGNATION."
S0233,2023-2024,General Bill,Senator Loftis,Loftis,In State Tuition,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 59-112-10(D), RELATING TO THE DEFINITION FOR DOMICILE, SO AS TO PROVIDE FACTORS TO CONSIDER WHEN MAKING A DETERMINATION CONCERNING A PERSON'S DOMICILE; AND BY ADDING SECTION 59-112-15 SO AS TO PROVIDE THAT TEMPORARY ABSENCE FROM ONE'S DOMICILIARY SOLELY FOR THE PURPOSE OF EMPLOYMENT DOES NOT CHANGE THE MEANING OF A DOMICILE WITHIN THE MEANING OF THIS SECTION."
S0234,2023-2024,General Bill,Senator Loftis,Loftis; Adams; Grooms; Bennett; Rice; Kimbrell; Davis; Campsen; Verdin,Parents Bill of Rights,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS, TITLE 63, BY ADDING CHAPTER 23 SO AS TO ENACT THE PARENTAL BILL OF RIGHTS; BY ADDING SECTION 63-23-110 SO AS TO PROVIDE THAT PARENTS HAVE FUNDAMENTAL RIGHTS REGARDING THE UPBRINGING, EDUCATION, AND CARE OF THEIR CHILDREN; BY ADDING SECTION 63-23-120 SO AS TO DEFINE NECESSARY TERMS; BY ADDING SECTION 63-23-130 SO AS TO PROVIDE THAT THE GOVERNMENT CANNOT INFRINGE ON FUNDAMENTAL RIGHTS OF PARENTS WITHOUT A COMPELLING STATE INTEREST THAT IS NARROWLY TAILORED AND THAT CANNOT BE ACHIEVED BY A LESS INTRUSIVE MEANS; BY ADDING SECTION 63-23-140 SO AS TO PROVIDE FUNDAMENTAL RIGHTS OF PARENTS; BY ADDING SECTION 63-23-150 SO AS TO REQUIRE THAT SCHOOL DISTRICTS SHOULD CREATE PARENTAL INVOLVEMENT POLICIES; BY ADDING SECTION 63-23-160 SO AS TO PROHIBIT HEALTH CARE PROVIDERS FROM SOLICITING OR PROVIDING HEALTH CARE SERVICES TO CHILDREN WITHOUT WRITTEN PARENTAL CONSENT; BY ADDING SECTION 63-23-170 TO PROVIDE THAT THE PROVISIONS CONTAINED IN THIS CHAPTER SUPERSEDE ANY MATTER TO THE CONTRARY CONTAINED IN A STATE OF EMERGENCY; BY ADDING SECTION 63-23-180 TO PROVIDE FOR A CAUSE OF ACTION FOR VIOLATIONS OF THIS CHAPTER; AND BY AMENDING SECTION 63-5-340, RELATING TO A MINOR'S CONSENT TO HEALTH SERVICES, SO AS TO RAISE THE AGE AT WHICH A MINOR MAY CONSENT TO HEALTH SERVICES."
S0315,2023-2024,General Bill,Senator Loftis,Loftis,Open Enrollment,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 59-63-25 SO AS TO PROVIDE AN OPEN ENROLLMENT OPTION IN PUBLIC SCHOOLS; BY AMENDING SECTION 59-63-30, SECTION 59-63-32(B), (C), AND (E), AND SECTION 59-63-480, TO MAKE CONFORMING CHANGES TO IMPLEMENT THE OPEN ENROLLMENT OPTION."
S0461,2023-2024,General Bill,Senator Loftis,Loftis; Gambrell; Garrett; Rice; Grooms; Climer; Setzler,Post-secondary degree and industry credential data,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 59-101-415 SO AS TO PROVIDE THE COMMISSION ON HIGHER EDUCATION AND STATE BOARD FOR TECHNICAL AND COMPREHENSIVE EDUCATION ANNUALLY SHALL REPORT TO THE GOVERNOR AND GENERAL ASSEMBLY CERTAIN INFORMATION DOCUMENTING THE PERFORMANCE OF THE INSTITUTIONS UNDER THEIR RESPECTIVE OVERSIGHT IN PREPARING STUDENTS FOR THE WORKFORCE, AND TO PROVIDE RELATED OBLIGATIONS OF THESE INSTITUTIONS."
S0485,2023-2024,General Bill,Senator Loftis,Loftis,Paris Mountain State Park access points,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 57-3-640, RELATING TO DRIVEWAYS AND ROADS IN STATE PARKS, SO AS TO PROVIDE THE DEPARTMENT OF TRANSPORTATION SHALL NOT INSTALL CURB CUTS OR OTHER ACCESS POINTS TO PARIS MOUNTAIN STATE PARK ALONG ALTAMONT ROAD IN GREENVILLE COUNTY."
S0515,2023-2024,General Bill,Senator Loftis,Loftis,Home school student participation in public school interscholastic activities,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 59-63-100, RELATING TO HOME SCHOOL STUDENT PARTICIPATION IN PUBLIC SCHOOL DISTRICT INTERSCHOLASTIC ACTIVITIES, SO AS TO REMOVE THE REQUIREMENT THAT SUCH STUDENTS BE HOME SCHOOLED FOR ONE FULL ACADEMIC YEAR BEFORE PARTICIPATING IN SUCH ACTIVITIES."
S0516,2023-2024,General Bill,Senator Loftis,Loftis,School recess,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 59-10-10, RELATING TO STANDARDS FOR PHYSICAL ACTIVITY AND PHYSICAL EDUCATION IN KINDERGARTEN THROUGH FIFTH GRADE, SO AS TO PROVIDE MANDATORY, DAILY RECESS PERIODS TOTALING FORTY-FIVE TO SIXTY MINUTES FOR STUDENTS IN FOUR-YEAR-OLD KINDERGARTEN THROUGH FIFTH GRADE AND THIRTY TO FORTY-FIVE MINUTES FOR STUDENTS IN SIXTH THROUGH EIGHTH GRADE FOR UNSTRUCTURED, SELF-DIRECTED, OUTDOOR PHYSICAL ACTIVITY, TO PROVIDE THESE RECESS PERIODS ARE IN ADDITION TO EXISTING PHYSICAL EDUCATION OR OTHER CURRICULUM REQUIREMENTS, AND TO PROVIDE THE SAME UNSTRUCTURED, SELF-DIRECTED RECESS PERIODS MUST BE HELD INDOORS DURING TIMES OF INCLEMENT WEATHER WITHOUT THE USE OF INDIVIDUAL ELECTRONIC DEVICES BY STUDENTS; TO REDESIGNATE ARTICLE 1 OF CHAPTER 10, TITLE 59 AS ""PHYSICAL EDUCATION AND ACTIVITY""; AND TO PROVIDE THE STATE BOARD OF EDUCATION AND STATE DEPARTMENT OF EDUCATION SHALL TAKE CERTAIN MEASURES TO CONFORM THEIR RESPECTIVE REGULATIONS AND RULES TO THE PROVISIONS OF THIS ACT, AND TO CLARIFY THAT THE PROVISIONS OF THIS ACT PREVAIL TO THE EXTENT THEY CONFLICT WITH ANY SUCH REGULATIONS AND RULES."
S0579,2023-2024,Resolution,Senator Loftis,Loftis,STEM Education Day 2023,"A SENATE RESOLUTION TO ENCOURAGE ALL SOUTH CAROLINIANS TO JOIN WITH THE SENATE IN RECOGNIZING THE POSITIVE IMPACT OF STEM EDUCATION AND STEM EDUCATORS ON THE QUALITY OF LIFE FOR RESIDENTS OF THE PALMETTO STATE AND TO DECLARE APRIL 12, 2023, AS STEM EDUCATION DAY THROUGHOUT THE STATE OF SOUTH CAROLINA."
S0699,2023-2024,Concurrent Resolution,Senator Loftis,Loftis,"Martin O'Connor, public service","A CONCURRENT RESOLUTION TO EXPRESS DEEP APPRECIATION FOR THE DEDICATED PUBLIC SERVICE OF MARTIN O'CONNOR, MEMBER OF THE BOARD OF THE CHARTER INSTITUTE OF ERSKINE, AND TO WISH HIM A FUTURE BLESSED WITH GOOD HEALTH AND MUCH JOY."
S0763,2023-2024,General Bill,Senator Loftis,Loftis,Waste Tires,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 44-96-170, RELATING TO WASTE TIRES, SO AS TO REMOVE THE CAP ON TIPPING FEES THAT A COUNTY MAY CHARGE FOR RECYCLING AND DISPOSAL OF CERTAIN WASTE TIRES AND TO ENCOURAGE STAKEHOLDER COLLABORATION ON MARKET DEVELOPMENT OPPORTUNITIES REGARDING END-OF-LIFE TIRE RECYCLING IN SOUTH CAROLINA."
S0803,2023-2024,General Bill,Senator Loftis,Loftis,Uninsured motor vehicles,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 56-10-240, RELATING TO UNINSURED MOTOR VEHICLES, THE SUSPENSIONS AND APPEALS OF SUSPENSIONS OF MOTOR VEHICLE LICENSE PLATES AND REGISTRATION CERTIFICATES, AND PENALTIES, SO AS TO PROVIDE MOTOR VEHICLE OWNERS HAVE FIVE BUSINESS DAYS AFTER THE EFFECTIVE DATE OF THE CANCELLATION OR EXPIRATION OF THEIR LIABILITY POLICIES TO SURRENDER THEIR MOTOR VEHICLES' LICENSE PLATES AND REGISTRATION CERTIFICATES."
S1220,2023-2024,General Bill,Senator Loftis,Loftis,State Parks,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 57-3-640, RELATING TO DRIVEWAYS AND ROADS IN STATE PARKS, SO AS TO PROVIDE THE DEPARTMENT OF TRANSPORTATION MUST OBTAIN APPROVAL FROM COUNTY LEGISLATIVE DELEGATIONS BEFORE ADDING OR CHANGING ENCHROACHMENTS OR ACCESS POINTS IN STATE PARKS."
S1231,2023-2024,General Bill,Senator Loftis,Loftis; Corbin; Massey; Martin; Alexander; Kimbrell,Ejectment of Person Unlawfully Occupying Residential Dwelling,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 27-37-200 SO AS TO PROVIDE A PROCEDURE FOR THE REMOVAL OF A PERSON UNLAWFULLY OCCUPYING A RESIDENTIAL DWELLING; BY ADDING SECTION 16-11-785 SO AS TO PROVIDE A CRIMINAL PENALTY FOR A PERSON WHO UNLAWFULLY DETAINS OR OCCUPIES OR TRESPASSES UPON A RESIDENTIAL DWELLING AND WHO INTENTIONALLY DAMAGES THE DWELLING CAUSING ONE THOUSAND DOLLARS OR MORE IN DAMAGES; BY ADDING SECTION 16-11-790 SO AS TO PROVIDE A CRIMINAL PENALTY FOR A PERSON WHO LISTS OR ADVERTISES RESIDENTIAL REAL PROPERTY FOR SALE KNOWING THAT THE PURPORTED SELLER HAS NO LEGAL TITLE OR AUTHORITY TO SELL THE PROPERTY, OR RENTS OR LEASES THE PROPERTY TO ANOTHER PERSON KNOWING THAT HE HAS NO LAWFUL OWNERSHIP IN THE PROPERTY OR LEASEHOLD INTEREST IN THE PROPERTY; AND BY ADDING SECTION 16-11-795 SO AS TO PROVIDE A CRIMINAL PENALTY FOR A PERSON WHO, WITH THE INTENT TO DETAIN OR REMAIN UPON REAL PROPERTY, KNOWINGLY AND WILLFULLY PRESENTS TO ANOTHER PERSON A FALSE DOCUMENT PURPORTING TO BE A VALID LEASE AGREEMENT, DEED, OR OTHER INSTRUMENT CONVEYING REAL PROPERTY RIGHTS."
S0042,2023-2024,General Bill,Senator Malloy,Malloy,Judicial Criminal Information Technology Committee,"A BILL TO AMEND TITLE 14 OF THE SOUTH CAROLINA CODE OF LAWS, RELATING TO THE COURTS, BY ADDING CHAPTER 32, TO CREATE THE JUDICIAL CRIMINAL INFORMATION TECHNOLOGY COMMITTEE AND TO ESTABLISH ITS MEMBERSHIP, DUTIES, AND RESPONSIBILITIES, INCLUDING THE STUDY OF AND RECOMMENDATIONS FOR THE IMPROVEMENT OF JUDICIAL AND LAW ENFORCEMENT INFORMATION TECHNOLOGY AND REPORTING."
S0043,2023-2024,Joint Resolution,Senator Malloy,Malloy; Gustafson,Separate confinement of juvenile offenders,"A JOINT RESOLUTION PROPOSING AN AMENDMENT TO SECTION 3, ARTICLE XII OF THE CONSTITUTION OF SOUTH CAROLINA, RELATING TO THE REQUIREMENT THAT THE GENERAL ASSEMBLY PROVIDE FOR THE SEPARATE CONFINEMENT OF JUVENILE OFFENDERS FROM OLDER CONFINED PERSONS, TO CHANGE THE AGE FOR WHICH THE GENERAL ASSEMBLY SHALL PROVIDE FOR THE SEPARATE CONFINEMENT OF JUVENILE OFFENDERS FROM ""UNDER THE AGE OF SEVENTEEN"" TO ""UNDER THE AGE OF EIGHTEEN""."
S0044,2023-2024,General Bill,Senator Malloy,Malloy,"Sentencing Reform Oversight Committee, termination","A BILL TO DELETE SECTION 24-28-20(C) OF THE SOUTH CAROLINA CODE OF LAWS, RELATING TO THE TERMINATION OF THE SENTENCING REFORM OVERSIGHT COMMITTEE, TO REESTABLISH THE SENTENCING REFORM OVERSIGHT COMMITTEE; AND TO AMEND SECTION 24-28-30(3)(C) OF THE S.C. CODE, RELATING TO ANNUAL REPORTS, TO MAKE CONFORMING CHANGES."
S0045,2023-2024,Joint Resolution,Senator Malloy,Malloy,Abortion Constitutional Amendment,"A JOINT RESOLUTION PROPOSING AN AMENDMENT TO ARTICLE I OF THE CONSTITUTION OF SOUTH CAROLINA, RELATING TO THE DECLARATION OF RIGHTS, BY ADDING SECTION 26, SO AS TO RECOGNIZE THAT SECTIONS 3 AND 10 OF ARTICLE I PROVIDE FOR A RIGHT OF BODILY INTEGRITY AND AUTONOMY THAT INCLUDES A LIMITED RIGHT TO AN ABORTION AND TO AUTHORIZE THE GENERAL ASSEMBLY TO PROVIDE BY LAW FOR THE REGULATION OF ABORTION, INCLUDING WHEN A CLINICALLY DIAGNOSABLE PREGNANCY MAY BE TERMINATED AND WHETHER STATE FUNDING MAY BE USED TO TERMINATE A CLINICALLY DIAGNOSABLE PREGNANCY."
S0046,2023-2024,General Bill,Senator Malloy,Malloy,Hartsville Community Center Building Commission,"A BILL TO AMEND ACT 259 OF 1961, AS AMENDED, RELATING TO THE HARTSVILLE COMMUNITY CENTER BUILDING COMMISSION, SO AS TO INCREASE THE COMMISSION'S MEMBERSHIP FROM THREE TO FIVE MEMBERS."
S0047,2023-2024,General Bill,Senator Malloy,Malloy,Voter ID,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 7-13-710(D)(1) AND (2), RELATING TO THE PRESENTATION OF IDENTIFICATION WHEN AN ELECTOR PRESENTS HIMSELF TO VOTE, SO AS TO PROVIDE THAT AN ELECTOR WHO FAILS TO PRODUCE A VALID AND CURRENT PHOTOGRAPH IDENTIFICATION MAY COMPLETE A WRITTEN STATEMENT AT THE POLLING PLACE AND AFFIRM THAT HE MEETS CERTAIN QUALIFICATIONS, TO PROVIDE THAT THE STATEMENT AND THE ELECTOR'S PROVISIONAL BALLOT MUST BE FILED WITH THE COUNTY BOARD OF VOTER REGISTRATION AND ELECTIONS, AND TO PROVIDE THAT THE COUNTY BOARD OF VOTER REGISTRATION AND ELECTIONS SHALL FIND THAT A PROVISIONAL BALLOT IS VALID, UNLESS THE BOARD HAS GROUNDS TO BELIEVE THE STATEMENT IS FALSE, IF THE BOARD DETERMINES THAT THE VOTER WAS CHALLENGED ONLY FOR THE INABILITY TO PROVIDE PROOF OF IDENTIFICATION AND THE REQUIRED STATEMENT IS SUBMITTED."
S0048,2023-2024,General Bill,Senator Malloy,Malloy,Asset Forfeiture and Private Property Protection Act,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS TO ENACT THE ""ASSET FORFEITURE AND PRIVATE PROPERTY PROTECTION ACT"" BY ADDING CHAPTER 32 TO TITLE 17, RELATING TO CRIMINAL PROCEDURES, SO AS TO PROVIDE FOR ASSET FORFEITURE AND PRIVATE PROPERTY PROTECTION PROCESSES."
S0049,2023-2024,Joint Resolution,Senator Malloy,Malloy,Constitutional Amendment Officer Qualification College Trustees,"A JOINT RESOLUTION PROPOSING AN AMENDMENT TO SECTION 1, ARTICLE XVII OF THE CONSTITUTION OF SOUTH CAROLINA, 1895, RELATING TO THE QUALIFICATIONS OF OFFICERS, SO AS TO EXEMPT MEMBERS OF COLLEGE OR UNIVERSITY BOARDS OF TRUSTEES FROM THE REQUIREMENT THAT THEY POSSESS THE QUALIFICATIONS OF AN ELECTOR, AND TO REMOVE ARCHAIC REFERENCES."
S0050,2023-2024,General Bill,Senator Malloy,Malloy,"Increase Magistrates Civil Jurisdiction to $15,000","A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 22-3-10, RELATING TO THE CIVIL JURISDICTION OF THE MAGISTRATE COURT, SO AS TO INCREASE THE CIVIL JURISDICTION FROM SEVEN THOUSAND FIVE HUNDRED DOLLARS TO FIFTEEN THOUSAND DOLLARS."
S0051,2023-2024,General Bill,Senator Malloy,Malloy,"Judges, Magistrates, and Solicitors salaries","A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 14-1-200, RELATING TO THE ESTABLISHMENT OF SALARIES OF SUPREME COURT JUSTICES AND COURT OF APPEALS, CIRCUIT COURT, AND FAMILY COURT JUDGES, SO AS TO PROVIDE THE SALARY OF THE CHIEF JUSTICE AND TO PROVIDE FOR A TWO PERCENT ANNUAL INCREASE IN A FISCAL YEAR IN WHICH COMPENSATION IS INCREASED FOR ALL FULL-TIME STATE-APPROPRIATED EMPLOYEES; BY AMENDING SECTION 1-7-325, RELATING TO COMPENSATION FOR SOLICITORS, SO AS TO PROVIDE THAT A SOLICITOR'S SALARY IS NOT DIRECTLY TIED TO A PERCENTAGE OF THE SALARIES OF SUPREME COURT JUSTICES OR COURT OF APPEALS, CIRCUIT COURT, OR FAMILY COURT JUDGES; AND BY AMENDING SECTION 22-8-40(B)(2), RELATING TO MAGISTRATES' SALARIES, SO AS TO PROVIDE THAT MAGISTRATES' SALARIES ARE DETERMINED BY THE ANNUAL GENERAL APPROPRIATIONS ACT AND ARE NOT DIRECTLY TIED TO A PERCENTAGE OF THE SALARIES OF SUPREME COURT JUSTICES OR COURT OF APPEALS, CIRCUIT COURT, OR FAMILY COURT JUDGES."
S0052,2023-2024,General Bill,Senator Malloy,Malloy,Judge salaries,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 14-1-200, RELATING TO THE SALARIES OF SUPREME COURT JUSTICES AND COURT OF APPEALS, CIRCUIT COURT, AND FAMILY COURT JUDGES, SO AS TO PROVIDE A SALARY SCHEDULE FOR THOSE JUDGES."
S0053,2023-2024,Joint Resolution,Senator Malloy,Malloy,Creation of Gambling Study Committee,"A JOINT RESOLUTION TO CREATE THE ""GAMBLING STUDY COMMITTEE"" TO EXAMINE ISSUES RELATED TO REGULATING GAMBLING, TO PROVIDE FOR THE MEMBERSHIP, DUTIES, STAFFING, AND RESPONSIBILITIES OF THE STUDY COMMITTEE, AND TO PROVIDE THAT THE COMMITTEE SHALL REPORT ITS FINDINGS TO THE GENERAL ASSEMBLY ON OR BEFORE JANUARY 31, 2023, AT WHICH TIME THE STUDY COMMITTEE IS DISSOLVED."
S0054,2023-2024,General Bill,Senator Malloy,Malloy,Supervised Loans,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 37-3-501(1), RELATING TO SUPERVISED LOANS, SO AS TO PROVIDE THAT A SHORT-TERM VEHICLE IS NOT A SUPERVISED LOAN; BY ADDING SECTION 39-5-45 SO AS TO PROVIDE THAT IT IS AN UNFAIR TRADE PRACTICE FOR SUPERVISED LENDERS TO PROVIDE SHORT-TERM VEHICLE SECURED LOANS; BY AMENDING SECTION 37-3-413, RELATING TO SHORT-TERM VEHICLE SECURED LOANS; NOTICE TO BORROWER, SO AS TO CAP THE LOAN INTEREST RATE FOR SPECIFIC LOAN AMOUNTS; BY ADDING SECTION 37-3-414 SO AS TO PROVIDE A DATABASE TO PREVENT A PERSON FROM HAVING A SHORT-TERM VEHICLE SECURED LOAN THAT EXCEEDS A CERTAIN LIMIT AND TO TRACK LOAN TRANSACTIONS IN GENERAL, AND TO PROVIDE THAT ALL SHORT-TERM VEHICLE SECURED LOANS MAY ONLY BE MADE BY A LICENSEE; AND BY ADDING SECTION 37-3-415 SO AS TO DEFINE NECESSARY TERMS."
S0055,2023-2024,Joint Resolution,Senator Malloy,Malloy; Devine,Dr. J Marion Sims memorial,"A JOINT RESOLUTION TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY REPEALING ACT 990 OF 1928, RELATING TO THE PROVISION FOR THE ERECTION OF A MONUMENT TO THE MEMORY OF DR. J. MARION SIMS UPON THE STATE HOUSE GROUNDS IN COLUMBIA, SO AS TO DIRECT THE REMOVAL OF THE SIMS STATUE TO THE STATE MUSEUM, TO CREATE THE ROBERT SMALLS MONUMENT COMMISSION, AND TO PROVIDE FOR THE COMMISSION'S MEMBERSHIP, DUTIES, AND RELATED MATTERS."
S0056,2023-2024,General Bill,Senator Malloy,Malloy,Covid-19 Vaccination,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 42-9-50 SO AS TO PROVIDE THAT EMPLOYEES MAY SEEK COMPENSATION FOR ADVERSE HEALTH CONDITIONS OR DEATH CAUSED BY AN EMPLOYER-MANDATED COVID-19 VACCINE.
S0057,2023-2024,General Bill,Senator Malloy,Malloy,Unfair trade practices,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 39-5-45 SO AS TO PROVIDE THAT A PERSON WHO ACCEPTS A CHECK FOR A DEFERRED PRESENTMENT TRANSACTION VIOLATES THE SOUTH CAROLINA UNFAIR TRADE PRACTICES ACT; AND TO REPEAL CHAPTER 39, TITLE 34 OF THE SOUTH CAROLINA CODE OF LAWS, RELATING TO DEFERRED PRESENTMENT SERVICES."
S0058,2023-2024,General Bill,Senator Malloy,Malloy,"Practicing law, not a member of the SC Bar","A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 40-5-20, RELATING TO THE SUPREME COURT'S AUTHORITY TO PROMULGATE RULES AND REGULATIONS CONCERNING THE PRACTICE OF LAW AND THE ESTABLISHMENT OF THE SOUTH CAROLINA BAR, SO AS TO PROVIDE THAT THE SUPREME COURT MAY PROMULGATE RULES AND REGULATIONS DEFINING AND REGULATING THE PRACTICE OF LAW SUBJECT TO STATUTORY LAW AND DETERMINING THE QUALIFICATIONS AND REQUIREMENTS FOR ADMISSION TO THE PRACTICE OF LAW AND THE LICENSURE OF ATTORNEYS IN THIS STATE, TO PROVIDE THAT ANY PROVISION OF LAW OR RULE THAT REQUIRES AN ATTORNEY TO BE A MEMBER OF THE SOUTH CAROLINA BAR IS SUPERSEDED AND OF NO FORCE AND EFFECT, AND TO DELETE INCONSISTENT PROVISIONS RELATED TO THE BAR; AND BY AMENDING SECTION 40-5-310, RELATING TO PRACTICING LAW OR SOLICITING THE LEGAL CAUSE OF ANOTHER WITHOUT BEING ENROLLED AS A MEMBER OF THE SOUTH CAROLINA BAR, SO AS TO PROVIDE THAT NO PERSON MAY PRACTICE LAW UNLESS HE IS LICENSED BY THE SUPREME COURT, AND TO DELETE THE REQUIREMENT THAT A PERSON BE A MEMBER OF THE SOUTH CAROLINA BAR."
S0059,2023-2024,Joint Resolution,Senator Malloy,Malloy; K. Johnson,Medicaid expansion,A JOINT RESOLUTION TO PROVIDE FOR A STATEWIDE ADVISORY REFERENDUM TO BE HELD AT THE SAME TIME AS THE 2024 GENERAL ELECTION TO DETERMINE WHETHER THE QUALIFIED ELECTORS OF THIS STATE FAVOR MEDICAID EXPANSION.
S0060,2023-2024,General Bill,Senator Malloy,Malloy,Physicians,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 40-47-39, RELATING TO PHYSICIANS AND MISCELLANEOUS HEALTHCARE PROFESSIONALS, SO AS TO PROVIDE THAT A PHYSICIAN MUST BE A MEMBER OF THE SOUTH CAROLINA MEDICAL ASSOCIATION TO PRACTICE MEDICINE IN THIS STATE."
S0061,2023-2024,General Bill,Senator Malloy,Malloy,Prisoners Calculation of Time Served,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 24-13-40, RELATING TO THE COMPUTATION OF TIME SERVED BY PRISONERS, SO AS TO PROVIDE THAT A PRISONER MUST BE GIVEN TWO DAYS OF CREDIT FOR EVERY ONE DAY SERVED IN CUSTODY PRIOR TO TRIAL AND SENTENCING."
