bill_id,session,version_status,original_sponsor,current_sponsor,requested_by,title,bill_url
SR1735,2023_2024_RS,Enrolled; As introduced,Senator McGinn,Senator McGinn,,Recognizing February as American Heart Month.,http://kslegislature.org/li/b2023_24/measures/sr1735/
SR1736,2023_2024_RS,Enrolled; As introduced,Senator Bowers; Senator Alley; Senator Baumgardner; Senator Billinger; Senator Blasi,Senator Bowers; Senator Alley; Senator Baumgardner; Senator Billinger; Senator Blasi,,Congratulating and commending the NCSL on its 50th anniversary.,http://kslegislature.org/li/b2023_24/measures/sr1736/
SR1737,2023_2024_RS,Enrolled; As introduced,Senator Masterson; Senator Alley; Senator Baumgardner; Senator Billinger; Senator Blasi,Senator Masterson; Senator Alley; Senator Baumgardner; Senator Billinger; Senator Blasi,,"Affirming Texas Governor, Greg Abbott's right to defend the state of Texas from unrestrained illegal immigration.",http://kslegislature.org/li/b2023_24/measures/sr1737/
SR1738,2023_2024_RS,Enrolled; As introduced,Senator Alley,Senator Alley,,"Recognizing February 7, 2024, as JAG-K Day at the Capitol.",http://kslegislature.org/li/b2023_24/measures/sr1738/
SR1739,2023_2024_RS,Enrolled; As introduced,Senator Faust-Goudeau; Senator Haley,Senator Faust-Goudeau; Senator Haley,,"Recognizing the members of Delta Sigma Theta Sorority, Inc.",http://kslegislature.org/li/b2023_24/measures/sr1739/
SR1740,2023_2024_RS,As introduced,Senator Holscher; Senator Corson; Senator Faust-Goudeau; Senator Francisco; Senator Haley,Senator Holscher; Senator Corson; Senator Faust-Goudeau; Senator Francisco; Senator Haley,,"Proclaiming that the State of Kansas supports admitting Washington, D.C. into the Union as a state of the United States of America.",http://kslegislature.org/li/b2023_24/measures/sr1740/
SR1741,2023_2024_RS,Enrolled; As introduced,Senator Doll,Senator Doll,,Congratulating and commending Major League Baseball umpire Todd Tichenor for his accomplishments.,http://kslegislature.org/li/b2023_24/measures/sr1741/
SR1742,2023_2024_RS,As introduced,,,,Withdrawn,http://kslegislature.org/li/b2023_24/measures/sr1742/
SR1743,2023_2024_RS,Enrolled; As introduced,Senator Dietrich,Senator Dietrich,,Congratulating and commending the award-winning educators of the Milken Educator Award Program and the Kansas Horizon Awards Program.,http://kslegislature.org/li/b2023_24/measures/sr1743/
SR1744,2023_2024_RS,Enrolled; As introduced,Senator O'Shea,Senator O'Shea,,Designating April 24th as Ad Astra STEM Day in Kansas.,http://kslegislature.org/li/b2023_24/measures/sr1744/
SR1745,2023_2024_RS,Enrolled; As introduced,Senator Sykes,Senator Sykes,,Congratulating Goodwill of Western Missouri and Eastern Kansas on its 130th anniversary in 2024.,http://kslegislature.org/li/b2023_24/measures/sr1745/
SR1746,2023_2024_RS,Enrolled; As introduced,Senator Longbine,Senator Longbine,,Congratulating and commending the 2023 Kansas Master Teaachers.,http://kslegislature.org/li/b2023_24/measures/sr1746/
SR1747,2023_2024_RS,Enrolled; As introduced,Senator Faust-Goudeau; Senator Blasi,Senator Faust-Goudeau; Senator Blasi,,"Recognizing Storytime Village, Inc., for its literacy programs for children.",http://kslegislature.org/li/b2023_24/measures/sr1747/
SR1748,2023_2024_RS,Enrolled; As introduced,Senator Pettey; Senator Haley; Senator Pittman,Senator Pettey; Senator Haley; Senator Pittman,,Congratulating Kansas City Kansas Community College on its 100th anniversary.,http://kslegislature.org/li/b2023_24/measures/sr1748/
SR1749,2023_2024_RS,Enrolled; As introduced,Senator Haley; Senator Faust-Goudeau,Senator Haley; Senator Faust-Goudeau,,Supporting the Kinaway Chamber of Commerce and the First Nations Leadership Development Trade Mission to Kansas.,http://kslegislature.org/li/b2023_24/measures/sr1749/
SR1750,2023_2024_RS,Enrolled; As introduced,Joint Committee on State -Tribal Relations,Joint Committee on State -Tribal Relations,,Approving an amendment to the gaming compact with the Iowa Tribe of Kansas and Nebraska concerning sports wagering.,http://kslegislature.org/li/b2023_24/measures/sr1750/
SR1751,2023_2024_RS,Enrolled; As introduced,Senator Dietrich; Senator Kloos; Senator O'Shea,Senator Dietrich; Senator Kloos; Senator O'Shea,,"Recognizing Success Learning Inclusion and its President and CEO, Lisa Jackson.",http://kslegislature.org/li/b2023_24/measures/sr1751/
SR1752,2023_2024_RS,Enrolled; As introduced,Senator Sykes,Senator Sykes,,Congratulating SevenDays on its 10th anniversary of teaching kindness and making a ripple to change the world.,http://kslegislature.org/li/b2023_24/measures/sr1752/
SR1753,2023_2024_RS,Enrolled; As introduced,Senator Dietrich,Senator Dietrich,,Recognizing Chuck Torrence for his outstanding service to the state of Kansas and congratulating him on his retirement.,http://kslegislature.org/li/b2023_24/measures/sr1753/
SR1754,2023_2024_RS,Enrolled; As introduced,Senator Pettey,Senator Pettey,,Congratulating Rhett Ryman on his first-place at both Kansas Regional and State Bowling Tournaments.,http://kslegislature.org/li/b2023_24/measures/sr1754/
SR1755,2023_2024_RS,Enrolled; As introduced,Senator Pettey,Senator Pettey,,Congratulating the Turner High School Bowling Team on their 2nd Place finish in the 5A Kansas State Bowling Tournament.,http://kslegislature.org/li/b2023_24/measures/sr1755/
SR1756,2023_2024_RS,Enrolled; As introduced,Senator Haley; Senator Faust-Goudeau,Senator Haley; Senator Faust-Goudeau,,Commemorating 70th anniversary of Brown v. Board of Education.,http://kslegislature.org/li/b2023_24/measures/sr1756/
SR1757,2023_2024_RS,Enrolled; As introduced,Senator Bowers,Senator Bowers,,Congratulating KC Clowers on her retirement.,http://kslegislature.org/li/b2023_24/measures/sr1757/
SR1758,2023_2024_RS,Enrolled; As introduced,Senator Steffen,Senator Steffen,,Congratulating the Hutchinson women's basketball team for an outstanding season and winning the NJCAA Divison 1 Women's Basketball Championship.,http://kslegislature.org/li/b2023_24/measures/sr1758/
SR1759,2023_2024_RS,Enrolled; As introduced,Senator Straub,Senator Straub,,Congratulating the Barton men's basketball team for an outstanding season and winning the NJCAA Division 1 championship.,http://kslegislature.org/li/b2023_24/measures/sr1759/
HR6001,2023_2024_RS,Enrolled; As introduced,"Representative Hawkins; Representative Croft; Representative Miller, V.","Representative Hawkins; Representative Croft; Representative Miller, V.",,Providing for the organization of the House of Representatives for the 2023 session of the Legislature.,http://kslegislature.org/li/b2023_24/measures/hr6001/
HR6002,2023_2024_RS,Enrolled; As introduced,"Representative Hawkins; Representative Croft; Representative Miller, V.","Representative Hawkins; Representative Croft; Representative Miller, V.",,Assigning seats in the House of Representatives for the 2023 session.,http://kslegislature.org/li/b2023_24/measures/hr6002/
HR6003,2023_2024_RS,Enrolled; As introduced,"Representative Hawkins; Representative Croft; Representative Miller, V.","Representative Hawkins; Representative Croft; Representative Miller, V.",,Providing temporary rules of the House of Representatives for the 2023 session until permanent rules are adopted.,http://kslegislature.org/li/b2023_24/measures/hr6003/
HR6004,2023_2024_RS,Enrolled; As Further Amended by House Committee; As Amended by House Committee; As introduced,"Representative Hawkins; Representative Croft; Representative Miller, V.","Representative Hawkins; Representative Croft; Representative Miller, V.",,Providing the permanent rules of the House of Representatives for the 2023-2024 biennium.,http://kslegislature.org/li/b2023_24/measures/hr6004/
HR6005,2023_2024_RS,Enrolled; As introduced,"Representative Hawkins; Representative Croft; Representative Miller, V.","Representative Hawkins; Representative Croft; Representative Miller, V.",,Providing for changes in seat assignments in the House of Representatives during the 2023 legislative session.,http://kslegislature.org/li/b2023_24/measures/hr6005/
HR6006,2023_2024_RS,Enrolled; As introduced,Representative Thomas; Representative Alcala; Representative Amyx; Representative Anderson; Representative Awerkamp,Representative Thomas; Representative Alcala; Representative Amyx; Representative Anderson; Representative Awerkamp,,Congratulating and commending the 2023 Kansas Teacher of the Year team.,http://kslegislature.org/li/b2023_24/measures/hr6006/
HR6007,2023_2024_RS,Enrolled; As introduced,Representative Murphy,Representative Murphy,,Congratulating Eldon Headrick of Norwich EMS,http://kslegislature.org/li/b2023_24/measures/hr6007/
HR6008,2023_2024_RS,Enrolled; As introduced,Representative Wasinger,Representative Wasinger,,"Recognizing February 2, 2023, as Wear Red Day in the Kansas legislature.",http://kslegislature.org/li/b2023_24/measures/hr6008/
HR6009,2023_2024_RS,Enrolled; As introduced,Representative Concannon,Representative Concannon,,Recognizing the Kansas Chiropractic Association.,http://kslegislature.org/li/b2023_24/measures/hr6009/
HR6010,2023_2024_RS,Enrolled; As introduced,Representative Ballard,Representative Ballard,,"Designating February 8, 2023, as JAG-K Day at the Capitol.",http://kslegislature.org/li/b2023_24/measures/hr6010/
HR6011,2023_2024_RS,Enrolled; As introduced,Representative Waymaster,Representative Waymaster,,Commemorating the 150th anniversary of the Ellsworth Route.,http://kslegislature.org/li/b2023_24/measures/hr6011/
HR6012,2023_2024_RS,Enrolled; As introduced,Representative Sawyer; Representative Bergkamp; Representative Bergquist; Representative Collins; Representative Seiwert,Representative Sawyer; Representative Bergkamp; Representative Bergquist; Representative Collins; Representative Seiwert,,Commemorating the 125th Anniversary of Friends University.,http://kslegislature.org/li/b2023_24/measures/hr6012/
HR6013,2023_2024_RS,Enrolled; As introduced,Representative Hawkins; Representative Mason; Representative Anderson; Representative Bergkamp; Representative Bergquist,Representative Hawkins; Representative Mason; Representative Anderson; Representative Bergkamp; Representative Bergquist,,Strengthening the sister-state ties between the State of Kansas and Taiwan.,http://kslegislature.org/li/b2023_24/measures/hr6013/
HR6014,2023_2024_RS,Enrolled; As introduced,Representative Robinson,Representative Robinson,,Commending the United States African-American Burial Grounds Preservation Program.,http://kslegislature.org/li/b2023_24/measures/hr6014/
HR6015,2023_2024_RS,Enrolled; As introduced,Representative Rhiley; Representative Tarwater; Representative Bergquist; Representative Buehler; Representative Butler,Representative Rhiley; Representative Tarwater; Representative Bergquist; Representative Buehler; Representative Butler,,Commemorating the celebration of St. Patrick's Day.,http://kslegislature.org/li/b2023_24/measures/hr6015/
HR6016,2023_2024_RS,Enrolled; As introduced,Representative Patton; Representative Carmichael; Representative Schreiber,Representative Patton; Representative Carmichael; Representative Schreiber,,"Recognizing March 18, 2023, as Kansas Public Defender Day.",http://kslegislature.org/li/b2023_24/measures/hr6016/
HR6017,2023_2024_RS,Enrolled; As introduced,"Representative Carpenter, W.; Representative Blex; Representative Carmichael; Representative Corbet; Representative Delperdang","Representative Carpenter, W.; Representative Blex; Representative Carmichael; Representative Corbet; Representative Delperdang",,Commemorating the 50th anniversary of the National Wild Turkey Federation.,http://kslegislature.org/li/b2023_24/measures/hr6017/
HR6018,2023_2024_RS,As introduced,Representative Howe; Representative Barth; Representative Bergkamp; Representative Bergquist; Representative Blex,Representative Howe; Representative Barth; Representative Bergkamp; Representative Bergquist; Representative Blex,,Reaffirming Kansas’ commitment to internal combustion engine vehicles.,http://kslegislature.org/li/b2023_24/measures/hr6018/
HR6019,2023_2024_RS,Enrolled; As introduced,Representative Ohaebosim,Representative Ohaebosim,,"Recognizing Storytime Village, Inc., for its literacy programs.",http://kslegislature.org/li/b2023_24/measures/hr6019/
HR6020,2023_2024_RS,Enrolled; As introduced,Representative Sawyer Clayton,Representative Sawyer Clayton,,Recognizing the contributions of Kansas Rotarians.,http://kslegislature.org/li/b2023_24/measures/hr6020/
HR6021,2023_2024_RS,Enrolled; As introduced,Representative Mason,Representative Mason,,"Recognizing the 125th Anniversary of the 1898 Smoky Valley Roller Mills in Lindsborg, Kansas.",http://kslegislature.org/li/b2023_24/measures/hr6021/
HR6022,2023_2024_RS,Enrolled; As introduced,Representative Minnix; Representative Ballard,Representative Minnix; Representative Ballard,,Honoring the life and public service of Gayle Lavern Mollenkamp.,http://kslegislature.org/li/b2023_24/measures/hr6022/
HR6023,2023_2024_RS,Enrolled; As introduced,"Representative Carpenter, B.; Representative Turk","Representative Carpenter, B.; Representative Turk",,Commemorating the 20th anniversary of the bilateral relations between Kansas and the Republic of Armenia.,http://kslegislature.org/li/b2023_24/measures/hr6023/
HR6024,2023_2024_RS,Enrolled; As introduced,Representative Wasinger,Representative Wasinger,,Honoring the legendary Kansas sculptor Pete Felten on his 90th birthday.,http://kslegislature.org/li/b2023_24/measures/hr6024/
