bill_number,session,session_type,primary_sponsor,cosponsors,outchamber_sponsors,status,summary,bill_url
sb0977,2023,RS,Marklein,LeMahieu; Ballweg; Bradley; Cabral-Guevara; Felzkowski; Feyen; Jagler; Nass; Quinn; Stroebel; Testin; Wanggaard,Katsma; Born; Allen; Armstrong; August; Behnke; Binsfeld; Brandtjen; Dittrich; Donovan; Edming; Green; Gundrum; Hurd; Krug; Kurtz; Macco; Magnafici; Maxey; Melotik; Moses; Murphy; Mursau; Nedweski; O'Connor; Oldenburg; Penterman; Petryk; Plumer; Rettinger; Schmidt; Schraa; Schutt; Snyder; Sortwell; Spiros; Steffen; Tranel; Wichgers; Wittke; Zimmerman; Swearingen,S - Hold (Available for Scheduling),"An Act to repeal 71.06 (1), (1m), (1n) and (1p), 71.06 (1q), 71.06 (2) (a) to (h), 71.06 (2) (i), 71.06 (2) (j) and 71.06 (2e) (a) and (b); to amend 71.06 (1q) (intro.), 71.06 (2) (i) (intro.), 71.06 (2) (j) (intro.) and 71.06 (2m); and to create 71.06 (1r), 71.06 (2) (k), 71.06 (2) (L) and 71.06 (2e) (bm) of the statutes;  Relating to: expansion of the second individual income tax bracket. (FE)",https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb977
sb0978,2023,RS,Cabral-Guevara,Wimberger; Ballweg; Bradley; Jagler; Felzkowski; Feyen; Marklein; Nass; Quinn; Stroebel; Testin; Wanggaard,Steffen; Kitchens; Allen; Armstrong; August; Behnke; Binsfeld; Born; Brandtjen; Dittrich; Donovan; Edming; Goeben; Green; Gundrum; Hurd; Katsma; Krug; Kurtz; Macco; Magnafici; Maxey; Melotik; Moses; Murphy; Mursau; Myers; Nedweski; O'Connor; Oldenburg; Penterman; Petryk; Plumer; Rettinger; Schmidt; Schraa; Schutt; Snyder; Sortwell; Spiros; Tranel; Wichgers; Wittke,S - Hold (Available for Scheduling),"An Act to amend 71.05 (1) (am), 71.05 (1) (an), 71.05 (6) (b) 4. (intro.), 71.05 (6) (b) 54. (intro.) and 71.83 (1) (a) 6.; and to create 71.05 (6) (b) 54m. and 71.05 (6) (b) 54mn. of the statutes;  Relating to: increasing and expanding the retirement income subtraction. (FE)",https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb978
sb0979,2023,RS,Ballweg,Stroebel; Bradley; Cabral-Guevara; Felzkowski; Feyen; Jagler; Marklein; Nass; Quinn; Testin; Wanggaard,Schutt; Katsma; Krug; Allen; Armstrong; August; Behnke; Born; Brandtjen; Binsfeld; Dittrich; Donovan; Edming; Goeben; Green; Gundrum; Hurd; Kurtz; Macco; Magnafici; Maxey; Melotik; Moses; Murphy; Mursau; Nedweski; O'Connor; Oldenburg; Penterman; Petryk; Plumer; Rettinger; Schmidt; Schraa; Snyder; Sortwell; Spiros; Steffen; Tranel; Wichgers; Wittke,S - Hold (Available for Scheduling),An Act to amend 71.07 (6) (am) 2. d.; and to create 71.07 (6) (am) 2. e. of the statutes;  Relating to: the married persons credit. (FE),https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb979
sb0980,2023,RS,Tomczyk,Knodl; Stroebel; Ballweg,Duchow; Michalski; Spiros; O'Connor; Dittrich; Behnke; Moses; Murphy,S - Education,"An Act to amend 19.32 (1) and 19.82 (1); and to create 19.32 (1db), 19.36 (14) and (15), 19.82 (1m) and 118.1335 of the statutes;  Relating to: participation in interscholastic athletics and application of the public records and open meetings laws to interscholastic athletic associations.",https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb980
sb0981,2023,RS,James,L. Johnson; Smith; Wirch; Testin,Stubbs; Spiros; Bare; Conley; Dittrich; Gundrum; Jacobson; Joers; Maxey; Moore Omokunde; Novak; O'Connor; Ortiz-Velez; Ratcliff; Sinicki; Summerfield,S - Enacted into law,"An Act to renumber and amend 175.51 (1m) (a); to amend 165.785 (2m) (a) 1. and 2., 165.785 (2m) (b), 175.51 (title) and 175.51 (1m) (b); and to create 175.51 (1m) (a) 2. of the statutes;  Relating to: expanding alerts for missing adults to include certain missing children. (FE)",https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb981
sb0982,2023,RS,Roys,Agard; Carpenter; Hesselbein; Larson; Smith; Spreitzer; L. Johnson,Andraca; Stubbs; J. Anderson; Baldeh; Conley; Considine; Drake; Emerson; Hong; Joers; Neubauer; Palmeri; Ratcliff; Sinicki; Snodgrass; Subeck,S - Judiciary and Public Safety,"An Act to repeal 943.13 (1m) (c) 5.; to amend 175.60 (2g) (a), 175.60 (5) (a) 6., 938.34 (14q), 938.78 (3), 939.632 (1) (e) 3., 941.235 (1), 943.13 (1m) (c) 4., 943.13 (2) (bm) 2. am., 968.255 (1) (a) 2. and 973.137 (1); and to create 941.236 of the statutes;  Relating to: prohibiting possessing a firearm on college and university campuses and providing a penalty.",https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb982
sb0983,2023,RS,Roys and Larson,,Hong; J. Anderson; Madison; Palmeri; Ratcliff; Bare; Clancy,S - Universities and Revenue,An Act to amend 36.11 (16) of the statutes;  Relating to: commencement of the fall semester at University of Wisconsin System institutions.,https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb983
sb0984,2023,RS,Roys,Smith; Agard; Carpenter; L. Johnson; Larson; Pfaff; Spreitzer; Wirch; Hesselbein,Andraca; Joers; J. Anderson; Baldeh; Bare; Cabrera; Conley; Considine; Drake; Emerson; Hong; Madison; Moore Omokunde; Myers; Neubauer; Ratcliff; Shankland; Shelton; Sinicki; Stubbs; Subeck; Vining; Palmeri; Clancy,S - Universities and Revenue,An Act to create 71.98 (10) of the statutes;  Relating to: adopting the federal student loan forgiveness tax exclusion for state tax purposes. (FE),https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb984
sb0985,2023,RS,Quinn,,Armstrong; Brooks,S - Hold (Available for Scheduling),An Act to amend 234.66 (4) (f) of the statutes;  Relating to: regional allocation of residential housing infrastructure revolving loan.,https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb985
sb0986,2023,RS,Larson,Agard; Roys; Spreitzer,Andraca; Conley; C. Anderson; J. Anderson; Bare; Clancy; Considine; Drake; Jacobson; Madison; Ohnstad; Palmeri; Ratcliff; Subeck,S - Transportation and Local Government,An Act to amend 79.05 (2) (c); and to create 66.0602 (1) (ai) and 66.0602 (3) (e) 10. of the statutes;  Relating to: a levy limit exception for certain shared emergency services expenditures. (FE),https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb986
sb0987,2023,RS,Hutton,Wanggaard; Jacque; James; Stroebel; Bradley,Donovan; Tusler; Maxey; Michalski; Wichgers; Gundrum; Novak; Rettinger,S - Judiciary and Public Safety,"An Act to amend 938.067 (3), 938.19 (1) (d) 7., 938.20 (7) (b) and 938.205 (1) (intro.) of the statutes;  Relating to: determining whether to hold or release a juvenile from custody.",https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb987
sb0988,2023,RS,Nass,,Moses; Murphy; Nedweski; Callahan; O'Connor; Brandtjen; Dittrich; Green; Maxey,S - Universities and Revenue,"An Act to create 36.13, 38.235 and 801.50 (5d) of the statutes;  Relating to: prohibiting University of Wisconsin System institutions and technical colleges from using loyalty pledges and requiring them to make certain information publicly available.",https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb988
sb0989,2023,RS,Stroebel,,Rodriguez,A - Calendar,"An Act to repeal 20.255 (2) (fu), 48.78 (2) (L), 49.32 (6m), 69.20 (3) (h), 103.005 (14m), 115.7915 (8m), 118.30 (2) (b) 5., 118.301 (3) (c), 118.33 (6) (c), 118.38 (4), 118.60 (title) and (1) (am), 118.60 (2) (a) 1. b., c. and d., 118.60 (2) (a) 2., 118.60 (2) (a) 3., 118.60 (2) (a) 6. c. and d., 118.60 (2) (a) 7. a., 118.60 (2) (ag) (intro.), 118.60 (2) (ag) 1. b. and c., 118.60 (2) (ag) 2. a., 118.60 (2) (ag) 2. b., 118.60 (2) (ag) 4., 118.60 (2) (be), (bm) and (bs), 118.60 (3) (ar), 118.60 (3) (b), 118.60 (3) (c), 118.60 (3) (d), 118.60 (4) (bg) 1., 2. and 4., 118.60 (4) (bg) 5., 118.60 (4v), 118.60 (6m) (intro.) and (a) (intro.) and (b), 118.60 (7) (am) 2m. c., 118.60 (7) (b) (intro.) and 2m., 118.60 (7) (d) (intro.) and 3., 118.60 (12), 119.23, 119.23 (2) (ag) 1. b. and c., 119.23 (2) (ag) 2. b., 121.08 (4) (b) 1. and 3. and 938.78 (2) (L); to renumber 118.60 (6p) (a) 2.; to renumber and amend 118.60 (1) (intro.), (ab), (ad), (af), (ag), (bn), (c), (cm), (d) and (g), 118.60 (2) (a) (intro.), 118.60 (2) (a) 1. a., 118.60 (2) (a) 4., 118.60 (2) (a) 5., 118.60 (2) (a) 6. a., 118.60 (2) (a) 6. b., 118.60 (2) (a) 7. b., 118.60 (2) (a) 7. c., 118.60 (2) (a) 8., 118.60 (2) (a) 9., 118.60 (2) (ag) 1., 118.60 (2) (ag) 2. c., 118.60 (2) (ag) 5., 118.60 (2) (ar), 118.60 (2) (c) 1., 118.60 (2) (c) 2., 118.60 (2) (d), 118.60 (3) (a) (intro.), 118.60 (3) (a) 1m., 2m., 3., 4. and 5., 118.60 (3m) (a), 118.60 (3m) (am), 118.60 (3m) (b), 118.60 (3m) (c), 118.60 (4) (a), 118.60 (4) (bg) 3., 118.60 (4) (c), 118.60 (4d) (a), 118.60 (4d) (b), 118.60 (4m), 118.60 (4r), 118.60 (4s), 118.60 (5), 118.60 (6), 118.60 (6m) (a) 1. to 9., 118.60 (6m) (bm), 118.60 (6m) (c), 118.60 (6m) (d), 118.60 (6p) (a) 1., 118.60 (6p) (b), 118.60 (7) (ad) 1., 118.60 (7) (ad) 2., 118.60 (7) (ad) 3., 118.60 (7) (ag), 118.60 (7) (am) 1m., 118.60 (7) (am) 2m. b., 118.60 (7) (am) 3., 118.60 (7) (an), 118.60 (7) (b) 1., 118.60 (7) (b) 2., 118.60 (7) (b) 3., 118.60 (7) (b) 3m., 118.60 (7) (b) 4. to 6., 118.60 (7) (c), 118.60 (7) (d) 1. a., 118.60 (7) (d) 1. b., 118.60 (7) (dr), 118.60 (7) (e), 118.60 (7) (em) 1. and 2., 118.60 (7) (g), 118.60 (7) (h), 118.60 (7m) (a) (intro.), 1. and 2., (b) and (c), 118.60 (9), 118.60 (9m), 118.60 (10) (a) (intro.), 1., 2., 3., 5., 6., 7. and 8., 118.60 (10) (am), 118.60 (10) (ar), 118.60 (10) (b), 118.60 (10) (c), 118.60 (10) (d) and 118.60 (11); to consolidate, renumber and amend 118.60 (2) (ag) 1. (intro.) and a., 118.60 (6p) (intro.) and (a) (intro.), 118.60 (7) (am) 2m. (intro.) and a., 118.60 (7) (b) 7. a. and b., 119.23 (2) (ag) 1. (intro.) and a. and 121.08 (4) (b) (intro.) and 2.; to amend 20.255 (1) (j), 20.255 (2) (fr), 20.255 (2) (fv), 39.51 (2), 39.51 (3) (e), 39.51 (4) (intro.), 49.83, 115.28 (54m), 115.364 (1) (am), 115.383 (1) (c), 115.383 (2) (intro.), 115.383 (3) (b), 115.383 (4), 115.383 (5), 115.385 (2), 115.385 (3) (intro.), 115.385 (3) (b), 115.385 (4), 115.39 (1) (b) 2., 115.39 (3) (a) 2. b., 115.7915 (4m) (e) 2., 115.7915 (6) (e), 115.7915 (6) (i), 115.7915 (6) (k), 118.015 (1m) (c) and (d), 118.015 (5), 118.124 (1) (a), 118.125 (4), 118.30 (1g) (a) 3., 118.30 (1g) (a) 4., 118.30 (1s) (intro.), 118.30 (1s) (a), 118.30 (1s) (b), 118.30 (1s) (bm), 118.30 (1s) (c), 118.30 (1s) (cm), 118.30 (1s) (d), 118.30 (1t), 118.30 (2) (b) 1., 118.30 (2) (b) 2., 118.30 (2) (b) 6., 118.30 (5m), 118.301 (3) (d), 118.301 (4) (a), 118.33 (1) (f) 2m., 118.33 (1) (f) 2r., 118.33 (1) (f) 3., 118.33 (1m) (a) 1., 118.33 (1m) (a) 2. a., 118.33 (1m) (a) 2. b., 118.33 (1m) (a) 3., 118.33 (1m) (b), 118.33 (6) (cr), 118.40 (2r) (e) 2p. a., 118.56 (1), 118.57 (1), 118.57 (2), 118.60 (2) (a) 3. a., 118.60 (2) (ag) 2. a., 118.60 (2) (ag) 4., 118.60 (2) (ar), 119.23 (2) (a) 3., 119.23 (2) (ag) 2. a., 119.23 (2) (ag) 4., 119.23 (2) (ar), 119.33 (2) (b) 3. c., 119.46 (1), 119.9002 (2) (d) 3. (intro.), 121.07 (2) (b), 121.085, 121.137 (2), 121.91 (2m) (c) 1., 121.91 (2m) (c) 4., 121.91 (2m) (d) 1., 121.91 (2m) (d) 4., 121.91 (4) (n) 1., 146.89 (1) (d) 2., 146.89 (1) (g) 3. and 938.49 (2) (b); to repeal and recreate 115.7915 (1) and 115.7915 (2) (c); and to create 115.001 (3t), 115.7915 (2) (i), 115.7915 (2m), 115.7915 (4) (c), 115.7915 (4m) (g), 115.7915 (6) (em), 115.7915 (6) (L), 115.7915 (6) (m), 115.7915 (6) (n), 115.7915 (8) (am), 115.7915 (8) (ap), subchapter I (title) of chapter 118 [precedes 118.001], 118.60 (2) (ag) 2. c., subchapter II (title) of chapter 118 [precedes 118.70], 118.70 (3), (6), (7), (8), (9), (11), (12), (16), (17), (18) and (20), 118.71, 118.72 (title), 118.72 (1) (b), 118.72 (1) (c), 118.72 (2), 118.72 (3) (title), 118.72 (3) (d), 118.72 (4), 118.73 (title) and (1), 118.74 (title), 118.74 (3) (title), 118.74 (3) (a) 2., 118.74 (3) (b) 2., 118.74 (4) (title), 118.75 (title), 118.75 (2), 118.75 (3) (intro.), 118.76 (title) and (2) (title), 118.76 (1) (a) 1. and 2., 118.76 (4), 118.76 (5), 118.76 (7), 118.77 (title), 118.77 (1) (b), 118.77 (1) (d), 118.77 (2) (b) to (e), 118.78 (title), 118.78 (1) (intro.), 118.79 (title), 118.79 (5), 118.80 (title), 118.80 (4) (a) and (b), 118.80 (9) (title), 118.80 (9) (d) 2., 118.81 (title), 118.81 (1) (title), 118.81 (1) (c), 118.81 (2) (title), 118.82 (title), 118.82 (4) (title), 118.83 (title), 118.83 (2) (title), 118.84 (title), 118.84 (1), 118.84 (2) (title), 118.84 (4) (title), 118.84 (4) (a) 1., 118.84 (7), 118.85 (title) and (3) (title), 118.87 (6) and 119.23 (2) (ag) 2. c. of the statutes;  Relating to: combining the choice programs and granting rule-making authority. (FE)",https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb989
sb0990,2023,RS,Stroebel,,Schraa,S - Enacted into law,"An Act to affect 2023 Wisconsin Act 20, section 27 (2) (a) 2. (intro.), 2023 Wisconsin Act 20, section 27 (2) (a) 2. a. to f., 2023 Wisconsin Act 20, section 27 (2) (a) 2m. (intro.) and 2023 Wisconsin Act 20, section 27 (2) (a) 2m. cm.;  Relating to: mandatory early literacy professional development.",https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb990
sb0991,2023,RS,Committee on Labor,Regulatory Reform; Veterans; Military Affairs,,S - Hold (Available for Scheduling),"An Act to repeal 102.51 (1) (a) 2.; to renumber and amend 102.32 (6m); to amend 102.11 (1) (intro.), 102.13 (1) (a), 102.13 (1) (b) (intro.), 1., 3. and 4., 102.13 (1) (d) 1., 2., 3. and 4., 102.13 (2) (a), 102.13 (2) (b), 102.17 (1) (d) 1. and 2., 102.17 (4) (a), 102.29 (3), 102.42 (2) (a), 102.51 (1) (a) 1., 102.61 (1), 102.61 (1g) (b), 102.61 (1g) (c), 102.61 (1m) (a), 102.81 (1) (c) 1. and 102.81 (1) (c) 2.; and to create 102.18 (1) (b) 1d., 102.18 (1) (b) 1h., 102.18 (1) (b) 1p., 102.18 (1) (b) 1t. and 102.32 (6m) (b) of the statutes;  Relating to: various changes to the worker's compensation law. (FE)",https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb991
sb0992,2023,RS,Committee on Labor,Regulatory Reform; Veterans; Military Affairs,,"S - Labor, Regulatory Reform, Veterans and Military Affairs","An Act to renumber and amend 102.17 (9) (a) 1. and 102.44 (2); to amend 102.03 (4), 102.13 (2) (c), 102.16 (1m) (a), 102.17 (9) (b) (intro.) and 102.18 (1) (bg) 1.; and to create 102.16 (2) (i), 102.17 (9) (a) 1e., 102.17 (9) (a) 1g., 102.423 and 102.44 (2) (a) 2. of the statutes;  Relating to: various changes to the worker's compensation law, extending the time limit for emergency rule procedures, providing an exemption from emergency rule procedures, and granting rule-making authority.",https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb992
sb0993,2023,RS,Marklein,Quinn; Spreitzer; Testin,Mursau; Armstrong; Edming; Green; Penterman; Shankland,S - Financial Institutions and Sporting Heritage,"An Act to amend 29.563 (2) (b) 2., 29.563 (2) (b) 3m., 29.563 (2) (b) 4., 29.563 (2) (b) 6., 29.563 (2) (b) 6m., 29.563 (2) (b) 7., 29.563 (2) (b) 8., 29.563 (2) (d) 1., 29.563 (2) (g), 29.563 (3) (b) 6., 29.563 (3) (b) 7., 29.563 (3) (cm) 2., 29.563 (4) (b) 1., 29.563 (4) (b) 1m., 29.563 (4) (b) 2., 29.563 (4) (b) 2m., 29.563 (4) (b) 3., 29.563 (5) (b) 1., 29.563 (5) (b) 2., 29.563 (5) (b) 3., 29.563 (6) (am), 29.563 (6) (b) 1., 29.563 (6) (d), 29.563 (7) (b) 1., 29.563 (7) (b) 2., 29.563 (10) (b) 2. and 29.563 (10) (b) 6. of the statutes;  Relating to: changes to certain nonresident hunting, trapping, and fishing approval fees. (FE)",https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb993
sb0994,2023,RS,Testin,Ballweg; Wanggaard,Mursau; Brandtjen; Edming; Green; O'Connor,S - Financial Institutions and Sporting Heritage,An Act to create 90.21 (5m) of the statutes;  Relating to: providing grants for double-fencing of farm-raised white-tailed deer. (FE),https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb994
sb0995,2023,RS,Agard,Roys; Spreitzer; Larson; Smith,Conley; Subeck; Shelton; Baldeh; Emerson; Ratcliff; Sinicki; Jacobson; Ohnstad; Palmeri; Stubbs; Clancy; J. Anderson,S - Education,"An Act to repeal 118.019 (2) (a) 10. and 118.019 (2) (a) 11.; to renumber and amend 118.019 (1m) (b), 118.019 (2d) and 118.019 (3); to amend 115.29 (7), 118.019 (1m) (a), 118.019 (2) (a) 1. and 2., 118.019 (2) (a) 5., 118.019 (2) (c), 118.019 (2) (e), 118.019 (4), 118.019 (5) and 146.89 (3r) (e); to repeal and recreate 118.019 (1), 118.019 (2) (intro.) and 118.019 (2m); and to create 118.019 (1m) (b) 1. and 3., 118.019 (2) (a) 3., 3m. and 4., 118.019 (2) (a) 6. and 118.019 (2r) of the statutes;  Relating to: human growth and development instruction. (FE)",https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb995
sb0996,2023,RS,Larson,,Myers; Conley; Ratcliff; Stubbs,S - Education,An Act to amend 118.19 (14) (b) (intro.) of the statutes;  Relating to: requirements for an initial license to teach grades kindergarten to five.,https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb996
sb0997,2023,RS,James,,S. Johnson; Murphy,S - Transportation and Local Government,An Act to create 20.395 (5) (db) and 20.395 (5) (dc) of the statutes;  Relating to: appropriations for school bus camera grants and making an appropriation.,https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb997
sb0998,2023,RS,James,,S. Johnson; Murphy,S - Transportation and Local Government,"An Act to renumber 346.485 (2); to renumber and amend 346.49 (3); to amend 346.485 (3) and 346.485 (4) (a); and to create 85.56, 346.485 (2) (bm), 346.49 (3) (b), 346.496, 814.75 (28), 814.78 (13) and 814.79 (11) of the statutes;  Relating to: a school bus camera grant program, a school bus safety camera surcharge, owner liability for illegally passing a school bus, and providing a penalty. (FE)",https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb998
sb0999,2023,RS,Felzkowski,Quinn; Stafsholt,Green; Schmidt,S - Financial Institutions and Sporting Heritage,"An Act to renumber 77.81 (1) and 77.83 (1m); to amend 77.83 (2) (c); and to create 20.395 (1) (mr), 77.81 (1c), 77.81 (3m), 77.81 (5g), 77.81 (7), 77.81 (8), 77.83 (1m) (b), 77.83 (2) (d) and 85.65 of the statutes;  Relating to:  vehicle access to roads and trails on open managed forest land, granting rule-making authority, and making an appropriation. (FE)",https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb999
