bill_id,term,session,summary,commem
LB1343,2023_2024,RS,Change provisions relating to the appointment of the Inspector General of Nebraska Child Welfare and the Inspector General of the Nebraska Correctional System,0
LB1344,2023_2024,RS,Rename and change provisions of the Community Development Assistance Act and change provisions of the Good Life Transformational Projects Act,0
LB1344A,2023_2024,RS,Appropriation Bill,0
LB1345,2023_2024,RS,Impose sales and use taxes on certain services,0
LB1346,2023_2024,RS,Provide a property tax exemption for qualified affordable housing developments,0
LB1347,2023_2024,RS,Adopt the Community Schools Act,0
LB1348,2023_2024,RS,Change provisions relating to comparison groups for purposes of calculating basic funding under the Tax Equity and Educational Opportunities Support Act,0
LB1349,2023_2024,RS,Eliminate certain sales and use tax exemptions and impose sales and use taxes on certain services,0
LB1350,2023_2024,RS,Define certain terms under the Health Care Facilities Licensure Act,0
LB1351,2023_2024,RS,Change terminology and eliminate obsolete provisions relating to correctional services,0
LB1352,2023_2024,RS,State intent regarding appropriations of Federal Funds allocated to the State of Nebraska pursuant to the federal American Rescue Plan Act of 2021,0
LB1353,2023_2024,RS,Change provisions relating to insurance coverage for screening mammography and breast examinations,0
LB1354,2023_2024,RS,Adopt the Advertising Services Tax Act,0
LB1355,2023_2024,RS,"Provide for release of certain patient data by an emergency medical service, change provisions of the Opioid Prevention and Treatment Act, and provide for state aid, research, first responder training, and overdose fatality review",0
LB1355A,2023_2024,RS,Appropriation Bill,0
LB1356,2023_2024,RS,Change provisions relating to the Community Development Assistance Act and provide tax credits,0
LB1356A,2023_2024,RS,Appropriation Bill,0
LB1357,2023_2024,RS,Prohibit camping on certain property owned by political subdivisions,0
LB1358,2023_2024,RS,Require approval of the registered voters to increase salaries of governing bodies of political subdivisions as prescribed,0
LB1359,2023_2024,RS,Change provisions relating to the issuance of bonds in a city of the metropolitan class,0
LB1360,2023_2024,RS,Create the Court Security and Service Reimbursement Program,0
LB1361,2023_2024,RS,Adopt the Long-Term Resident Homestead Exemption Act,0
LB1362,2023_2024,RS,Change provisions relating to the valuation of residential property for property tax purposes,0
LB1363,2023_2024,RS,"Change provisions relating to the rate and disbursement of the documentary stamp tax, the Military Base Development and Support Fund, the Economic Recovery Contingency Fund, and the Health Care Homes for the Medically Underserved Fund, and change inheritance tax rates",0
LB1363A,2023_2024,RS,Appropriation Bill,0
LB1364,2023_2024,RS,Change provisions of the Site and Building Development Act and provide for a transfer from the Cash Reserve Fund,0
LB1365,2023_2024,RS,"Change provisions relating to retirement, the Public Employees Retirement Board, the Nebraska Public Employees Retirement Systems, and the State Personnel System",0
LB1366,2023_2024,RS,Change provisions relating to the use of eminent domain,0
LB1367,2023_2024,RS,Adopt the Property Tax Circuit Breaker Act,0
LB1368,2023_2024,RS,Adopt the Nitrogen Reduction Incentive Act and provide for a transfer from the Water Resources Cash Fund,0
LB1368A,2023_2024,RS,Appropriation Bill,0
LB1369,2023_2024,RS,Require interconnection for electricity distribution between local distribution systems and agricultural self-generation facilities,0
LB1370,2023_2024,RS,"Provide requirements for electric generation facilities, transmission lines, wind energy conversion systems, and retirement of a dispatchable electric generation facility and change provisions relating to public power districts",0
LB1371,2023_2024,RS,Adopt the Media Literacy Act and provide and change graduation requirements and academic content standards,0
LB1372,2023_2024,RS,Change provisions relating to individual and corporate income tax rates and property tax credits,0
LB1373,2023_2024,RS,Adopt the Dietitian Licensure Compact and change provisions relating to criminal background checks,0
LB1374,2023_2024,RS,Adopt the Good Life District Economic Development Act,0
LB1375,2023_2024,RS,Change powers and duties of county planning commissions and county boards related to conditional use permits and special exceptions,0
LB1376,2023_2024,RS,Appropriate funds to the Department of Health and Human Services for prescription reimbursements,0
LB1377,2023_2024,RS,Change requirements relating to training for certain school employees,0
LB1378,2023_2024,RS,State legislative intent to appropriate funds to the Department of Administrative Services as prescribed and change provisions relating to certain funds,0
LB1379,2023_2024,RS,Change the rate and disbursement of the documentary stamp tax and provide for grants by the Department of Economic Development for its comprehensive housing affordability strategy,0
LB1380,2023_2024,RS,State intent to appropriate funds for Wyuka Cemetery and provide for a transfer from the Cash Reserve Fund,0
LB1381,2023_2024,RS,Provide work requirements for recipients of the Supplemental Nutrition Assistance Program,0
LB1382,2023_2024,RS,Prohibit paying petition circulators based on the number of signatures and prohibit certain contributions to ballot question committees,0
LB1383,2023_2024,RS,Provide for grants to Indian tribes to improve drinking water systems or sanitary sewer systems,0
LB1384,2023_2024,RS,Provide for grants to cities and villages from the Affordable Housing Trust Fund,0
LB1385,2023_2024,RS,Change provisions relating to the issuance of and eligibility for certificates and permits issued by the State Department of Education,0
LB1386,2023_2024,RS,"Establish an educational savings account for each student enrolled in an approved or accredited private, denominational, or parochial school for qualified educational expenses as prescribed",0
LB1387,2023_2024,RS,Change provisions relating to approval and regulation of adding fluoride to the water supply of certain political subdivisions,0
LB1388,2023_2024,RS,Adopt the Excellence in Education Scholarship Act and the Community College Promise Act and provide for transfers from the Cash Reserve Fund,0
LB1389,2023_2024,RS,Provide for a personal property tax exemption for broadband equipment as prescribed,0
LB1390,2023_2024,RS,Require a report and prohibit certain activities related to elections and change and provide penalties,0
LB1391,2023_2024,RS,Require certain high schools to have automated external defibrillators and an athletics emergency action plan as prescribed,0
LB1392,2023_2024,RS,Change provisions relating to the Foster Care Reimbursement Rate Committee,0
LB1393,2023_2024,RS,"Change provisions relating to the combined tax rate under the Employment Security Law and the Nebraska Student-Athlete Name, Image, or Likeness Rights Act",0
LB1394,2023_2024,RS,Exempt Nebraska National Guard income from state income taxation,0
LB1394A,2023_2024,RS,Appropriation Bill,0
LB1395,2023_2024,RS,Adopt the Natural Asset Company Prohibition Act,0
LB1396,2023_2024,RS,Change labeling provisions relating to misbranded food under the Nebraska Pure Food Act,0
LB1397,2023_2024,RS,Redefine agricultural land and horticultural land for property tax purposes,0
LB1398,2023_2024,RS,Change provisions relating to reimbursement for special education programs and support services relating to option students,0
LB1399,2023_2024,RS,"Change provisions relating to the involvement of parents, guardians, and educational decisionmakers in the education of their children",0
LB1400,2023_2024,RS,Adopt the Relocation Incentive Act and provide tax incentives,0
LB1401,2023_2024,RS,Appropriate Federal Funds to the Department of Transportation,0
LB1402,2023_2024,RS,Require the State Treasurer to establish education scholarships and eliminate the Opportunity Scholarships Act,0
LB1402A,2023_2024,RS,Appropriation Bill,0
LB1403,2023_2024,RS,Change provisions of the Opportunity Scholarships Act and the use of credits under the act,0
LB1404,2023_2024,RS,Change membership of the Commission on African American Affairs and provide for a quorum,0
LB1405,2023_2024,RS,Prohibit the purchase of single-family housing by certain entities,0
LB1406,2023_2024,RS,Provide for an active-duty military permit for state park entry,0
LB1407,2023_2024,RS,Rename and change provisions relating to the Military Base Development and Support Fund,0
LB1408,2023_2024,RS,"Require human trafficking informational posters in hotels, require hotels to adopt a policy and train employees, and limit liability as prescribed",0
LB1409,2023_2024,RS,Change provisions relating to the Nebraska Condominium Act,0
LB1410,2023_2024,RS,Change provisions relating to tax incentives under the ImagiNE Nebraska Act,0
